Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,deepest_snowfall,total_snowfall
0,2016-01-01,-0.4,2.3,-3.5,1.0,6,2
1,2016-01-02,1.6,7.8,-5.6,0.0,5,0
2,2016-01-03,6.5,10.4,3.3,0.5,2,1
3,2016-01-04,5.7,12.3,-0.3,0.0,0,0
4,2016-01-05,2.7,6.2,0.0,1.5,0,0
5,2016-01-06,1.7,4.4,-1.1,0.5,0,0
6,2016-01-07,0.1,2.6,-1.9,1.0,0,0
7,2016-01-08,0.5,4.1,-3.0,0.0,0,0
8,2016-01-09,-0.9,1.5,-3.4,1.0,0,0
9,2016-01-10,-0.7,3.7,-6.2,4.0,6,7
10,2016-01-11,-2.5,-0.9,-3.7,2.0,10,5
11,2016-01-12,-2.6,0.3,-3.8,0.0,7,6
12,2016-01-13,-2.1,2.4,-6.9,0.0,4,6
13,2016-01-14,-1.9,0.0,-7.2,1.0,6,6
14,2016-01-15,-3.4,0.7,-8.0,0.0,6,4
15,2016-01-16,-4.4,0.5,-11.0,0.5,7,4
16,2016-01-17,-2.2,1.2,-8.4,1.0,8,2
17,2016-01-18,-0.6,1.9,-2.9,52.0,42,35
18,2016-01-19,-2.3,1.8,-9.5,0.0,40,0
19,2016-01-20,-5.3,-0.9,-12.8,6.5,49,15
20,2016-01-21,-2.3,-0.3,-3.4,0.5,48,1
21,2016-01-22,-3.3,-1.6,-4.5,5.5,57,15
22,2016-01-23,-3.1,-0.1,-4.8,0.0,56,1
23,2016-01-24,-4.5,-2.0,-6.7,2.5,50,6
24,2016-01-25,-4.7,-2.9,-7.0,4.0,56,9
25,2016-01-26,-1.5,3.9,-7.2,0.0,55,0
26,2016-01-27,0.5,4.3,-9.4,0.0,46,0
27,2016-01-28,3.1,6.2,0.7,0.0,41,1
28,2016-01-29,-0.7,1.8,-3.4,15.5,50,16
29,2016-01-30,-1.9,0.5,-3.9,9.5,57,7
30,2016-01-31,-0.9,1.4,-4.3,0.5,53,0
31,2016-02-01,-2.8,-0.6,-4.4,0.0,51,5
32,2016-02-02,-2.9,-0.6,-4.6,0.0,49,2
33,2016-02-03,-2.4,0.7,-4.4,0.0,49,1
34,2016-02-04,-1.0,3.2,-3.8,0.0,47,1
35,2016-02-05,-0.8,1.4,-3.5,1.0,51,6
36,2016-02-06,-1.3,3.5,-4.1,0.0,48,2
37,2016-02-07,-4.1,-1.5,-9.0,0.0,44,0
38,2016-02-08,-5.6,1.6,-15.5,0.0,43,1
39,2016-02-09,-3.4,4.1,-11.6,3.5,51,9
40,2016-02-10,-2.8,-0.7,-4.1,0.5,52,1
41,2016-02-11,-2.1,2.2,-7.8,0.0,48,0
42,2016-02-12,-2.0,6.9,-12.0,0.0,43,1
43,2016-02-13,3.2,12.8,-1.1,0.0,40,0
44,2016-02-14,7.0,11.2,1.6,2.5,35,0
45,2016-02-15,-2.0,3.9,-5.6,0.0,23,0
46,2016-02-16,-2.7,3.1,-6.4,0.0,23,1
47,2016-02-17,-3.2,1.5,-7.2,1.0,26,4
48,2016-02-18,-1.1,5.7,-5.5,0.0,25,0
49,2016-02-19,0.5,8.0,-9.0,0.0,22,0
50,2016-02-20,2.2,7.0,-2.3,22.0,21,0
51,2016-02-21,2.1,5.3,-1.1,0.5,19,3
52,2016-02-22,-0.4,4.2,-2.6,0.0,18,0
53,2016-02-23,2.1,6.9,-1.5,1.0,16,1
54,2016-02-24,-2.7,0.7,-4.8,2.5,20,9
55,2016-02-25,-3.9,-0.2,-7.5,0.0,17,3
56,2016-02-26,-1.3,3.1,-6.3,0.0,18,3
57,2016-02-27,1.2,6.6,-2.7,1.0,17,4
58,2016-02-28,1.9,6.9,-0.9,1.0,17,4
59,2016-02-29,2.1,9.7,-3.9,1.5,14,2
60,2016-03-01,-4.2,-2.5,-5.7,7.5,27,15
61,2016-03-02,-2.2,0.5,-4.8,2.0,30,12
62,2016-03-03,-0.1,5.7,-8.7,0.0,22,3
63,2016-03-04,2.1,9.6,-3.1,0.0,16,0
64,2016-03-05,2.0,7.7,-5.0,0.0,13,2
65,2016-03-06,7.0,12.7,3.7,0.0,8,2
66,2016-03-07,6.5,10.9,2.4,1.0,0,0
67,2016-03-08,7.4,15.6,3.1,0.0,0,0
68,2016-03-09,0.1,6.3,-1.5,6.0,0,0
69,2016-03-10,-0.7,2.4,-1.9,0.0,0,0
70,2016-03-11,-0.8,2.0,-2.4,0.0,0,0
71,2016-03-12,-1.0,1.6,-4.2,0.0,0,0
72,2016-03-13,0.8,4.5,-3.7,0.0,0,0
73,2016-03-14,0.5,1.9,-0.5,8.5,0,0
74,2016-03-15,0.2,2.7,-1.4,0.0,0,0
75,2016-03-16,1.9,9.9,-5.0,0.0,1,1
76,2016-03-17,5.4,15.4,-1.2,0.0,1,1
77,2016-03-18,6.9,16.5,-3.0,0.0,0,0
78,2016-03-19,9.3,15.9,5.9,1.0,0,0
79,2016-03-20,4.1,7.1,1.7,0.0,0,0
80,2016-03-21,1.7,6.4,-0.5,0.0,0,0
81,2016-03-22,4.4,12.3,-0.3,0.0,0,0
82,2016-03-23,3.1,7.8,-0.5,1.0,0,0
83,2016-03-24,0.1,4.6,-2.0,0.5,0,0
84,2016-03-25,-0.2,4.7,-2.3,0.0,0,0
85,2016-03-26,1.4,8.4,-3.1,0.0,0,0
86,2016-03-27,2.5,11.4,-5.0,0.0,0,0
87,2016-03-28,5.2,13.7,-1.5,0.0,0,0
88,2016-03-29,5.5,14.5,-4.4,0.0,0,0
89,2016-03-30,7.8,17.5,-1.4,5.5,0,0
90,2016-03-31,6.7,14.8,-1.2,0.0,0,0
91,2016-04-01,4.8,15.3,-2.9,0.0,0,0
92,2016-04-02,5.8,9.8,1.5,0.0,0,0
93,2016-04-03,11.0,16.7,5.1,0.0,0,0
94,2016-04-04,9.2,13.0,5.3,6.0,0,0
95,2016-04-05,6.5,11.3,2.2,0.0,0,0
96,2016-04-06,8.5,15.7,2.4,0.0,0,0
97,2016-04-07,8.8,14.0,1.9,28.5,0,0
98,2016-04-08,9.7,13.7,4.6,0.5,0,0
99,2016-04-09,9.0,19.6,-1.5,0.0,0,0
100,2016-04-10,10.3,18.5,-1.1,0.0,0,0
101,2016-04-11,1.5,7.7,-2.0,3.5,0,0
102,2016-04-12,4.2,12.2,-2.3,0.0,0,0
103,2016-04-13,8.2,14.4,-1.6,1.5,0,0
104,2016-04-14,12.6,18.3,8.7,14.0,0,0
105,2016-04-15,6.5,10.8,3.6,0.0,0,0
106,2016-04-16,7.9,15.4,-2.3,0.0,0,0
107,2016-04-17,12.3,17.5,4.6,4.0,0,0
108,2016-04-18,11.2,17.5,7.4,0.0,0,0
