Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,deepest_snowfall,total_snowfall
0,2016-01-01,-0.3,1.6,-4.1,13.5,96,14
1,2016-01-02,3.2,9.1,-2.7,17.0,92,0
2,2016-01-03,4.7,9.9,2.3,20.0,58,0
3,2016-01-04,2.8,10.8,0.7,11.5,45,6
4,2016-01-05,0.1,1.3,-1.5,17.0,73,30
5,2016-01-06,-0.1,1.7,-1.8,3.5,73,1
6,2016-01-07,-0.5,1.9,-2.0,17.5,78,14
7,2016-01-08,-0.8,0.5,-1.8,11.0,89,17
8,2016-01-09,-1.2,0.3,-2.6,11.5,107,18
9,2016-01-10,-0.2,2.5,-2.4,36.5,127,34
10,2016-01-11,-2.8,-1.7,-3.5,20.5,156,35
11,2016-01-12,-3.0,-2.0,-4.0,17.5,169,21
12,2016-01-13,-1.5,0.9,-3.4,10.0,170,11
13,2016-01-14,-2.4,0.2,-5.9,21.0,190,31
14,2016-01-15,-4.7,-1.5,-8.4,1.5,175,2
15,2016-01-16,-3.8,-1.7,-7.2,8.0,181,23
16,2016-01-17,-2.3,-0.9,-3.8,13.0,195,16
17,2016-01-18,-0.8,1.0,-3.6,18.5,184,8
18,2016-01-19,-1.0,1.1,-3.0,31.5,204,31
19,2016-01-20,-1.7,0.7,-4.2,18.0,205,15
20,2016-01-21,-1.6,0.5,-2.6,14.0,217,25
21,2016-01-22,-2.1,0.0,-3.7,20.5,231,24
22,2016-01-23,-3.0,-1.1,-4.6,1.5,232,3
23,2016-01-24,-3.7,-1.8,-4.9,8.5,220,13
24,2016-01-25,-3.0,-1.8,-4.3,21.5,247,28
25,2016-01-26,-0.8,1.8,-2.9,0.5,239,0
26,2016-01-27,0.8,2.9,-1.6,35.0,221,2
27,2016-01-28,0.4,2.4,-1.5,4.5,209,1
28,2016-01-29,-2.1,-1.2,-3.7,0.5,194,0
29,2016-01-30,-2.6,-0.1,-4.0,6.5,195,10
30,2016-01-31,-1.6,0.6,-3.3,9.0,211,27
31,2016-02-01,-3.1,-1.9,-3.6,4.5,216,9
32,2016-02-02,-2.3,-0.4,-3.7,5.0,216,13
33,2016-02-03,-1.9,0.2,-3.7,3.0,219,4
34,2016-02-04,-1.0,1.5,-5.6,9.0,205,11
35,2016-02-05,-0.4,1.3,-1.5,8.0,213,12
36,2016-02-06,-2.1,-0.4,-3.5,3.5,211,12
37,2016-02-07,-3.9,-3.0,-6.0,8.5,226,19
38,2016-02-08,-4.3,1.6,-10.6,0.0,223,0
39,2016-02-09,-1.1,0.9,-3.6,13.5,215,18
40,2016-02-10,-2.1,-1.1,-3.1,11.0,229,17
41,2016-02-11,-1.8,1.5,-8.4,0.0,226,0
42,2016-02-12,-3.3,4.6,-11.4,0.0,212,0
43,2016-02-13,1.0,3.5,-1.2,0.0,205,0
44,2016-02-14,3.4,11.5,0.4,9.0,195,0
45,2016-02-15,-2.7,2.1,-5.5,23.5,224,40
46,2016-02-16,-2.7,0.2,-5.5,14.5,237,28
47,2016-02-17,-2.3,-1.1,-3.9,21.0,266,34
48,2016-02-18,-1.0,5.1,-4.2,0.0,254,0
49,2016-02-19,1.7,7.6,-5.5,1.5,227,0
50,2016-02-20,2.3,5.8,-0.3,15.0,205,0
51,2016-02-21,1.5,8.3,-2.2,19.5,211,19
52,2016-02-22,-2.0,1.0,-5.1,1.0,213,3
53,2016-02-23,-1.3,1.8,-5.5,8.0,205,11
54,2016-02-24,-3.7,-0.4,-5.3,14.5,240,37
55,2016-02-25,-4.6,-1.5,-9.0,9.0,244,14
56,2016-02-26,-2.4,-1.0,-3.8,18.0,256,29
57,2016-02-27,-0.3,1.4,-2.4,8.0,257,10
58,2016-02-28,0.9,3.8,-1.2,1.0,247,0
59,2016-02-29,1.8,5.4,-1.8,4.0,227,1
60,2016-03-01,-3.0,-1.1,-4.2,8.0,229,12
61,2016-03-02,-1.5,1.7,-3.9,12.5,254,30
62,2016-03-03,2.2,5.5,-2.7,10.5,235,0
63,2016-03-04,1.4,5.2,-2.9,0.0,217,0
64,2016-03-05,1.6,8.0,-5.1,0.0,213,0
65,2016-03-06,4.7,10.3,1.9,0.0,208,0
66,2016-03-07,2.8,4.2,1.3,2.0,201,0
67,2016-03-08,3.8,10.4,1.0,2.0,198,0
68,2016-03-09,0.9,2.0,-0.3,0.0,192,0
69,2016-03-10,-1.3,0.9,-2.3,2.0,198,8
70,2016-03-11,-1.7,1.3,-3.7,5.0,207,12
71,2016-03-12,-1.5,1.8,-5.4,1.5,207,8
72,2016-03-13,-0.9,5.2,-8.0,0.0,193,0
73,2016-03-14,2.1,5.2,-0.6,0.0,191,1
74,2016-03-15,1.9,3.0,0.8,0.0,189,1
75,2016-03-16,4.4,9.3,-0.3,0.0,187,0
76,2016-03-17,5.1,12.8,-1.3,0.0,182,0
77,2016-03-18,3.2,9.8,-2.2,0.0,176,0
78,2016-03-19,3.8,6.0,1.7,6.0,172,0
79,2016-03-20,3.0,5.1,1.1,6.5,166,1
80,2016-03-21,2.1,4.4,-0.1,0.0,164,0
81,2016-03-22,5.0,8.3,0.5,13.5,161,1
82,2016-03-23,2.8,5.3,1.1,4.5,156,2
83,2016-03-24,0.6,3.5,-1.4,3.5,162,7
84,2016-03-25,0.1,2.7,-2.3,6.5,167,11
85,2016-03-26,0.8,5.7,-3.2,1.5,167,3
86,2016-03-27,1.3,9.0,-5.2,0.0,156,0
87,2016-03-28,2.9,10.3,-3.1,0.0,152,0
88,2016-03-29,3.5,11.9,-3.0,0.0,143,0
89,2016-03-30,4.4,12.8,-0.9,11.0,138,0
90,2016-03-31,4.7,12.0,-1.7,0.0,131,0
91,2016-04-01,4.9,11.8,-1.8,0.0,125,0
92,2016-04-02,5.8,9.5,2.6,0.0,114,0
93,2016-04-03,5.4,11.2,1.9,0.0,103,0
94,2016-04-04,3.6,6.7,-0.3,14.5,96,0
95,2016-04-05,4.4,12.4,-2.1,0.0,92,0
96,2016-04-06,6.6,10.9,0.3,2.5,85,0
97,2016-04-07,4.2,9.8,0.0,51.0,77,0
98,2016-04-08,6.6,10.1,2.6,1.0,73,0
99,2016-04-09,8.8,15.6,0.9,0.0,69,0
100,2016-04-10,6.6,14.4,0.4,0.0,60,0
101,2016-04-11,1.6,4.0,-0.6,3.5,57,6
102,2016-04-12,4.3,10.5,-0.1,0.0,55,0
103,2016-04-13,6.5,16.8,-0.7,1.5,47,0
