Unnamed: 0,calendar_date,precipitation
0,2016-01-01,0.0
1,2016-01-02,0.0
2,2016-01-03,0.0
3,2016-01-04,0.0
4,2016-01-05,1.0
5,2016-01-06,0.0
6,2016-01-07,0.0
7,2016-01-08,0.5
8,2016-01-09,0.5
9,2016-01-10,0.0
10,2016-01-11,0.0
11,2016-01-12,0.0
12,2016-01-13,0.5
13,2016-01-14,1.5
14,2016-01-15,0.5
15,2016-01-16,0.0
16,2016-01-17,22.5
17,2016-01-18,13.5
18,2016-01-19,2.0
19,2016-01-20,0.0
20,2016-01-21,0.0
21,2016-01-22,1.5
22,2016-01-23,2.0
23,2016-01-24,5.0
24,2016-01-25,4.0
25,2016-01-26,0.5
26,2016-01-27,0.0
27,2016-01-28,9.5
28,2016-01-29,32.5
29,2016-01-30,0.0
30,2016-01-31,0.0
31,2016-02-01,0.0
32,2016-02-02,8.5
33,2016-02-03,0.0
34,2016-02-04,0.0
35,2016-02-05,0.0
36,2016-02-06,0.0
37,2016-02-07,7.0
38,2016-02-08,2.5
39,2016-02-09,0.0
40,2016-02-10,0.0
41,2016-02-11,0.0
42,2016-02-12,1.5
43,2016-02-13,62.5
44,2016-02-14,4.5
45,2016-02-15,0.0
46,2016-02-16,0.5
47,2016-02-17,0.0
48,2016-02-18,0.0
49,2016-02-19,0.0
50,2016-02-20,33.5
51,2016-02-21,0.5
52,2016-02-22,0.5
53,2016-02-23,1.0
54,2016-02-24,0.5
55,2016-02-25,0.0
56,2016-02-26,0.0
57,2016-02-27,7.0
58,2016-02-28,0.0
59,2016-02-29,5.5
60,2016-03-01,1.0
61,2016-03-02,0.0
62,2016-03-03,0.0
63,2016-03-04,0.0
64,2016-03-05,0.0
65,2016-03-06,10.0
66,2016-03-07,0.0
67,2016-03-08,0.0
68,2016-03-09,28.0
69,2016-03-10,3.5
70,2016-03-11,0.0
71,2016-03-12,0.0
72,2016-03-13,5.0
73,2016-03-14,2.5
74,2016-03-15,0.0
75,2016-03-16,0.0
76,2016-03-17,0.0
77,2016-03-18,21.5
78,2016-03-19,2.5
79,2016-03-20,0.0
80,2016-03-21,0.0
81,2016-03-22,0.0
82,2016-03-23,0.0
83,2016-03-24,0.0
84,2016-03-25,0.0
85,2016-03-26,0.0
86,2016-03-27,0.0
87,2016-03-28,0.0
88,2016-03-29,0.0
89,2016-03-30,0.0
90,2016-03-31,7.5
91,2016-04-01,6.0
92,2016-04-02,0.0
93,2016-04-03,8.0
94,2016-04-04,11.5
95,2016-04-05,0.0
96,2016-04-06,16.5
97,2016-04-07,75.0
98,2016-04-08,0.0
99,2016-04-09,0.0
100,2016-04-10,0.0
101,2016-04-11,0.0
102,2016-04-12,0.0
103,2016-04-13,26.5
104,2016-04-14,0.0
105,2016-04-15,0.0
106,2016-04-16,10.0
107,2016-04-17,29.0
108,2016-04-18,0.0
109,2016-04-19,0.0
110,2016-04-20,0.0
111,2016-04-21,92.0
112,2016-04-22,1.0
113,2016-04-23,1.0
114,2016-04-24,0.0
115,2016-04-25,0.0
116,2016-04-26,0.0
117,2016-04-27,60.5
118,2016-04-28,1.0
119,2016-04-29,0.0
120,2016-04-30,0.0
121,2016-05-01,0.0
122,2016-05-02,0.0
123,2016-05-03,45.5
124,2016-05-04,0.0
125,2016-05-05,0.0
126,2016-05-06,10.5
127,2016-05-07,0.5
128,2016-05-08,0.0
129,2016-05-09,19.0
130,2016-05-10,16.0
131,2016-05-11,2.0
132,2016-05-12,0.0
133,2016-05-13,0.0
134,2016-05-14,0.0
135,2016-05-15,4.5
136,2016-05-16,36.0
137,2016-05-17,0.0
138,2016-05-18,0.0
139,2016-05-19,0.0
140,2016-05-20,0.0
141,2016-05-21,0.0
142,2016-05-22,0.0
143,2016-05-23,0.0
144,2016-05-24,20.0
145,2016-05-25,6.0
146,2016-05-26,0.0
147,2016-05-27,0.0
148,2016-05-28,1.5
149,2016-05-29,8.0
150,2016-05-30,0.0
151,2016-05-31,0.0
152,2016-06-01,0.0
153,2016-06-02,0.0
154,2016-06-03,0.0
155,2016-06-04,33.0
156,2016-06-05,17.5
157,2016-06-06,1.0
158,2016-06-07,0.0
159,2016-06-08,1.5
