,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
0,2016-01-01,6.6,13.0,0.3,,9.3,2.4,5.9,1024.2,65.0,1025.1
1,2016-01-02,9.4,16.0,1.2,,7.6,4.1,7.5,1020.8,66.0,1021.7
2,2016-01-03,12.4,16.2,6.3,,1.0,2.9,10.2,1015.4,72.0,1016.3
3,2016-01-04,9.9,17.1,2.7,,9.3,2.0,9.0,1012.4,77.0,1013.2
4,2016-01-05,10.3,16.8,3.7,,7.3,1.8,8.9,1015.0,74.0,1015.9
5,2016-01-06,9.8,13.2,6.7,,0.2,1.4,9.9,1015.4,82.0,1016.3
6,2016-01-07,10.3,15.0,5.9,,8.9,1.8,7.0,1011.1,57.0,1011.9
7,2016-01-08,9.0,13.9,2.7,,8.5,4.3,6.6,1012.3,60.0,1013.2
8,2016-01-09,6.5,12.9,0.9,,7.5,2.1,6.4,1016.1,70.0,1017.0
9,2016-01-10,8.0,13.5,2.8,,9.3,2.5,7.4,1015.6,71.0,1016.5
10,2016-01-11,6.7,12.9,1.9,,3.7,1.8,6.7,1015.7,72.0,1016.6
11,2016-01-12,5.1,7.8,0.8,1.0,0.0,2.5,7.1,1013.0,81.0,1013.9
12,2016-01-13,6.5,12.3,-1.8,,7.9,3.7,5.4,1012.2,61.0,1013.1
13,2016-01-14,8.6,12.2,3.0,,8.4,3.3,5.9,1011.0,54.0,1011.9
14,2016-01-15,7.0,11.7,0.3,0.0,5.3,2.4,6.9,1014.5,70.0,1015.4
15,2016-01-16,6.3,11.4,2.0,,9.5,1.7,6.8,1017.4,73.0,1018.3
16,2016-01-17,5.7,8.3,1.1,5.5,0.2,2.5,6.8,1019.8,75.0,1020.7
17,2016-01-18,6.8,12.1,3.8,15.0,0.0,4.6,8.2,997.1,84.0,998.0
18,2016-01-19,7.0,11.4,4.3,,9.3,11.1,3.5,1001.5,34.0,1002.4
19,2016-01-20,5.6,11.5,0.4,,6.8,5.3,4.2,1008.7,47.0,1009.6
20,2016-01-21,5.3,11.3,-1.5,,6.6,2.0,4.2,1016.4,50.0,1017.3
21,2016-01-22,6.5,11.1,3.1,,8.4,2.0,4.1,1018.3,43.0,1019.2
22,2016-01-23,5.3,9.5,0.9,,1.4,1.7,4.8,1015.8,54.0,1016.7
23,2016-01-24,4.7,7.8,0.7,,9.6,7.4,3.8,1004.1,46.0,1005.0
24,2016-01-25,1.6,8.2,-4.4,,9.8,2.2,3.2,1015.8,51.0,1016.7
25,2016-01-26,3.9,10.3,-4.0,,8.2,2.6,4.4,1021.8,57.0,1022.7
26,2016-01-27,4.8,12.8,-1.8,,9.9,1.9,5.6,1023.0,70.0,1023.9
27,2016-01-28,6.0,13.8,-0.6,,8.8,2.2,6.4,1024.7,72.0,1025.6
28,2016-01-29,6.0,8.2,2.8,28.0,0.0,2.0,8.7,1021.4,93.0,1022.3
29,2016-01-30,4.6,5.8,3.2,7.0,0.0,3.2,7.4,1017.7,87.0,1018.6
30,2016-01-31,6.1,10.6,3.2,,0.8,1.6,7.0,1019.7,76.0,1020.6
31,2016-02-01,6.3,9.1,3.2,0.0,0.0,2.2,7.4,1017.9,78.0,1018.8
