Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,5.2,9.5,2.1,0.5,2.7
1,2016-01-02,8.0,13.0,4.0,0.0,4.6
2,2016-01-03,9.3,14.2,6.1,0.0,3.3
3,2016-01-04,9.5,14.9,5.3,0.0,3.3
4,2016-01-05,7.6,11.0,5.4,2.0,2.0
5,2016-01-06,7.5,9.9,5.9,0.0,2.3
6,2016-01-07,6.1,9.0,3.4,7.5,2.6
7,2016-01-08,4.1,5.4,2.9,9.0,3.7
8,2016-01-09,4.2,7.0,1.8,1.0,3.1
9,2016-01-10,4.4,6.5,3.5,3.0,3.6
10,2016-01-11,4.6,7.7,2.6,0.0,1.8
11,2016-01-12,2.9,5.6,1.4,0.0,5.1
12,2016-01-13,3.5,8.6,1.1,5.0,4.2
13,2016-01-14,2.5,5.7,0.4,17.0,3.8
14,2016-01-15,2.7,5.5,0.9,0.0,2.9
15,2016-01-16,2.9,7.5,0.2,3.0,2.7
16,2016-01-17,2.9,6.3,-0.2,0.0,2.2
17,2016-01-18,6.2,9.6,3.5,8.0,4.6
18,2016-01-19,0.4,4.8,-1.5,15.0,6.5
19,2016-01-20,3.2,5.5,0.4,7.5,6.3
20,2016-01-21,1.5,4.4,-0.3,2.5,2.1
21,2016-01-22,0.5,2.7,-2.5,0.0,2.0
22,2016-01-23,1.9,6.1,-1.4,2.0,4.1
23,2016-01-24,-1.0,3.5,-5.2,3.5,7.2
24,2016-01-25,-1.7,1.7,-6.9,3.0,2.9
25,2016-01-26,1.9,5.4,-2.8,0.0,4.0
26,2016-01-27,3.6,7.5,1.5,0.0,3.9
27,2016-01-28,4.3,8.5,2.0,0.0,2.9
28,2016-01-29,3.7,5.1,2.5,25.5,1.3
29,2016-01-30,4.8,8.4,2.4,2.0,5.3
30,2016-01-31,5.7,10.6,1.4,1.0,2.7
31,2016-02-01,2.8,5.3,0.7,0.0,5.7
32,2016-02-02,2.0,5.0,-1.0,0.0,3.5
33,2016-02-03,2.0,6.9,-1.4,0.0,2.0
34,2016-02-04,2.5,6.6,-1.1,0.0,4.2
35,2016-02-05,4.9,8.6,2.4,2.0,2.9
36,2016-02-06,3.5,8.2,1.5,8.5,3.8
37,2016-02-07,1.5,5.2,-1.4,0.0,4.1
38,2016-02-08,3.6,9.8,-1.9,0.0,3.5
39,2016-02-09,4.9,8.0,1.9,8.0,5.6
40,2016-02-10,3.1,6.4,-1.1,0.0,3.7
41,2016-02-11,3.2,10.0,-2.6,0.0,2.3
42,2016-02-12,9.6,16.8,1.6,0.0,6.7
43,2016-02-13,13.5,16.6,10.5,1.0,7.1
44,2016-02-14,11.8,15.5,7.0,20.5,4.1
45,2016-02-15,2.2,8.6,-0.4,4.5,4.9
46,2016-02-16,0.1,1.1,-1.2,7.5,3.0
47,2016-02-17,1.2,3.4,-0.3,2.5,2.8
48,2016-02-18,3.9,9.5,-0.6,0.0,3.8
49,2016-02-19,7.1,13.4,1.2,0.0,3.6
50,2016-02-20,6.3,7.7,4.7,15.5,2.5
