Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation
0,2016-01-01,3.2,9.9,-0.1,1.0
1,2016-01-02,5.6,12.4,-0.7,0.0
2,2016-01-03,7.0,15.4,2.3,0.0
3,2016-01-04,8.2,14.4,3.4,0.0
4,2016-01-05,5.0,10.1,1.7,0.0
5,2016-01-06,6.0,11.1,3.3,0.0
6,2016-01-07,4.7,10.1,1.0,0.0
7,2016-01-08,3.1,9.7,-0.9,0.0
8,2016-01-09,3.3,10.2,-2.3,0.0
9,2016-01-10,3.9,11.0,-2.4,0.0
10,2016-01-11,4.7,10.4,-0.2,0.0
11,2016-01-12,3.4,5.6,-0.4,0.5
12,2016-01-13,2.3,7.5,-1.6,0.0
13,2016-01-14,2.4,9.8,-3.3,0.0
14,2016-01-15,2.3,9.0,-2.4,0.0
15,2016-01-16,1.6,9.0,-2.9,0.0
16,2016-01-17,2.5,7.7,-2.9,3.0
17,2016-01-18,5.9,11.1,2.4,14.5
18,2016-01-19,0.5,3.0,-1.5,0.0
19,2016-01-20,0.1,3.1,-2.2,9.5
20,2016-01-21,1.5,4.3,-1.3,0.0
21,2016-01-22,2.6,5.3,0.7,0.0
22,2016-01-23,2.3,6.4,-0.6,0.0
23,2016-01-24,-2.1,0.4,-4.6,0.0
24,2016-01-25,-1.6,4.8,-5.9,1.5
25,2016-01-26,-0.4,6.0,-6.6,0.0
26,2016-01-27,2.8,9.5,-2.3,0.0
27,2016-01-28,3.7,9.9,-2.9,1.5
28,2016-01-29,6.1,7.2,4.6,48.5
29,2016-01-30,6.2,7.6,5.2,3.5
30,2016-01-31,5.7,10.2,1.7,0.0
31,2016-02-01,3.4,5.3,1.4,0.0
32,2016-02-02,3.2,5.2,2.1,0.5
33,2016-02-03,2.6,7.0,-1.1,0.0
34,2016-02-04,2.4,8.8,-3.0,0.0
35,2016-02-05,3.0,9.9,-1.3,0.0
36,2016-02-06,3.0,9.7,-1.5,0.5
37,2016-02-07,1.6,5.4,-2.3,3.5
38,2016-02-08,1.6,9.2,-3.3,0.0
39,2016-02-09,4.2,8.7,-0.7,1.5
40,2016-02-10,2.5,7.5,-1.4,0.5
41,2016-02-11,2.5,10.8,-3.4,0.0
42,2016-02-12,8.2,16.6,-2.1,0.0
43,2016-02-13,13.5,17.0,10.3,38.0
44,2016-02-14,14.0,18.6,7.9,16.5
45,2016-02-15,3.9,8.0,0.5,3.0
46,2016-02-16,2.1,6.0,-1.6,0.0
47,2016-02-17,2.9,6.9,-1.6,0.0
48,2016-02-18,2.9,9.7,-3.4,0.0
49,2016-02-19,7.2,14.0,0.1,0.0
50,2016-02-20,6.2,7.3,5.2,21.0
51,2016-02-21,5.1,8.5,0.6,0.0
52,2016-02-22,4.0,7.6,-0.7,0.0
53,2016-02-23,6.3,11.2,2.4,0.0
54,2016-02-24,2.5,6.5,-0.9,0.0
55,2016-02-25,1.5,6.6,-3.3,0.0
56,2016-02-26,2.3,9.2,-3.2,0.0
57,2016-02-27,5.5,12.5,-1.9,0.0
58,2016-02-28,7.9,14.7,1.0,0.0
59,2016-02-29,6.3,12.6,-1.1,7.0
60,2016-03-01,0.1,3.7,-2.3,2.0
61,2016-03-02,2.7,10.0,-2.8,0.0
62,2016-03-03,5.9,15.2,-2.6,0.0
63,2016-03-04,8.9,17.6,1.3,0.0
64,2016-03-05,14.4,20.0,8.3,0.0
65,2016-03-06,16.9,19.1,14.3,1.5
66,2016-03-07,13.3,16.5,9.3,1.5
67,2016-03-08,11.1,16.0,8.4,0.0
68,2016-03-09,6.5,10.1,5.0,35.5
69,2016-03-10,5.3,8.2,3.7,0.0
70,2016-03-11,4.1,7.0,0.5,0.0
71,2016-03-12,3.3,9.7,-1.8,0.0
72,2016-03-13,5.5,12.8,-1.0,6.0
73,2016-03-14,5.6,8.1,4.2,9.0
74,2016-03-15,6.0,10.9,0.1,0.0
75,2016-03-16,5.2,13.1,-1.6,0.0
76,2016-03-17,9.0,20.2,-0.4,0.0
77,2016-03-18,12.0,18.0,3.6,8.0
78,2016-03-19,13.6,16.9,9.0,16.5
79,2016-03-20,9.3,13.1,7.2,0.0
80,2016-03-21,7.3,11.8,1.2,0.0
81,2016-03-22,7.5,17.0,-1.6,0.0
82,2016-03-23,7.7,15.0,2.3,0.0
83,2016-03-24,7.0,10.4,4.9,0.0
84,2016-03-25,4.8,8.9,1.3,0.0
85,2016-03-26,5.2,12.3,-0.5,0.0
86,2016-03-27,7.6,16.3,-0.6,0.0
87,2016-03-28,8.5,14.8,3.7,0.0
88,2016-03-29,9.3,16.7,1.6,0.0
89,2016-03-30,12.9,19.3,7.0,0.0
90,2016-03-31,14.3,21.5,9.4,0.0
91,2016-04-01,13.3,16.2,10.8,2.5
92,2016-04-02,15.2,21.4,8.8,0.0
93,2016-04-03,15.1,19.3,11.7,5.0
94,2016-04-04,13.1,16.7,10.4,9.5
95,2016-04-05,11.9,16.7,7.7,0.0
96,2016-04-06,13.9,22.2,6.6,0.0
97,2016-04-07,16.3,20.9,11.8,51.5
98,2016-04-08,14.6,19.6,9.9,0.0
