Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation
0,2016-01-01,-0.7,0.7,-2.7,0.5
1,2016-01-02,1.3,5.4,-2.6,7.0
2,2016-01-03,2.3,5.3,0.7,2.5
3,2016-01-04,0.8,2.8,-1.5,4.5
4,2016-01-05,-1.6,-0.3,-2.5,0.5
5,2016-01-06,-1.0,0.9,-2.7,0.0
6,2016-01-07,-1.5,-0.2,-3.5,2.0
7,2016-01-08,-0.8,0.7,-2.7,1.0
8,2016-01-09,-1.8,-0.8,-3.4,0.0
9,2016-01-10,-2.2,0.3,-4.5,2.0
10,2016-01-11,-4.5,-2.9,-5.3,2.0
11,2016-01-12,-3.8,-2.5,-5.2,0.0
12,2016-01-13,-2.4,0.1,-4.5,1.0
13,2016-01-14,-2.5,0.8,-4.6,0.5
14,2016-01-15,-4.5,-1.4,-8.2,0.0
15,2016-01-16,-4.5,-2.2,-7.2,2.5
16,2016-01-17,-3.8,-1.2,-6.9,0.0
17,2016-01-18,-1.0,1.6,-7.4,21.0
18,2016-01-19,-1.1,1.0,-3.8,6.0
19,2016-01-20,-2.4,0.5,-5.8,1.0
20,2016-01-21,-2.0,-0.8,-4.7,0.0
21,2016-01-22,-3.7,-2.5,-5.7,0.0
22,2016-01-23,-4.3,-1.7,-7.7,3.0
23,2016-01-24,-5.2,-0.7,-8.9,1.0
24,2016-01-25,-3.1,-2.3,-4.2,2.0
25,2016-01-26,0.0,2.5,-2.7,2.0
26,2016-01-27,0.1,2.4,-1.4,9.0
27,2016-01-28,-1.1,0.5,-5.3,0.0
28,2016-01-29,-3.9,-1.4,-7.3,0.0
29,2016-01-30,-3.1,0.3,-5.3,0.0
30,2016-01-31,-3.1,-1.0,-4.4,0.0
31,2016-02-01,-4.6,-2.5,-6.4,0.0
32,2016-02-02,-4.1,-2.9,-5.6,0.0
33,2016-02-03,-2.4,-0.4,-4.2,0.0
34,2016-02-04,-0.9,2.3,-3.9,0.5
35,2016-02-05,-0.7,1.2,-2.1,0.5
36,2016-02-06,-2.5,0.3,-6.0,0.0
37,2016-02-07,-4.1,-1.4,-7.0,0.5
38,2016-02-08,-2.0,1.0,-4.8,1.0
39,2016-02-09,-1.0,4.1,-5.4,3.0
40,2016-02-10,-2.1,-0.8,-3.3,0.0
41,2016-02-11,-1.7,1.4,-5.7,0.0
42,2016-02-12,-1.4,5.6,-8.8,0.0
43,2016-02-13,1.8,3.6,0.0,3.0
44,2016-02-14,5.2,12.8,0.9,14.5
45,2016-02-15,-3.4,0.9,-6.4,1.0
46,2016-02-16,-3.7,-1.7,-6.2,1.5
47,2016-02-17,-3.7,-1.5,-5.0,5.0
48,2016-02-18,0.4,3.1,-3.5,4.0
49,2016-02-19,2.2,5.1,0.1,18.0
50,2016-02-20,2.1,4.2,-0.3,12.5
51,2016-02-21,1.0,4.1,-3.0,6.5
52,2016-02-22,-2.6,-0.3,-5.6,0.0
53,2016-02-23,-1.4,1.6,-5.8,5.0
54,2016-02-24,-3.6,0.3,-5.3,0.5
55,2016-02-25,-4.4,-1.9,-5.6,0.0
56,2016-02-26,-3.9,-1.3,-7.1,1.0
57,2016-02-27,-2.5,0.9,-6.2,7.0
58,2016-02-28,-1.2,2.3,-4.0,1.0
59,2016-02-29,2.1,4.6,-1.0,12.0
60,2016-03-01,-3.2,-0.3,-4.9,0.0
61,2016-03-02,-3.3,-0.3,-8.0,2.5
62,2016-03-03,-1.2,4.5,-8.0,4.5
63,2016-03-04,-0.7,4.8,-4.9,0.0
64,2016-03-05,0.6,7.9,-6.3,0.0
65,2016-03-06,3.3,9.4,0.0,8.5
66,2016-03-07,3.9,7.7,1.4,5.0
67,2016-03-08,4.2,9.0,1.0,1.5
68,2016-03-09,0.5,2.8,-1.7,0.0
69,2016-03-10,-0.8,2.2,-3.3,0.0
70,2016-03-11,-1.5,1.4,-4.0,0.0
71,2016-03-12,-1.1,3.1,-5.0,0.0
72,2016-03-13,0.4,6.9,-6.7,0.0
73,2016-03-14,2.8,8.4,-1.7,0.0
74,2016-03-15,2.1,4.1,0.0,0.0
75,2016-03-16,6.0,9.6,2.0,0.0
76,2016-03-17,7.3,13.7,-0.4,0.0
77,2016-03-18,7.2,18.1,-0.4,0.0
78,2016-03-19,5.8,10.4,3.5,2.5
79,2016-03-20,3.5,5.7,0.4,0.0
80,2016-03-21,0.9,4.2,-2.8,0.0
81,2016-03-22,2.7,5.6,0.0,21.5
82,2016-03-23,1.2,4.0,-2.1,1.0
83,2016-03-24,0.2,4.3,-2.6,4.0
84,2016-03-25,0.4,3.4,-2.1,2.5
85,2016-03-26,1.3,6.0,-2.2,0.0
86,2016-03-27,2.8,11.3,-3.4,0.0
87,2016-03-28,3.6,10.6,-2.1,0.0
88,2016-03-29,5.6,14.0,-1.4,0.0
89,2016-03-30,5.4,14.7,1.1,11.0
