Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation
0,2016-01-01,5.4,11.1,-0.2,0.0
1,2016-01-02,5.2,12.3,-1.0,0.0
2,2016-01-03,9.1,16.5,4.8,0.0
3,2016-01-04,8.7,16.2,3.3,0.0
4,2016-01-05,7.6,11.9,3.7,0.0
5,2016-01-06,7.8,12.0,5.4,0.0
6,2016-01-07,6.5,11.2,3.6,0.0
7,2016-01-08,5.5,10.7,1.9,0.0
8,2016-01-09,4.6,10.4,0.7,0.0
9,2016-01-10,4.2,10.1,0.0,0.0
10,2016-01-11,4.9,11.3,0.0,0.0
11,2016-01-12,5.0,10.2,0.0,0.0
12,2016-01-13,3.3,9.5,-2.1,0.0
13,2016-01-14,3.0,7.9,-1.0,2.0
14,2016-01-15,3.5,9.4,-1.0,0.0
15,2016-01-16,2.8,10.1,-1.9,0.0
16,2016-01-17,4.0,9.2,-2.4,1.0
17,2016-01-18,6.6,9.7,2.5,5.0
18,2016-01-19,0.7,3.8,-1.6,3.5
19,2016-01-20,1.9,5.3,-1.7,0.0
20,2016-01-21,2.4,7.2,-1.5,0.0
21,2016-01-22,3.2,8.3,0.5,0.0
22,2016-01-23,1.6,5.7,-1.8,1.0
23,2016-01-24,-2.2,1.4,-4.7,0.5
24,2016-01-25,0.1,4.7,-4.4,0.0
25,2016-01-26,2.2,8.2,-3.5,0.0
26,2016-01-27,4.5,10.5,0.8,0.0
27,2016-01-28,5.9,13.4,-1.4,0.0
28,2016-01-29,7.3,8.8,5.9,53.5
29,2016-01-30,6.5,8.2,4.8,6.5
30,2016-01-31,5.9,12.2,2.0,0.0
31,2016-02-01,4.0,8.1,1.6,0.0
32,2016-02-02,4.3,9.8,-0.9,0.0
33,2016-02-03,1.9,9.1,-2.5,0.0
34,2016-02-04,3.1,10.7,-3.2,0.0
35,2016-02-05,4.0,11.2,-0.8,0.0
36,2016-02-06,3.3,9.0,-1.5,0.0
37,2016-02-07,2.5,8.0,-2.3,0.0
38,2016-02-08,3.1,11.6,-3.9,0.0
39,2016-02-09,4.7,8.8,0.9,1.5
40,2016-02-10,3.5,8.5,-1.5,0.0
41,2016-02-11,4.0,12.7,-2.8,0.0
42,2016-02-12,8.2,18.0,-0.8,0.0
43,2016-02-13,13.3,19.3,8.5,41.5
44,2016-02-14,14.3,20.2,8.6,30.0
45,2016-02-15,4.5,8.7,0.6,4.0
46,2016-02-16,2.2,6.7,-0.5,0.5
47,2016-02-17,3.2,8.3,-0.6,0.5
48,2016-02-18,3.4,12.2,-3.3,0.0
49,2016-02-19,7.2,15.7,0.5,0.0
50,2016-02-20,7.3,9.9,4.7,26.0
51,2016-02-21,6.2,10.3,1.4,2.5
52,2016-02-22,3.8,8.1,-0.9,0.0
53,2016-02-23,6.0,10.8,3.5,0.0
54,2016-02-24,4.0,8.9,-0.8,0.0
55,2016-02-25,2.5,9.7,-3.1,0.0
56,2016-02-26,2.9,9.6,-2.6,0.0
57,2016-02-27,5.5,15.0,-2.2,1.5
58,2016-02-28,7.9,17.1,1.2,0.0
59,2016-02-29,5.9,12.2,0.6,2.0
60,2016-03-01,2.4,7.5,-0.6,0.0
61,2016-03-02,4.0,11.3,-1.0,0.0
62,2016-03-03,6.6,15.8,-1.0,0.0
63,2016-03-04,9.5,19.4,0.9,0.0
