Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,avg_wind_speed
0,2016-01-01,8.7,13.0,4.5,2.4
1,2016-01-02,10.4,15.7,5.2,2.0
2,2016-01-03,11.1,15.5,9.1,1.2
3,2016-01-04,13.5,20.7,8.2,1.7
4,2016-01-05,12.8,16.0,8.8,2.2
5,2016-01-06,11.7,14.6,9.3,1.9
6,2016-01-07,10.8,14.9,6.5,2.9
7,2016-01-08,9.2,14.0,5.3,2.1
8,2016-01-09,7.1,12.4,2.8,2.0
9,2016-01-10,8.0,14.2,2.1,1.8
10,2016-01-11,9.6,13.0,4.8,2.2
11,2016-01-12,9.0,12.3,6.4,3.3
12,2016-01-13,8.1,12.7,3.9,2.3
13,2016-01-14,6.7,11.7,1.4,2.2
14,2016-01-15,7.6,12.6,2.7,2.8
15,2016-01-16,8.2,12.5,4.8,3.7
16,2016-01-17,8.8,11.7,4.0,3.2
17,2016-01-18,11.5,14.7,7.7,4.5
18,2016-01-19,5.0,8.7,1.3,3.0
19,2016-01-20,5.1,8.7,1.4,4.6
20,2016-01-21,6.2,10.1,1.0,2.2
21,2016-01-22,7.6,11.6,4.5,2.6
22,2016-01-23,5.4,9.7,1.9,1.2
23,2016-01-24,1.3,4.6,-2.0,3.7
24,2016-01-25,2.5,7.3,-2.4,3.2
25,2016-01-26,5.1,10.7,0.4,2.4
26,2016-01-27,7.5,13.0,1.7,1.6
27,2016-01-28,10.3,16.2,3.9,1.7
28,2016-01-29,11.3,13.3,9.8,1.2
29,2016-01-30,11.1,12.9,8.4,1.9
30,2016-01-31,9.8,15.9,6.7,3.3
31,2016-02-01,8.7,11.9,5.8,1.5
32,2016-02-02,8.3,13.4,5.5,2.4
33,2016-02-03,7.2,11.7,3.0,2.9
34,2016-02-04,7.7,15.0,1.4,1.8
35,2016-02-05,9.2,14.1,4.6,2.5
36,2016-02-06,8.0,11.5,3.7,2.3
37,2016-02-07,6.9,10.9,3.3,3.4
38,2016-02-08,7.1,11.0,3.3,2.1
39,2016-02-09,8.9,14.3,3.7,2.8
40,2016-02-10,7.0,12.4,2.3,2.0
41,2016-02-11,8.6,12.9,3.2,2.4
42,2016-02-12,11.7,13.6,9.0,2.3
43,2016-02-13,14.2,19.1,10.9,1.3
44,2016-02-14,19.2,23.9,13.7,4.3
45,2016-02-15,9.0,14.2,3.6,2.4
46,2016-02-16,5.6,9.7,2.6,3.3
47,2016-02-17,6.2,11.5,2.0,2.3
48,2016-02-18,8.0,14.3,2.4,2.8
49,2016-02-19,12.2,17.5,5.4,2.1
50,2016-02-20,13.1,18.4,9.9,2.4
51,2016-02-21,9.9,13.6,5.8,2.7
52,2016-02-22,8.3,10.9,4.7,2.6
53,2016-02-23,10.9,14.6,7.3,1.9
54,2016-02-24,8.7,12.5,5.8,3.7
55,2016-02-25,6.5,10.8,1.5,2.0
56,2016-02-26,6.4,11.8,1.6,2.5
57,2016-02-27,9.6,15.3,2.9,2.4
58,2016-02-28,11.9,15.1,6.0,2.0
59,2016-02-29,11.6,19.7,3.7,3.7
60,2016-03-01,4.5,9.4,0.4,2.1
61,2016-03-02,6.5,12.8,0.3,1.6
62,2016-03-03,11.6,18.7,4.1,2.7
63,2016-03-04,12.5,17.7,7.2,2.0
64,2016-03-05,14.5,17.6,10.4,1.9
65,2016-03-06,16.5,20.2,12.1,1.3
66,2016-03-07,16.4,19.4,14.0,2.1
67,2016-03-08,16.8,23.2,12.0,1.5
68,2016-03-09,13.1,15.6,10.6,2.2
69,2016-03-10,11.2,14.3,9.1,2.9
70,2016-03-11,10.1,12.6,7.8,3.3
71,2016-03-12,9.6,13.4,5.8,3.4
72,2016-03-13,10.2,13.2,7.4,2.2
73,2016-03-14,8.9,10.1,7.5,3.6
74,2016-03-15,10.4,15.6,6.1,3.4
75,2016-03-16,11.0,15.2,6.4,2.4
76,2016-03-17,12.7,18.2,7.0,1.7
77,2016-03-18,14.8,20.1,9.8,1.6
78,2016-03-19,17.2,22.2,14.1,2.4
79,2016-03-20,13.5,18.8,9.8,4.8
80,2016-03-21,11.5,15.9,8.1,4.2
81,2016-03-22,12.8,19.7,6.2,2.6
82,2016-03-23,14.8,19.4,8.9,2.1
83,2016-03-24,11.9,16.5,7.2,3.9
84,2016-03-25,8.9,13.0,5.6,4.0
85,2016-03-26,9.3,13.4,5.9,3.2
86,2016-03-27,10.6,13.8,6.3,2.4
87,2016-03-28,12.2,17.1,8.2,3.2
88,2016-03-29,14.5,20.1,7.6,3.1
89,2016-03-30,16.1,20.2,11.8,2.1
90,2016-03-31,15.5,19.0,12.2,2.2
91,2016-04-01,14.4,15.9,13.2,3.6
92,2016-04-02,14.0,15.3,13.0,3.3
93,2016-04-03,16.1,18.4,14.8,2.3
94,2016-04-04,16.7,18.4,14.7,1.1
95,2016-04-05,15.5,18.2,13.0,1.4
96,2016-04-06,16.0,20.0,10.8,1.4
97,2016-04-07,19.0,23.3,14.9,3.5
98,2016-04-08,17.7,22.5,12.5,1.8
99,2016-04-09,17.0,22.7,11.0,1.8
100,2016-04-10,16.9,19.4,12.8,1.7
101,2016-04-11,14.6,18.4,8.3,2.2
102,2016-04-12,11.9,15.6,6.1,2.7
103,2016-04-13,17.1,19.6,13.6,2.4
104,2016-04-14,18.7,23.6,14.8,1.6
105,2016-04-15,17.0,20.6,13.8,2.8
106,2016-04-16,16.3,20.0,10.3,1.7
107,2016-04-17,19.7,25.3,15.7,4.4
108,2016-04-18,16.4,21.3,13.4,1.7
109,2016-04-19,17.1,22.7,12.6,3.4
110,2016-04-20,15.5,18.6,10.4,2.3
