,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,9.2,14.4,3.3,0.0,1.7
1,2016-01-02,13.8,17.0,7.4,3.5,1.7
2,2016-01-03,16.8,19.4,14.9,10.0,3.2
3,2016-01-04,14.8,17.6,8.2,0.0,5.4
4,2016-01-05,15.1,18.7,8.6,3.5,2.9
5,2016-01-06,14.0,15.6,12.3,15.5,2.9
6,2016-01-07,11.0,12.7,10.3,0.0,5.8
7,2016-01-08,10.7,13.4,8.2,1.5,6.6
8,2016-01-09,9.4,11.9,7.5,0.0,3.1
9,2016-01-10,10.4,12.1,7.3,0.0,2.0
10,2016-01-11,10.3,11.7,9.1,13.0,2.2
11,2016-01-12,9.7,11.9,8.1,4.5,7.2
12,2016-01-13,8.4,10.2,7.0,3.0,6.5
13,2016-01-14,9.0,11.7,4.6,0.0,4.3
14,2016-01-15,8.1,10.5,4.8,0.0,1.7
15,2016-01-16,9.5,13.1,5.7,0.0,1.9
16,2016-01-17,13.7,16.2,8.1,23.0,4.4
17,2016-01-18,11.4,16.0,6.9,4.0,12.7
18,2016-01-19,6.8,9.8,4.6,1.0,12.6
19,2016-01-20,5.9,8.1,4.2,1.0,8.3
20,2016-01-21,6.6,8.6,4.8,5.5,2.8
21,2016-01-22,8.3,12.0,5.5,1.0,2.2
22,2016-01-23,7.7,10.5,4.4,4.0,5.2
23,2016-01-24,1.7,5.4,-1.1,14.0,11.2
24,2016-01-25,2.8,6.2,-1.8,2.5,5.4
25,2016-01-26,7.6,11.4,4.3,2.0,5.0
26,2016-01-27,9.6,12.5,5.7,0.0,3.5
27,2016-01-28,14.0,18.1,6.3,0.5,3.4
28,2016-01-29,16.8,20.0,15.2,18.5,6.0
29,2016-01-30,13.6,16.4,10.9,9.0,7.2
30,2016-01-31,11.7,15.1,8.6,0.0,4.2
31,2016-02-01,8.6,10.5,6.9,3.0,4.6
32,2016-02-02,7.0,9.9,4.8,0.0,6.9
33,2016-02-03,7.1,11.0,1.7,0.0,6.1
34,2016-02-04,8.2,11.2,4.4,0.0,7.5
35,2016-02-05,8.4,9.7,7.0,0.5,6.4
36,2016-02-06,7.7,10.1,5.5,0.0,7.9
37,2016-02-07,6.8,10.4,4.5,0.0,4.9
38,2016-02-08,8.2,11.3,4.8,0.0,5.2
39,2016-02-09,11.4,15.1,8.9,0.0,9.5
40,2016-02-10,10.2,14.4,4.8,0.0,3.9
41,2016-02-11,12.8,18.0,5.3,0.0,3.4
42,2016-02-12,16.2,18.9,14.4,0.5,6.4
43,2016-02-13,18.4,19.5,16.4,22.0,6.8
44,2016-02-14,13.0,19.6,8.0,8.5,12.0
45,2016-02-15,6.2,8.5,3.4,2.0,12.4
46,2016-02-16,5.9,8.8,2.8,2.0,5.9
47,2016-02-17,8.5,11.1,6.4,1.5,6.5
48,2016-02-18,8.6,13.3,4.3,0.0,2.1
49,2016-02-19,12.4,17.0,3.5,1.0,2.6
50,2016-02-20,14.0,17.6,10.4,38.5,10.0
51,2016-02-21,8.2,10.6,4.1,0.0,8.0
52,2016-02-22,10.7,14.7,4.0,2.5,2.7
53,2016-02-23,11.9,13.4,10.6,22.5,4.0
54,2016-02-24,8.5,11.7,5.8,0.0,8.5
55,2016-02-25,6.9,10.6,4.5,0.0,8.3
56,2016-02-26,6.8,11.2,2.7,0.0,3.1
57,2016-02-27,9.6,14.6,4.0,1.0,1.5
58,2016-02-28,13.4,16.9,9.3,0.0,2.7
59,2016-02-29,9.6,13.8,5.2,3.5,10.4
60,2016-03-01,5.2,8.2,3.1,0.0,6.7
61,2016-03-02,8.2,11.8,4.0,0.0,5.0
62,2016-03-03,11.5,16.6,3.9,0.0,2.0
63,2016-03-04,14.4,19.0,9.8,0.0,3.4
64,2016-03-05,16.6,20.0,14.0,0.0,5.3
65,2016-03-06,17.1,17.9,16.4,23.0,5.1
66,2016-03-07,17.3,21.0,14.6,0.0,3.2
67,2016-03-08,16.7,21.0,12.3,0.0,2.9
68,2016-03-09,15.9,19.1,11.5,23.0,6.8
69,2016-03-10,11.4,13.5,9.3,2.5,2.3
70,2016-03-11,9.2,12.3,7.0,0.0,7.7
71,2016-03-12,8.0,12.0,2.4,0.0,6.2
72,2016-03-13,10.5,16.0,2.2,16.0,2.0
73,2016-03-14,11.0,15.3,8.2,70.0,4.4
74,2016-03-15,8.7,13.0,5.4,0.0,2.0
75,2016-03-16,11.7,16.2,6.8,0.5,1.9
76,2016-03-17,15.4,19.1,10.6,0.0,3.9
77,2016-03-18,16.7,18.6,14.6,23.0,6.3
78,2016-03-19,16.4,18.9,14.4,4.0,8.6
79,2016-03-20,13.6,18.1,8.3,0.0,3.1
80,2016-03-21,12.0,15.1,8.0,0.0,2.6
81,2016-03-22,13.2,19.4,6.9,0.0,2.0
82,2016-03-23,15.4,20.2,10.4,11.0,3.1
83,2016-03-24,12.5,15.3,10.3,5.0,2.8
84,2016-03-25,9.5,11.3,8.2,1.0,3.0
85,2016-03-26,11.1,14.2,8.5,0.0,2.2
86,2016-03-27,10.3,14.0,7.0,13.5,6.6
87,2016-03-28,10.7,14.5,5.9,11.0,4.5
88,2016-03-29,13.3,17.5,6.1,0.0,2.4
89,2016-03-30,14.9,19.6,12.7,2.0,2.2
90,2016-03-31,15.0,17.0,12.8,12.5,2.9
91,2016-04-01,16.6,18.4,14.9,2.5,7.2
92,2016-04-02,17.7,20.7,14.7,0.0,3.7
93,2016-04-03,17.9,20.8,16.0,5.5,3.7
94,2016-04-04,17.7,19.7,15.8,13.0,8.2
95,2016-04-05,15.7,17.6,14.7,0.0,9.6
96,2016-04-06,17.7,20.1,13.6,0.0,3.1
97,2016-04-07,21.2,24.2,17.0,2.0,6.8
