Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall
0,2016-01-01,-5.0,0.8,-12.2,0.0,8.2,5,1
1,2016-01-02,-6.2,0.4,-10.6,0.0,3.5,5,1
2,2016-01-03,-2.7,2.1,-9.0,0.0,7.8,5,0
3,2016-01-04,-4.2,1.2,-10.3,0.0,5.0,4,0
4,2016-01-05,-6.5,-1.0,-13.3,0.0,8.1,5,1
5,2016-01-06,-5.9,1.0,-13.0,0.0,7.6,4,0
6,2016-01-07,-5.0,-0.7,-10.9,0.0,8.3,5,1
7,2016-01-08,-7.0,1.1,-13.2,0.0,8.1,4,0
8,2016-01-09,-6.8,-0.9,-12.6,0.0,8.3,4,1
9,2016-01-10,-6.1,0.3,-12.9,0.0,5.7,4,0
10,2016-01-11,-8.1,-4.1,-14.2,0.0,8.3,3,0
11,2016-01-12,-10.9,-2.9,-16.8,0.0,8.2,3,0
12,2016-01-13,-9.3,-1.2,-15.7,0.0,8.1,5,2
13,2016-01-14,-5.7,-0.8,-12.0,4.0,8.3,15,10
14,2016-01-15,-8.8,-3.7,-15.1,0.0,2.8,13,0
15,2016-01-16,-9.9,-2.1,-16.0,0.0,8.2,11,0
16,2016-01-17,-11.0,-1.7,-17.2,0.0,8.4,10,0
17,2016-01-18,-8.2,-2.4,-16.2,5.0,0.4,18,8
18,2016-01-19,-1.3,0.1,-3.5,10.5,0.0,34,16
19,2016-01-20,-0.3,1.4,-3.1,0.0,0.0,29,0
20,2016-01-21,-4.7,0.0,-11.6,0.0,8.6,25,0
21,2016-01-22,-5.6,0.9,-14.9,0.0,3.4,24,0
22,2016-01-23,-3.8,1.0,-11.6,0.0,4.9,23,1
23,2016-01-24,-8.3,-2.1,-14.3,0.0,7.0,22,1
24,2016-01-25,-10.8,-3.0,-16.5,0.0,8.6,21,0
25,2016-01-26,-8.7,3.4,-17.5,0.0,8.6,21,0
26,2016-01-27,-5.5,1.7,-11.0,0.0,7.4,21,0
27,2016-01-28,-6.4,0.8,-13.2,0.0,8.8,20,0
28,2016-01-29,-6.2,-2.7,-11.5,0.0,8.1,19,0
29,2016-01-30,-9.1,-3.8,-12.7,0.0,6.6,19,0
30,2016-01-31,-9.3,-2.5,-16.1,0.0,8.9,19,0
31,2016-02-01,-11.0,-3.4,-17.4,0.0,8.9,19,0
32,2016-02-02,-11.3,-3.6,-19.1,0.0,9.0,19,0
33,2016-02-03,-10.6,-2.7,-16.6,0.0,9.1,19,0
34,2016-02-04,-8.6,1.2,-15.9,0.0,8.6,19,0
35,2016-02-05,-5.5,1.1,-12.7,0.0,9.1,19,0
36,2016-02-06,-6.9,-0.7,-13.0,0.0,9.1,19,0
37,2016-02-07,-9.6,-2.8,-16.3,0.0,9.1,19,0
38,2016-02-08,-5.1,-2.1,-13.1,0.0,8.3,19,0
39,2016-02-09,-3.1,0.2,-5.4,6.5,0.0,26,7
40,2016-02-10,-1.7,2.3,-4.3,0.0,7.1,26,3
41,2016-02-11,-5.5,1.8,-12.0,0.0,9.4,24,0
