Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall
0,2016-01-01,1.4,6.3,-1.1,0.0,2.2,0,0
1,2016-01-02,4.2,10.1,0.4,0.0,1.2,0,0
2,2016-01-03,4.7,13.0,-0.2,0.0,4.3,0,0
3,2016-01-04,5.1,11.5,-0.2,0.0,1.2,0,0
4,2016-01-05,2.0,6.2,-1.8,0.5,0.3,0,0
5,2016-01-06,3.0,8.0,-0.8,0.0,2.1,0,0
6,2016-01-07,1.3,3.3,-0.9,2.0,0.2,0,0
7,2016-01-08,0.1,0.9,-1.1,4.0,0.0,0,0
8,2016-01-09,-0.1,3.2,-2.6,0.0,0.7,0,0
9,2016-01-10,1.4,5.0,-0.7,0.5,1.4,0,0
10,2016-01-11,2.0,6.2,-0.6,0.0,1.0,0,0
11,2016-01-12,0.9,3.5,-1.2,1.0,0.1,0,0
12,2016-01-13,-1.1,0.5,-3.5,2.5,0.5,0,0
13,2016-01-14,-1.0,0.0,-2.7,16.5,0.0,19,23
14,2016-01-15,-1.9,2.1,-6.6,0.5,1.7,17,3
15,2016-01-16,-3.0,5.0,-10.4,0.0,7.6,9,6
16,2016-01-17,-0.6,3.7,-4.4,13.0,0.0,9,6
17,2016-01-18,0.5,4.2,-4.5,34.0,0.2,23,21
18,2016-01-19,-5.5,-3.9,-6.1,36.0,0.0,78,57
19,2016-01-20,-2.1,-0.2,-5.6,24.5,0.2,83,16
20,2016-01-21,-1.0,1.1,-3.0,2.0,0.4,77,0
21,2016-01-22,-0.4,1.8,-3.3,3.0,4.4,68,3
22,2016-01-23,-3.0,0.0,-6.6,9.0,0.0,76,21
23,2016-01-24,-9.2,-6.5,-11.2,48.5,0.0,122,51
24,2016-01-25,-4.2,-2.3,-8.8,10.0,0.2,124,7
25,2016-01-26,-2.0,0.4,-4.5,1.0,0.0,110,0
26,2016-01-27,0.4,3.8,-1.9,0.5,1.0,96,0
27,2016-01-28,0.7,3.0,-1.4,10.0,0.0,83,0
28,2016-01-29,2.3,4.3,0.4,37.5,0.0,69,3
29,2016-01-30,2.9,5.8,1.5,1.0,0.9,55,2
30,2016-01-31,1.2,4.3,-1.3,0.0,0.2,49,1
31,2016-02-01,0.7,2.4,-0.8,4.5,0.0,46,1
32,2016-02-02,0.0,3.5,-3.6,0.0,4.6,47,3
33,2016-02-03,-0.5,4.6,-5.0,0.0,3.3,44,1
34,2016-02-04,1.0,4.4,-2.1,0.0,2.7,43,1
35,2016-02-05,0.3,4.6,-3.2,0.0,5.6,42,1
36,2016-02-06,-1.3,3.0,-4.9,3.5,4.2,48,9
37,2016-02-07,-2.3,1.6,-8.4,3.0,6.2,53,6
38,2016-02-08,-1.4,4.6,-10.1,0.5,4.3,45,1
39,2016-02-09,0.8,3.7,-4.5,1.5,2.5,42,8
40,2016-02-10,-1.1,5.9,-6.8,0.0,7.0,41,1
41,2016-02-11,-0.4,10.2,-8.1,0.0,9.8,39,0
42,2016-02-12,4.0,12.1,-3.3,0.0,5.3,36,1
43,2016-02-13,4.8,10.2,2.5,45.5,0.0,31,3
44,2016-02-14,7.0,12.5,1.8,10.0,0.0,26,3
45,2016-02-15,-1.7,1.8,-4.3,15.5,0.3,41,29
46,2016-02-16,-2.3,-0.8,-4.3,10.5,0.4,52,18
47,2016-02-17,-1.5,0.4,-6.5,6.5,1.8,59,8
48,2016-02-18,-3.7,6.1,-13.1,0.0,8.7,47,2
49,2016-02-19,1.7,8.8,-4.1,0.0,2.9,40,1
50,2016-02-20,1.8,4.5,0.4,33.5,0.0,32,4
51,2016-02-21,-0.1,2.8,-3.4,4.5,3.8,36,13
52,2016-02-22,-0.3,5.4,-6.3,0.0,3.2,28,1
53,2016-02-23,1.6,5.5,-1.0,0.0,0.2,27,3
54,2016-02-24,-0.8,2.5,-3.0,1.0,1.0,28,5
55,2016-02-25,-3.0,1.5,-7.2,0.0,1.7,27,3
56,2016-02-26,-2.3,4.2,-8.9,1.5,1.6,28,4
57,2016-02-27,1.2,5.4,-2.2,2.5,0.5,29,7
58,2016-02-28,4.3,10.6,-1.2,0.0,3.0,25,3
59,2016-02-29,-0.5,7.1,-4.5,16.0,0.1,40,25
60,2016-03-01,-2.7,-0.5,-5.2,2.5,1.1,45,6
61,2016-03-02,0.4,6.6,-3.2,0.5,6.5,31,2
62,2016-03-03,2.3,11.9,-4.5,0.0,6.4,22,3
63,2016-03-04,2.3,8.8,-2.8,0.0,0.0,18,1
64,2016-03-05,9.6,17.7,1.0,0.0,7.6,15,2
65,2016-03-06,10.3,14.2,6.0,9.0,0.0,6,1
66,2016-03-07,9.6,19.3,4.7,0.0,5.0,0,0
67,2016-03-08,6.4,10.9,1.8,0.0,0.2,0,0
68,2016-03-09,3.4,6.3,2.0,31.0,0.0,0,0
69,2016-03-10,2.7,6.4,0.3,0.0,1.0,0,0
70,2016-03-11,0.6,4.4,-2.3,0.0,2.1,0,0
71,2016-03-12,0.9,8.6,-4.2,0.0,7.7,0,0
72,2016-03-13,2.3,8.7,-3.1,2.5,1.7,0,0
73,2016-03-14,2.0,4.7,0.3,4.0,0.4,0,0
74,2016-03-15,3.1,9.0,-2.4,0.0,10.6,0,0
75,2016-03-16,3.9,13.8,-3.1,0.0,3.9,0,0
76,2016-03-17,6.6,17.9,-3.7,0.0,10.8,0,0
77,2016-03-18,8.4,11.1,3.5,15.0,0.0,0,0
78,2016-03-19,9.9,15.2,4.8,17.5,4.9,0,0
79,2016-03-20,5.4,10.1,2.6,0.0,9.7,0,0
80,2016-03-21,3.5,9.7,-2.9,0.0,9.8,0,0
81,2016-03-22,5.0,16.9,-5.2,0.0,11.1,0,0
