Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,3.7,11.8,-2.2,0.0,1.1
1,2016-01-02,4.9,12.6,-1.3,0.0,0.6
2,2016-01-03,6.6,16.0,0.2,0.0,0.5
3,2016-01-04,7.5,16.2,1.4,0.0,0.7
4,2016-01-05,6.6,14.1,0.3,0.0,0.7
5,2016-01-06,7.1,12.6,2.7,0.0,0.6
6,2016-01-07,6.7,12.6,2.4,0.0,1.1
7,2016-01-08,5.5,11.4,-0.1,0.0,1.0
8,2016-01-09,4.3,11.1,-0.3,0.0,1.0
9,2016-01-10,4.6,11.8,-1.2,0.0,0.9
10,2016-01-11,4.8,11.7,-1.0,0.0,0.9
11,2016-01-12,4.4,9.6,-1.3,0.0,0.7
12,2016-01-13,2.6,10.6,-3.5,0.0,0.8
13,2016-01-14,3.6,9.4,-1.6,0.0,1.0
14,2016-01-15,4.8,10.7,0.1,0.0,1.4
15,2016-01-16,3.6,11.0,-1.9,0.0,1.2
16,2016-01-17,3.3,9.7,-3.4,2.0,0.5
17,2016-01-18,6.2,11.0,3.8,15.5,1.3
18,2016-01-19,2.5,5.9,-0.6,0.0,3.1
19,2016-01-20,0.5,5.4,-2.6,8.5,0.7
20,2016-01-21,1.2,7.9,-4.7,0.0,0.8
21,2016-01-22,2.8,10.4,-2.4,0.0,1.0
22,2016-01-23,0.2,3.7,-3.6,0.5,0.6
23,2016-01-24,-0.4,3.9,-5.1,0.0,3.0
24,2016-01-25,-0.4,6.1,-6.9,0.0,1.2
25,2016-01-26,2.0,7.9,-3.4,0.0,1.1
26,2016-01-27,3.8,10.9,-0.2,0.0,0.9
27,2016-01-28,5.5,13.5,-2.5,0.0,0.8
28,2016-01-29,6.6,7.9,4.6,31.5,0.4
29,2016-01-30,7.8,11.1,4.0,8.0,1.0
30,2016-01-31,6.4,12.6,-1.0,0.0,1.2
31,2016-02-01,5.4,8.5,2.9,0.0,0.7
32,2016-02-02,4.5,12.2,-1.1,0.0,1.2
33,2016-02-03,3.0,10.8,-3.2,0.0,1.3
34,2016-02-04,3.5,10.4,-4.1,0.0,1.1
35,2016-02-05,5.2,12.1,0.0,0.0,1.1
36,2016-02-06,3.5,10.1,-0.9,0.0,1.1
37,2016-02-07,2.4,10.2,-4.0,0.0,1.5
38,2016-02-08,2.0,11.0,-6.1,0.0,0.8
39,2016-02-09,2.5,8.8,-1.5,2.0,1.3
40,2016-02-10,2.9,9.5,-1.6,0.0,1.2
41,2016-02-11,3.6,12.7,-4.2,0.0,0.7
42,2016-02-12,6.7,11.1,0.0,0.0,0.7
43,2016-02-13,10.3,16.5,6.8,21.5,0.7
44,2016-02-14,15.8,22.1,9.6,21.5,2.0
45,2016-02-15,6.8,11.2,0.0,0.0,1.6
46,2016-02-16,1.1,7.4,-2.6,0.0,0.8
47,2016-02-17,3.0,9.3,-2.0,0.0,1.5
48,2016-02-18,3.0,11.6,-3.9,0.0,0.8
49,2016-02-19,6.6,15.0,-1.3,0.0,0.8
50,2016-02-20,6.6,9.1,4.2,29.0,0.8
51,2016-02-21,7.3,11.9,2.2,0.0,2.1
52,2016-02-22,5.8,11.7,-0.3,0.0,1.0
53,2016-02-23,8.4,14.4,1.9,0.0,1.3
54,2016-02-24,5.3,11.3,-0.2,0.0,2.1
55,2016-02-25,3.6,11.0,-3.6,0.0,1.7
56,2016-02-26,2.7,9.0,-2.8,0.0,1.4
57,2016-02-27,4.8,12.2,-3.0,0.0,0.9
58,2016-02-28,8.0,16.2,0.5,0.0,0.9
59,2016-02-29,6.2,11.0,0.4,7.5,1.6
60,2016-03-01,2.1,8.3,-2.2,0.0,2.0
61,2016-03-02,3.4,10.7,-2.0,0.0,1.3
62,2016-03-03,6.0,15.0,-2.0,0.0,1.0
63,2016-03-04,8.9,19.0,-0.4,0.0,0.8
64,2016-03-05,10.8,18.1,5.7,0.0,0.7
65,2016-03-06,13.8,20.4,6.2,3.5,1.2
66,2016-03-07,14.7,19.0,12.3,0.5,0.6
67,2016-03-08,15.7,22.3,11.1,0.0,1.3
68,2016-03-09,10.4,12.5,8.1,23.5,1.1
69,2016-03-10,7.6,12.4,2.7,0.0,1.6
70,2016-03-11,7.1,14.6,1.1,0.0,1.6
71,2016-03-12,5.2,13.7,-2.1,0.0,1.2
72,2016-03-13,7.0,14.2,-1.1,2.0,0.9
73,2016-03-14,6.1,7.4,5.0,19.0,1.4
74,2016-03-15,7.1,15.2,-0.1,0.0,1.7
75,2016-03-16,6.9,14.6,-1.1,0.0,0.9
76,2016-03-17,11.4,22.4,1.2,0.0,0.9
77,2016-03-18,12.7,19.5,4.1,12.0,1.3
78,2016-03-19,15.4,22.4,11.5,62.5,1.7
79,2016-03-20,11.7,17.8,7.0,0.0,2.4
80,2016-03-21,9.5,17.1,3.4,0.0,2.0
81,2016-03-22,8.8,18.2,-0.4,0.0,1.1
82,2016-03-23,10.6,19.4,3.0,0.0,1.2
83,2016-03-24,9.7,16.4,3.6,0.0,2.4
84,2016-03-25,6.8,14.6,-0.4,0.0,2.0
85,2016-03-26,7.3,15.9,-1.1,0.0,1.3
86,2016-03-27,9.4,18.0,0.0,0.0,1.1
87,2016-03-28,10.9,18.3,5.3,0.0,1.4
88,2016-03-29,11.6,19.1,4.0,0.0,1.2
89,2016-03-30,13.8,20.3,5.9,0.0,1.3
90,2016-03-31,13.8,22.4,5.0,0.0,1.2
91,2016-04-01,12.5,16.6,9.2,1.5,0.7
92,2016-04-02,15.5,21.1,10.2,0.0,1.1
93,2016-04-03,16.6,20.0,13.5,0.0,1.4
94,2016-04-04,15.4,21.2,10.3,40.5,0.9
