Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,4.2,7.5,1.6,0.0,2.1
1,2016-01-02,10.7,12.6,4.2,0.5,6.8
2,2016-01-03,12.3,15.5,7.4,0.0,4.7
3,2016-01-04,11.1,14.3,7.1,0.5,5.7
4,2016-01-05,9.0,10.8,5.0,0.0,5.0
5,2016-01-06,7.1,10.6,4.5,0.0,3.0
6,2016-01-07,4.2,6.9,2.5,10.0,2.0
7,2016-01-08,4.4,7.3,2.1,33.0,4.1
8,2016-01-09,4.4,9.0,1.5,14.0,3.3
9,2016-01-10,7.4,9.2,5.1,5.5,7.7
10,2016-01-11,2.5,5.1,1.3,2.5,2.8
11,2016-01-12,1.5,3.5,-0.7,0.5,2.9
12,2016-01-13,2.8,6.8,-0.8,10.0,4.9
13,2016-01-14,2.8,5.5,0.6,20.0,4.5
14,2016-01-15,3.7,6.4,1.4,3.5,3.8
15,2016-01-16,3.9,6.5,2.0,1.0,4.3
16,2016-01-17,3.8,6.7,0.7,1.5,3.4
17,2016-01-18,6.9,10.3,4.5,30.5,6.4
18,2016-01-19,2.6,7.3,-0.5,5.5,13.4
19,2016-01-20,3.2,6.6,0.2,6.5,6.0
20,2016-01-21,2.3,5.1,0.5,4.5,3.5
21,2016-01-22,0.9,3.5,-0.7,3.0,2.7
22,2016-01-23,0.9,4.4,-0.7,23.0,2.8
23,2016-01-24,-0.5,3.7,-4.0,45.5,10.1
24,2016-01-25,0.6,3.0,-1.6,9.0,5.4
25,2016-01-26,3.5,6.4,-1.2,5.5,4.7
26,2016-01-27,6.2,9.0,2.8,7.5,5.8
27,2016-01-28,7.1,10.8,3.9,0.0,4.0
28,2016-01-29,3.6,4.7,2.6,20.0,4.7
29,2016-01-30,3.8,7.9,1.7,6.0,2.4
30,2016-01-31,3.6,9.0,0.8,2.5,2.3
31,2016-02-01,1.3,2.9,0.2,0.5,2.7
32,2016-02-02,0.8,2.2,-0.2,2.0,2.0
33,2016-02-03,1.8,5.9,0.0,0.0,1.8
34,2016-02-04,3.8,7.8,-0.7,9.0,4.5
35,2016-02-05,5.3,8.9,3.0,3.0,2.7
36,2016-02-06,3.0,7.5,0.3,9.5,3.4
37,2016-02-07,0.6,4.4,-1.8,0.5,2.3
38,2016-02-08,3.2,8.3,-2.4,11.0,3.4
39,2016-02-09,3.6,6.1,1.2,17.5,7.5
40,2016-02-10,3.1,5.8,1.0,0.5,5.4
41,2016-02-11,3.5,8.9,-0.3,0.0,2.4
42,2016-02-12,8.3,15.0,-0.1,0.0,2.2
43,2016-02-13,13.4,17.2,8.5,1.0,2.2
44,2016-02-14,11.6,18.6,6.8,12.5,6.3
45,2016-02-15,1.5,7.2,-1.0,6.0,3.3
46,2016-02-16,1.1,5.0,-1.6,15.0,5.1
47,2016-02-17,1.0,4.9,0.3,21.0,2.8
48,2016-02-18,4.8,9.4,0.5,0.0,3.5
49,2016-02-19,8.1,11.6,4.3,1.5,5.0
50,2016-02-20,7.1,9.6,5.4,25.0,2.5
51,2016-02-21,6.2,9.2,1.9,1.5,7.7
52,2016-02-22,3.9,6.8,1.7,0.0,2.1
53,2016-02-23,6.2,9.4,2.4,2.5,5.2
54,2016-02-24,2.2,5.1,-0.3,0.0,3.1
55,2016-02-25,2.4,6.7,-1.2,1.0,4.0
56,2016-02-26,3.4,5.7,0.4,4.0,5.8
57,2016-02-27,6.5,10.9,1.4,0.0,5.3
58,2016-02-28,7.7,12.2,2.5,0.0,2.7
59,2016-02-29,5.4,15.3,0.2,18.0,6.7
60,2016-03-01,1.0,2.8,-0.6,1.0,6.2
61,2016-03-02,4.1,6.7,-0.1,10.0,4.7
