,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,deepest_snowfall,total_snowfall,avg_wind_speed
0,2016-01-01,-4.2,0.1,-8.8,,7.0,0.0,2.1
1,2016-01-02,-3.3,2.1,-10.1,,8.0,1.0,2.8
2,2016-01-03,-0.3,1.4,-2.3,,8.0,0.0,4.7
3,2016-01-04,-2.4,0.8,-6.7,,7.0,0.0,3.5
4,2016-01-05,-5.1,-1.5,-10.9,,7.0,0.0,3.7
5,2016-01-06,-4.6,0.1,-13.6,,7.0,0.0,3.5
6,2016-01-07,-4.3,-0.6,-10.1,,7.0,0.0,3.2
7,2016-01-08,-4.0,0.4,-11.8,,7.0,0.0,3.7
8,2016-01-09,-4.0,-1.1,-7.8,,7.0,0.0,4.0
9,2016-01-10,-4.4,0.8,-10.7,,6.0,0.0,3.9
10,2016-01-11,-7.8,-3.8,-12.7,,5.0,0.0,3.2
11,2016-01-12,-8.1,-3.3,-13.6,,5.0,0.0,2.9
12,2016-01-13,-7.2,-2.1,-13.6,,5.0,0.0,2.7
13,2016-01-14,-5.3,-0.8,-11.9,,14.0,10.0,3.9
14,2016-01-15,-8.0,-5.2,-12.7,,7.0,0.0,2.0
15,2016-01-16,-7.6,-0.9,-13.1,,7.0,0.0,2.4
16,2016-01-17,-7.8,-1.6,-14.2,,7.0,0.0,2.7
17,2016-01-18,-6.6,-2.9,-11.8,,9.0,2.0,4.8
18,2016-01-19,-1.6,-0.2,-3.6,,,,10.4
19,2016-01-20,-1.3,0.8,-3.0,,,,7.8
20,2016-01-21,-3.5,-1.8,-6.6,,12.0,0.0,5.6
21,2016-01-22,-2.4,1.4,-8.5,,11.0,0.0,3.0
22,2016-01-23,-2.8,0.1,-6.7,,11.0,0.0,3.3
23,2016-01-24,-7.2,-2.7,-11.0,,11.0,0.0,3.3
24,2016-01-25,-9.3,-4.9,-13.6,,11.0,0.0,3.8
25,2016-01-26,-5.7,1.0,-14.5,,11.0,0.0,3.4
26,2016-01-27,-2.4,2.4,-8.1,,11.0,0.0,3.6
27,2016-01-28,-4.4,-0.2,-11.6,,11.0,0.0,4.5
28,2016-01-29,-9.8,-3.1,-16.4,,11.0,0.0,2.5
29,2016-01-30,-8.9,-4.9,-13.3,,11.0,0.0,2.5
30,2016-01-31,-6.5,-2.7,-11.3,,11.0,0.0,3.4
31,2016-02-01,-9.6,-3.3,-15.8,,11.0,0.0,2.7
32,2016-02-02,-9.5,-3.9,-16.7,,11.0,0.0,3.3
33,2016-02-03,-8.6,-4.5,-14.3,,11.0,0.0,3.0
34,2016-02-04,-5.8,-0.4,-14.2,,11.0,0.0,2.5
35,2016-02-05,-3.1,0.9,-7.4,,11.0,0.0,4.8
36,2016-02-06,-5.1,-1.5,-9.9,,11.0,0.0,3.1
37,2016-02-07,-6.1,-2.6,-12.3,,11.0,0.0,3.7
38,2016-02-08,-6.7,-4.3,-11.4,,11.0,0.0,2.9
39,2016-02-09,-2.4,0.6,-6.7,,13.0,2.0,3.0
40,2016-02-10,-1.9,2.1,-6.9,,13.0,0.0,4.0
41,2016-02-11,-3.8,0.6,-8.8,,13.0,0.0,2.5
42,2016-02-12,-4.4,-0.5,-11.9,,13.0,0.0,1.8
43,2016-02-13,2.5,8.2,-1.9,,13.0,0.0,3.1
44,2016-02-14,0.4,3.8,-1.8,,9.0,0.0,3.6
45,2016-02-15,-4.7,-0.9,-9.1,,8.0,0.0,4.6
46,2016-02-16,-6.2,-1.9,-9.6,,8.0,0.0,4.1
47,2016-02-17,-5.3,-0.2,-11.2,,8.0,0.0,4.3
48,2016-02-18,-2.3,2.3,-7.1,,8.0,0.0,4.2
49,2016-02-19,0.1,4.6,-5.8,,8.0,0.0,3.3
50,2016-02-20,1.5,4.4,-2.2,,14.0,9.0,4.5
51,2016-02-21,-1.6,1.6,-6.2,,,,6.1
52,2016-02-22,-3.7,0.3,-8.6,,10.0,0.0,4.5
53,2016-02-23,-4.4,0.5,-10.5,,10.0,0.0,2.2
54,2016-02-24,-9.0,-5.2,-15.6,,10.0,0.0,3.7
55,2016-02-25,-9.6,-3.7,-17.7,,9.0,0.0,3.5
56,2016-02-26,-7.7,-0.6,-15.1,,9.0,0.0,3.1
57,2016-02-27,-6.5,-1.0,-14.0,,9.0,0.0,3.0
58,2016-02-28,-6.8,-2.1,-13.4,,9.0,0.0,2.7
59,2016-02-29,-4.7,-1.9,-8.6,,37.0,13.0,4.4
60,2016-03-01,-4.2,0.4,-11.0,,36.0,0.0,5.6
61,2016-03-02,-6.4,-1.8,-11.8,,36.0,0.0,2.8
62,2016-03-03,-7.2,-1.8,-14.1,,34.0,0.0,2.2
63,2016-03-04,-5.9,-1.1,-12.6,,33.0,0.0,3.0
64,2016-03-05,-3.9,0.7,-8.7,,32.0,0.0,2.7
65,2016-03-06,-2.6,1.5,-9.5,,31.0,1.0,3.1
66,2016-03-07,4.5,10.5,0.6,,29.0,0.0,3.5
67,2016-03-08,1.3,4.3,-0.6,,18.0,0.0,3.5
68,2016-03-09,-0.6,2.3,-4.9,,14.0,0.0,5.6
69,2016-03-10,-3.8,0.4,-9.4,,14.0,0.0,2.9
70,2016-03-11,-3.5,1.3,-9.2,,14.0,0.0,2.7
71,2016-03-12,-2.8,1.2,-8.2,,13.0,0.0,3.4
72,2016-03-13,-2.6,0.8,-9.0,,13.0,0.0,3.3
73,2016-03-14,-0.3,2.3,-2.0,,16.0,3.0,2.8
74,2016-03-15,-0.8,2.8,-4.1,,11.0,0.0,3.4
75,2016-03-16,0.6,5.6,-7.9,,11.0,0.0,3.6
76,2016-03-17,6.5,12.4,-1.1,,9.0,0.0,3.8
77,2016-03-18,2.8,8.7,-0.9,,5.0,0.0,2.8
78,2016-03-19,3.3,8.5,0.2,,5.0,0.0,2.4
79,2016-03-20,0.1,4.4,-3.6,,0.0,0.0,4.9
80,2016-03-21,-1.0,4.2,-5.8,,0.0,0.0,2.9
81,2016-03-22,0.2,3.9,-4.5,,0.0,0.0,4.1
82,2016-03-23,0.2,4.4,-4.9,,1.0,1.0,3.1
83,2016-03-24,-0.7,3.2,-4.7,,4.0,4.0,2.7
84,2016-03-25,-3.0,2.0,-7.9,,4.0,4.0,1.9
85,2016-03-26,-1.8,3.0,-6.9,,3.0,0.0,2.2
86,2016-03-27,2.0,6.4,-5.3,,0.0,0.0,3.9
87,2016-03-28,5.6,11.9,-0.2,,0.0,0.0,4.4
88,2016-03-29,1.7,5.7,-3.6,,0.0,0.0,3.0
89,2016-03-30,3.7,7.7,-0.3,,0.0,0.0,4.0
90,2016-03-31,4.5,9.4,-0.9,,0.0,0.0,2.4
91,2016-04-01,2.0,5.9,0.2,,0.0,0.0,3.5
92,2016-04-02,1.1,3.9,-0.6,,0.0,0.0,2.8
93,2016-04-03,4.4,7.9,2.1,,0.0,0.0,4.2
94,2016-04-04,3.7,6.9,-0.6,,0.0,0.0,2.5
95,2016-04-05,4.4,9.7,-1.6,,0.0,0.0,5.8
96,2016-04-06,7.9,13.1,2.2,,0.0,0.0,5.0
97,2016-04-07,6.4,10.4,0.7,,0.0,0.0,4.2
98,2016-04-08,4.6,6.6,0.8,,0.0,0.0,2.4
99,2016-04-09,5.0,13.8,-2.0,,0.0,0.0,4.9
100,2016-04-10,5.2,10.3,0.2,,0.0,0.0,4.5
101,2016-04-11,1.3,5.6,-0.8,,0.0,0.0,3.8
102,2016-04-12,2.8,6.9,-1.8,,0.0,0.0,4.6
103,2016-04-13,4.9,8.4,0.0,,0.0,0.0,2.7
104,2016-04-14,7.4,15.9,2.9,,0.0,0.0,2.9
105,2016-04-15,5.5,11.0,1.6,,0.0,0.0,7.0
106,2016-04-16,6.3,13.7,1.1,,0.0,0.0,5.3
107,2016-04-17,4.0,6.6,2.2,,0.0,0.0,3.9
108,2016-04-18,6.0,13.6,-0.3,,0.0,0.0,4.2
109,2016-04-19,1.0,4.2,-0.7,,0.0,0.0,2.5
110,2016-04-20,4.0,7.8,0.3,,0.0,0.0,3.7
111,2016-04-21,10.6,16.1,2.6,,0.0,0.0,5.8
112,2016-04-22,7.9,16.1,0.1,,0.0,0.0,3.8
