,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
0,2016-01-01,2.7,5.4,0.7,10.0,1.6,,,2.0,6.3,1026.5,85.0,1028.4
1,2016-01-02,6.9,12.6,3.5,,2.3,,,3.9,5.6,1019.2,57.0,1021.0
2,2016-01-03,9.1,16.5,1.6,0.0,7.5,,,2.3,7.8,1015.4,68.0,1017.2
3,2016-01-04,9.6,16.9,4.3,3.5,6.9,,,3.6,8.2,1013.7,70.0,1015.5
4,2016-01-05,6.0,8.7,4.2,36.5,0.0,,,2.1,8.4,1018.2,89.0,1020.0
5,2016-01-06,5.4,8.0,3.1,10.5,0.2,,,1.3,7.9,1017.4,88.0,1019.2
6,2016-01-07,2.6,6.4,0.1,67.5,0.0,11.0,11.0,1.4,6.8,1014.9,93.0,1016.7
7,2016-01-08,2.7,5.9,0.2,19.5,0.9,7.0,,1.8,6.6,1013.5,89.0,1015.3
8,2016-01-09,1.2,3.2,-0.3,36.5,0.1,8.0,5.0,1.3,6.2,1018.2,92.0,1020.1
9,2016-01-10,4.1,8.4,1.0,29.0,4.3,6.0,,4.1,6.5,1017.3,80.0,1019.1
10,2016-01-11,0.9,3.7,0.2,29.5,0.0,9.0,9.0,1.1,6.1,1020.0,94.0,1021.8
11,2016-01-12,0.4,1.7,0.0,14.5,0.0,13.0,10.0,,6.0,1016.6,95.0,1018.4
12,2016-01-13,1.7,6.0,-2.6,2.0,5.5,13.0,1.0,1.7,5.5,1011.7,79.0,1013.6
13,2016-01-14,1.0,3.3,-0.2,23.5,0.0,14.0,8.0,1.4,6.1,1013.1,93.0,1014.9
14,2016-01-15,0.8,3.6,-1.3,13.5,2.0,21.0,7.0,,5.7,1016.5,88.0,1018.3
15,2016-01-16,1.0,4.6,-1.4,24.5,0.1,17.0,1.0,1.6,5.9,1019.9,89.0,1021.8
16,2016-01-17,1.1,4.4,-1.6,5.0,0.5,21.0,4.0,,6.0,1020.4,90.0,1022.2
17,2016-01-18,4.0,7.7,2.6,21.0,0.0,18.0,,3.9,6.9,997.5,85.0,999.3
18,2016-01-19,2.5,5.2,-0.2,1.5,5.1,13.0,1.0,4.7,4.4,1000.4,60.0,1002.2
19,2016-01-20,2.9,5.8,-1.7,13.5,0.0,16.0,6.0,4.9,5.2,1009.8,69.0,1011.6
20,2016-01-21,1.1,2.4,0.3,23.0,0.2,22.0,7.0,2.9,5.9,1019.1,89.0,1020.9
21,2016-01-22,0.8,2.9,-0.6,14.5,0.0,30.0,10.0,2.4,5.4,1021.6,84.0,1023.4
22,2016-01-23,0.3,2.8,-1.5,9.0,1.6,41.0,16.0,1.3,5.3,1016.3,85.0,1018.2
23,2016-01-24,-0.6,2.1,-3.0,16.5,1.0,51.0,15.0,4.2,4.4,1005.0,76.0,1006.8
24,2016-01-25,-0.6,2.5,-3.4,13.0,0.8,62.0,13.0,3.2,4.8,1017.3,82.0,1019.2
25,2016-01-26,1.9,6.9,-4.2,0.0,8.4,60.0,,3.5,4.0,1021.1,58.0,1022.9
26,2016-01-27,5.0,9.8,1.8,,5.4,50.0,,3.2,5.0,1023.2,57.0,1025.0
27,2016-01-28,4.9,10.5,1.0,2.0,2.0,42.0,,2.1,5.8,1025.6,68.0,1027.4
28,2016-01-29,1.0,2.9,0.1,34.5,0.0,46.0,12.0,0.6,6.3,1023.3,96.0,1025.2
29,2016-01-30,1.8,4.5,0.1,10.5,0.4,52.0,6.0,,6.1,1020.6,88.0,1022.5
30,2016-01-31,2.4,5.2,0.4,8.5,0.7,44.0,2.0,1.4,6.4,1021.5,88.0,1023.4
31,2016-02-01,0.5,1.4,-0.6,18.5,0.0,48.0,11.0,,6.0,1022.1,94.0,1024.0
32,2016-02-02,0.9,3.4,-1.2,12.5,0.0,52.0,9.0,1.8,5.7,1020.2,88.0,1022.1
33,2016-02-03,0.6,2.7,-1.5,4.5,0.9,55.0,6.0,1.4,5.7,1022.4,89.0,1024.3
