Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation
0,2016-01-01,0.7,3.4,-2.7,0.0
1,2016-01-02,5.1,8.6,0.2,0.0
2,2016-01-03,8.1,10.3,5.7,0.0
3,2016-01-04,7.8,12.5,2.9,0.0
4,2016-01-05,2.7,4.9,0.2,0.5
5,2016-01-06,2.2,5.2,-1.0,0.0
6,2016-01-07,0.8,3.3,-1.2,0.0
7,2016-01-08,0.4,4.5,-4.6,0.0
8,2016-01-09,-0.3,1.4,-3.7,0.0
9,2016-01-10,1.8,5.2,-1.7,0.0
10,2016-01-11,-1.7,0.0,-4.1,0.5
11,2016-01-12,-1.7,1.2,-2.9,0.0
12,2016-01-13,-0.6,4.9,-6.0,0.0
13,2016-01-14,-0.3,2.3,-3.3,0.0
14,2016-01-15,-4.7,-0.5,-12.2,3.0
15,2016-01-16,-4.1,0.7,-12.7,0.0
16,2016-01-17,-1.8,2.3,-8.9,2.5
17,2016-01-18,0.1,2.1,-1.7,63.0
18,2016-01-19,-0.1,2.9,-3.1,0.0
19,2016-01-20,-2.0,1.3,-7.9,0.0
20,2016-01-21,-1.5,1.6,-6.5,0.0
21,2016-01-22,-2.0,0.8,-4.2,0.0
22,2016-01-23,-2.7,-0.5,-3.9,0.0
23,2016-01-24,-3.2,-0.2,-6.5,1.0
24,2016-01-25,-4.5,-0.9,-10.3,0.5
25,2016-01-26,-3.3,3.8,-13.5,0.0
26,2016-01-27,2.5,5.3,-0.9,0.0
27,2016-01-28,1.7,6.2,-3.0,0.0
28,2016-01-29,-1.7,0.7,-3.9,9.5
29,2016-01-30,-2.9,0.3,-7.9,9.0
30,2016-01-31,-2.9,1.6,-11.8,0.0
31,2016-02-01,-3.4,-0.8,-11.9,0.0
32,2016-02-02,-2.9,0.9,-11.5,0.0
33,2016-02-03,-2.6,0.9,-11.7,0.0
34,2016-02-04,-3.2,3.8,-14.9,0.0
35,2016-02-05,-0.5,2.2,-6.4,0.0
36,2016-02-06,-1.7,1.6,-8.0,1.0
37,2016-02-07,-4.8,-0.9,-11.0,0.0
38,2016-02-08,-6.0,2.5,-15.4,0.0
39,2016-02-09,0.2,4.6,-9.0,0.0
40,2016-02-10,-1.7,0.4,-2.7,0.0
41,2016-02-11,-1.9,2.1,-9.1,0.0
42,2016-02-12,-0.1,7.9,-12.4,0.0
43,2016-02-13,8.2,12.5,2.9,0.0
44,2016-02-14,11.6,15.7,7.2,9.0
45,2016-02-15,0.0,7.3,-3.9,0.0
46,2016-02-16,-1.2,3.6,-6.2,0.0
47,2016-02-17,-0.8,1.8,-4.4,0.0
48,2016-02-18,0.7,6.9,-6.7,0.0
49,2016-02-19,4.9,9.3,-2.3,0.0
50,2016-02-20,4.6,8.7,0.2,12.5
