Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall
0,2016-01-01,2.9,8.0,0.9,0.5,3.1,0,0
1,2016-01-02,7.5,11.6,2.7,0.0,1.8,0,0
2,2016-01-03,8.3,14.0,4.7,0.0,3.2,0,0
3,2016-01-04,8.4,13.5,4.8,0.0,2.2,0,0
4,2016-01-05,6.4,11.0,3.4,4.5,0.1,4,4
5,2016-01-06,6.3,10.1,4.2,0.5,0.8,0,0
6,2016-01-07,4.7,7.0,2.3,9.5,0.5,0,0
7,2016-01-08,3.0,3.6,2.1,36.0,0.0,0,0
8,2016-01-09,3.1,6.4,-0.1,17.0,2.2,0,0
9,2016-01-10,3.7,5.6,2.0,14.5,0.3,0,0
10,2016-01-11,3.8,6.8,2.3,6.0,1.2,0,0
11,2016-01-12,1.4,3.1,-0.6,0.0,0.0,0,0
12,2016-01-13,1.7,7.0,-1.1,23.5,2.3,0,0
13,2016-01-14,0.9,2.6,-0.2,61.0,0.0,5,8
14,2016-01-15,1.2,3.5,0.0,11.0,0.9,6,3
15,2016-01-16,1.8,5.2,-0.8,6.5,1.1,6,3
16,2016-01-17,1.5,5.7,-1.3,1.0,1.3,4,1
17,2016-01-18,4.0,6.7,1.9,36.0,0.0,4,4
18,2016-01-19,-0.9,4.4,-2.2,52.5,0.0,46,47
19,2016-01-20,1.0,4.5,-0.9,18.0,0.6,45,5
20,2016-01-21,0.5,3.4,-1.5,5.5,1.2,37,5
21,2016-01-22,-0.5,1.4,-2.8,1.5,0.0,30,2
22,2016-01-23,0.7,6.0,-2.8,10.5,2.2,29,4
23,2016-01-24,-2.3,1.3,-4.9,26.0,0.0,65,45
24,2016-01-25,-1.5,1.4,-5.0,8.0,1.0,67,2
25,2016-01-26,1.1,4.4,-1.3,1.5,6.4,56,2
26,2016-01-27,2.4,7.4,0.5,5.0,3.4,44,0
27,2016-01-28,2.8,8.4,1.3,0.0,1.0,36,2
28,2016-01-29,2.3,3.6,1.5,31.5,0.0,31,5
29,2016-01-30,2.6,6.9,0.1,6.5,3.5,29,1
30,2016-01-31,3.3,9.1,-0.6,1.0,5.4,26,2
31,2016-02-01,1.1,3.6,-1.7,0.0,0.0,23,0
32,2016-02-02,0.0,3.7,-3.1,1.5,2.4,22,1
33,2016-02-03,0.4,5.1,-2.2,0.0,4.5,21,0
34,2016-02-04,1.2,5.8,-2.7,2.0,1.5,20,1
35,2016-02-05,3.4,8.5,0.4,1.0,5.2,18,2
36,2016-02-06,2.3,6.1,0.3,12.0,2.3,16,1
37,2016-02-07,0.1,4.0,-2.6,0.5,5.3,16,7
38,2016-02-08,2.2,8.3,-3.2,0.0,8.1,13,0
39,2016-02-09,2.9,5.5,0.0,16.0,0.1,10,3
40,2016-02-10,0.7,4.8,-2.2,3.5,3.2,12,6
41,2016-02-11,1.5,9.1,-2.9,0.0,8.3,8,0
42,2016-02-12,8.9,15.4,-1.3,0.0,4.7,7,0
43,2016-02-13,14.7,18.8,8.9,4.0,0.4,0,0
44,2016-02-14,11.3,18.6,6.4,50.5,0.0,0,0
45,2016-02-15,1.0,6.7,-1.2,28.0,0.0,16,18
46,2016-02-16,-0.4,0.6,-2.2,40.5,0.0,36,26
47,2016-02-17,0.3,2.9,-0.7,33.5,0.4,25,12
48,2016-02-18,1.8,7.7,-1.2,0.0,7.3,20,0
49,2016-02-19,4.5,10.9,0.6,0.0,4.4,15,0
50,2016-02-20,3.0,4.6,1.7,30.0,0.0,13,4
51,2016-02-21,3.2,6.3,0.4,7.0,1.8,9,1
52,2016-02-22,2.5,6.0,0.4,0.5,0.6,6,0
53,2016-02-23,4.1,9.2,0.7,6.0,0.9,5,1
54,2016-02-24,1.3,4.1,-1.4,2.5,2.0,0,0
