Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,5.7,15.1,-1.8,0.0,1.1
1,2016-01-02,9.2,13.8,2.9,7.0,0.7
2,2016-01-03,14.8,21.2,11.2,1.0,1.2
3,2016-01-04,14.3,19.8,9.7,0.0,2.6
4,2016-01-05,12.4,16.8,9.6,0.5,0.9
5,2016-01-06,10.0,11.4,8.5,18.5,0.6
6,2016-01-07,9.3,14.1,6.6,0.5,1.7
7,2016-01-08,8.7,12.4,4.1,0.0,1.5
8,2016-01-09,6.8,14.1,2.2,0.0,1.2
9,2016-01-10,7.1,13.9,1.0,0.0,0.9
10,2016-01-11,8.0,9.3,7.1,8.5,0.5
11,2016-01-12,8.4,12.9,5.5,4.0,1.9
12,2016-01-13,7.2,12.2,3.2,0.0,2.3
13,2016-01-14,6.3,13.3,2.6,0.0,1.2
14,2016-01-15,5.3,9.4,0.6,0.0,0.6
15,2016-01-16,6.3,14.5,0.6,0.0,0.9
16,2016-01-17,7.5,12.0,2.0,11.0,0.8
17,2016-01-18,10.4,14.4,4.5,2.0,4.5
18,2016-01-19,5.8,9.2,3.0,0.5,4.4
19,2016-01-20,5.0,10.5,-0.1,0.0,2.8
20,2016-01-21,3.4,6.9,-0.5,1.0,0.8
21,2016-01-22,6.4,12.3,3.0,0.0,0.9
22,2016-01-23,6.6,11.9,3.0,1.0,1.7
23,2016-01-24,-0.5,3.4,-3.1,9.5,2.0
24,2016-01-25,0.1,6.3,-6.4,0.0,1.4
25,2016-01-26,3.8,10.3,-2.0,0.0,1.5
26,2016-01-27,7.2,13.8,1.0,0.0,1.3
27,2016-01-28,11.9,19.4,4.8,0.0,0.8
28,2016-01-29,15.3,21.0,12.6,41.5,2.2
29,2016-01-30,13.8,16.0,8.5,3.5,2.5
30,2016-01-31,10.5,17.3,3.9,0.0,1.8
31,2016-02-01,7.6,9.0,5.7,6.0,1.5
32,2016-02-02,6.2,11.9,0.5,0.0,1.4
33,2016-02-03,5.5,13.4,-1.3,0.0,1.9
34,2016-02-04,7.6,14.3,-0.3,0.0,2.5
35,2016-02-05,7.7,12.9,1.6,0.0,1.9
36,2016-02-06,5.2,12.0,-0.7,0.0,1.5
37,2016-02-07,5.2,12.5,-0.9,0.0,1.7
38,2016-02-08,5.8,13.9,-2.0,0.0,1.9
39,2016-02-09,11.3,16.6,7.4,0.0,3.9
40,2016-02-10,8.8,18.0,0.7,0.0,1.6
41,2016-02-11,10.7,20.1,1.3,0.0,1.1
42,2016-02-12,16.8,18.8,13.9,1.5,1.8
43,2016-02-13,19.6,23.9,15.6,21.0,3.6
44,2016-02-14,12.9,18.9,7.6,4.0,4.8
45,2016-02-15,6.0,9.5,3.1,0.0,4.0
46,2016-02-16,5.4,11.4,0.5,0.0,2.1
