,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,7.4,11.7,2.7,0.0,3.5
1,2016-01-02,8.4,12.1,3.0,0.0,2.3
2,2016-01-03,10.5,14.9,7.7,0.0,2.9
3,2016-01-04,10.8,14.1,6.2,0.0,2.7
4,2016-01-05,9.6,11.9,6.7,0.0,3.7
5,2016-01-06,9.5,12.1,5.8,0.0,2.8
6,2016-01-07,8.5,12.0,4.8,0.0,4.8
7,2016-01-08,7.5,10.4,3.8,0.0,4.4
8,2016-01-09,7.1,10.9,2.7,0.0,6.0
9,2016-01-10,7.6,12.1,4.2,0.0,4.6
10,2016-01-11,8.3,11.1,5.4,0.0,4.4
11,2016-01-12,7.3,10.7,3.9,0.0,3.8
12,2016-01-13,5.5,9.6,2.2,3.5,4.2
13,2016-01-14,5.2,10.7,1.3,0.0,5.4
14,2016-01-15,6.0,9.2,3.5,0.0,5.5
15,2016-01-16,6.0,10.9,-0.1,0.0,2.4
16,2016-01-17,6.9,9.5,3.8,0.5,6.0
17,2016-01-18,8.6,12.3,3.2,2.5,10.1
18,2016-01-19,2.8,6.2,0.5,0.0,12.1
19,2016-01-20,4.2,9.9,0.5,0.0,8.7
20,2016-01-21,4.9,8.8,0.1,0.0,3.3
21,2016-01-22,5.3,9.8,2.8,0.0,4.1
22,2016-01-23,4.2,7.1,1.7,0.5,4.1
23,2016-01-24,-1.0,1.8,-3.3,0.0,7.9
24,2016-01-25,1.3,5.7,-3.6,0.0,6.6
25,2016-01-26,5.1,8.7,-0.8,0.0,4.9
26,2016-01-27,7.2,11.5,3.2,0.0,3.8
27,2016-01-28,7.7,11.4,1.7,0.0,2.1
28,2016-01-29,8.6,9.8,7.4,38.0,6.2
29,2016-01-30,8.3,10.5,6.0,6.5,3.9
30,2016-01-31,7.5,10.0,4.4,0.0,3.5
31,2016-02-01,7.5,10.4,5.3,0.0,3.9
32,2016-02-02,6.3,10.1,4.0,0.0,3.8
33,2016-02-03,5.2,9.0,1.3,0.0,3.5
34,2016-02-04,6.0,9.6,1.2,0.0,2.9
