,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
0,2016-01-01,-1.4,0.5,-3.1,1.5,1.1,27.0,3.0,3.0,3.8,1017.9,70.0,1021.3
1,2016-01-02,1.7,3.6,-0.4,6.0,0.5,25.0,,3.0,5.4,1008.6,79.0,1011.9
2,2016-01-03,-0.4,1.0,-1.6,0.0,1.3,19.0,1.0,3.5,3.6,1009.9,61.0,1013.2
3,2016-01-04,-2.3,-0.5,-5.3,0.0,0.2,20.0,2.0,3.4,3.4,1009.1,65.0,1012.5
4,2016-01-05,-4.6,-3.1,-5.6,2.5,1.0,24.0,5.0,4.2,3.2,1010.7,74.0,1014.1
5,2016-01-06,-2.7,-0.4,-4.5,1.5,0.3,25.0,3.0,3.1,3.7,1009.8,74.0,1013.2
6,2016-01-07,-3.5,-2.2,-4.3,0.5,2.6,25.0,3.0,3.6,3.4,1006.1,73.0,1009.5
7,2016-01-08,-3.0,-1.5,-4.6,3.0,0.3,29.0,6.0,3.4,3.7,1006.2,76.0,1009.5
8,2016-01-09,-4.1,-2.8,-5.1,1.5,0.9,28.0,3.0,2.9,3.4,1010.7,75.0,1014.1
9,2016-01-10,-4.6,-2.1,-8.2,4.5,0.2,31.0,5.0,3.9,3.4,1009.0,78.0,1012.4
10,2016-01-11,-7.7,-5.8,-9.1,0.5,5.9,31.0,,4.2,2.2,1012.0,65.0,1015.4
11,2016-01-12,-6.8,-5.2,-8.8,0.5,0.0,29.0,2.0,3.1,2.7,1008.9,73.0,1012.3
12,2016-01-13,-4.7,-2.4,-7.4,1.5,1.3,31.0,4.0,1.8,3.4,1006.8,78.0,1010.2
13,2016-01-14,-4.1,-1.8,-5.7,21.5,4.1,60.0,32.0,3.6,3.7,1006.2,82.0,1009.6
14,2016-01-15,-4.4,-3.6,-5.3,3.5,5.5,59.0,5.0,2.2,3.5,1011.7,79.0,1015.1
15,2016-01-16,-4.5,-1.7,-5.8,4.5,3.7,56.0,2.0,3.7,3.3,1013.3,75.0,1016.7
16,2016-01-17,-4.8,-0.7,-8.7,2.0,4.8,55.0,2.0,2.5,3.2,1018.6,74.0,1022.0
17,2016-01-18,-6.0,-3.0,-9.6,2.5,0.0,51.0,4.0,3.2,3.2,1010.9,82.0,1014.3
18,2016-01-19,-1.0,1.5,-3.3,8.0,0.0,57.0,7.0,3.3,4.6,996.4,82.0,999.7
19,2016-01-20,-0.3,0.5,-1.9,1.5,0.0,54.0,,6.5,4.3,1005.0,73.0,1008.3
20,2016-01-21,-1.9,-0.6,-3.2,6.5,0.2,60.0,9.0,3.4,3.8,1011.0,71.0,1014.4
21,2016-01-22,-2.5,0.1,-4.0,8.5,0.1,64.0,7.0,4.0,3.9,1012.3,75.0,1015.7
22,2016-01-23,-4.3,-1.3,-8.1,0.5,7.1,63.0,,3.1,3.0,1011.3,67.0,1014.7
23,2016-01-24,-5.0,-2.3,-8.9,0.5,6.8,59.0,,1.7,3.1,1000.0,74.0,1003.3
24,2016-01-25,-4.7,-2.7,-7.1,2.5,1.1,62.0,8.0,2.3,3.2,1008.0,75.0,1011.4
25,2016-01-26,-0.4,1.1,-3.5,3.5,0.2,62.0,4.0,2.1,4.9,1012.3,82.0,1015.6
26,2016-01-27,-2.0,0.3,-3.6,4.5,3.3,69.0,8.0,3.2,3.9,1015.0,74.0,1018.3
27,2016-01-28,-4.3,-1.5,-6.7,2.0,0.9,65.0,2.0,5.0,3.0,1019.8,67.0,1023.2
28,2016-01-29,-5.7,-3.1,-7.0,0.5,5.4,62.0,,4.4,2.5,1023.0,63.0,1026.4
29,2016-01-30,-5.5,-3.0,-7.1,3.5,1.2,65.0,8.0,2.3,3.2,1018.8,79.0,1022.2
30,2016-01-31,-6.2,-4.2,-7.5,0.5,4.6,63.0,,3.7,2.6,1015.6,67.0,1019.0
31,2016-02-01,-6.3,-3.9,-8.0,0.0,7.9,59.0,,4.3,2.3,1015.8,62.0,1019.2
32,2016-02-02,-5.2,-2.7,-6.8,2.5,4.5,60.0,4.0,4.1,3.0,1012.1,72.0,1015.5
33,2016-02-03,-3.5,-1.2,-6.1,1.0,2.7,62.0,2.0,3.5,3.3,1016.1,70.0,1019.5
34,2016-02-04,-0.6,2.4,-2.6,5.5,3.1,66.0,10.0,2.2,4.7,1011.1,80.0,1014.4
35,2016-02-05,-3.1,-1.0,-5.6,1.0,1.5,66.0,,3.4,3.6,1009.2,73.0,1012.5
36,2016-02-06,-5.8,-3.6,-8.0,1.0,1.7,62.0,1.0,3.1,3.1,1009.9,77.0,1013.3
37,2016-02-07,-4.8,-1.7,-8.8,3.0,3.8,63.0,5.0,4.7,3.0,1009.6,70.0,1013.0
38,2016-02-08,-4.8,-1.5,-8.0,1.0,8.9,64.0,1.0,2.7,2.9,1013.4,68.0,1016.8
39,2016-02-09,0.7,3.8,-5.9,8.0,1.9,63.0,7.0,3.3,5.1,1000.2,79.0,1003.5
40,2016-02-10,-1.6,0.6,-4.2,6.5,0.6,68.0,7.0,5.2,4.1,1011.9,75.0,1015.3
41,2016-02-11,-2.1,0.4,-5.4,0.5,4.7,68.0,1.0,2.8,3.4,1026.6,65.0,1030.0
42,2016-02-12,0.4,3.8,-5.2,,1.6,64.0,,1.1,4.9,1022.8,77.0,1026.2
43,2016-02-13,4.4,7.8,2.2,0.0,0.2,60.0,,1.6,7.4,1009.4,88.0,1012.7
44,2016-02-14,2.2,5.1,-2.0,9.0,0.0,50.0,4.0,3.0,6.8,989.7,94.0,992.9
45,2016-02-15,-6.8,-1.6,-9.6,4.0,1.1,52.0,4.0,5.4,2.7,998.0,71.0,1001.4
46,2016-02-16,-5.9,-4.4,-9.4,4.5,2.9,61.0,12.0,2.5,3.2,1002.9,81.0,1006.3
47,2016-02-17,-4.8,-3.2,-6.2,12.0,2.2,72.0,13.0,4.4,3.3,1005.9,78.0,1009.3
48,2016-02-18,-0.6,2.6,-4.3,8.0,2.1,75.0,13.0,2.3,4.7,1013.4,80.0,1016.8
49,2016-02-19,1.5,3.8,-2.5,5.5,1.7,72.0,,2.3,5.6,1014.2,82.0,1017.6
50,2016-02-20,1.0,3.9,-1.9,2.0,5.7,59.0,7.0,3.4,4.1,1020.6,63.0,1023.9
51,2016-02-21,-0.5,1.5,-2.8,14.5,0.1,71.0,16.0,3.4,5.2,1007.6,87.0,1010.9
52,2016-02-22,-3.5,-2.1,-4.7,3.0,2.2,74.0,3.0,3.8,3.5,1023.0,74.0,1026.4
53,2016-02-23,-1.9,2.4,-5.2,14.0,0.9,89.0,19.0,2.4,4.4,1016.3,83.0,1019.7
54,2016-02-24,-6.6,-5.2,-8.1,4.5,0.4,89.0,2.0,3.7,2.7,1020.6,73.0,1024.0
55,2016-02-25,-6.3,-3.4,-8.6,2.0,1.9,86.0,2.0,3.9,2.7,1019.8,71.0,1023.2
56,2016-02-26,-5.3,-3.0,-8.1,1.5,1.9,85.0,1.0,3.4,2.9,1018.5,69.0,1021.9
57,2016-02-27,-4.9,-1.1,-7.8,0.5,6.3,81.0,,3.4,2.7,1021.1,65.0,1024.5
58,2016-02-28,-4.6,-1.2,-7.3,,9.9,78.0,,2.5,2.5,1024.3,58.0,1027.7
59,2016-02-29,1.2,8.7,-7.0,3.0,4.4,76.0,4.0,5.9,4.4,1000.1,68.0,1003.4
60,2016-03-01,-2.1,1.3,-4.7,11.0,0.1,78.0,11.0,5.8,4.2,1002.2,80.0,1005.5
61,2016-03-02,-3.1,0.6,-5.7,1.0,4.0,79.0,2.0,3.6,3.1,1013.5,65.0,1016.9
62,2016-03-03,-2.8,-0.7,-5.5,5.0,0.0,85.0,11.0,1.7,3.9,1016.9,78.0,1020.3
63,2016-03-04,-1.9,1.7,-4.4,3.0,3.2,87.0,6.0,2.4,3.8,1028.6,73.0,1032.0
64,2016-03-05,-1.1,2.4,-4.8,,10.0,77.0,,2.5,3.4,1031.1,61.0,1034.5
65,2016-03-06,3.6,8.0,-2.9,7.5,0.3,72.0,,2.1,6.6,1014.9,81.0,1018.2
66,2016-03-07,4.3,7.4,0.4,0.0,5.2,64.0,,3.1,5.9,1014.4,70.0,1017.7
67,2016-03-08,2.3,8.6,-0.9,3.5,5.1,59.0,2.0,3.0,4.7,1007.4,65.0,1010.7
68,2016-03-09,-0.9,1.9,-3.7,0.0,6.0,57.0,1.0,4.1,3.2,1013.2,57.0,1016.5
69,2016-03-10,-1.8,1.3,-4.0,0.5,4.4,57.0,4.0,2.5,3.7,1015.5,70.0,1018.8
70,2016-03-11,-2.8,-0.2,-4.9,2.5,3.0,61.0,5.0,2.6,3.7,1014.1,74.0,1017.5
71,2016-03-12,-2.0,0.7,-4.1,0.0,4.2,58.0,,2.8,3.3,1019.7,62.0,1023.1
72,2016-03-13,0.9,4.5,-4.3,0.0,5.9,57.0,,2.2,3.9,1019.7,58.0,1023.0
73,2016-03-14,1.9,7.3,-2.2,2.0,6.6,54.0,1.0,1.9,5.2,1013.6,73.0,1016.9
74,2016-03-15,0.6,3.1,-2.1,0.0,5.6,50.0,,3.7,3.4,1011.4,53.0,1014.7
75,2016-03-16,5.9,10.6,-1.2,,9.1,49.0,,5.0,4.8,1008.1,52.0,1011.3
76,2016-03-17,7.9,13.3,3.2,,10.9,41.0,,3.9,5.4,1012.5,53.0,1015.7
77,2016-03-18,8.3,13.3,2.8,,1.0,36.0,,1.5,6.9,1009.2,64.0,1012.4
78,2016-03-19,4.7,8.2,2.8,2.0,0.0,32.0,,1.9,7.8,1004.3,91.0,1007.6
79,2016-03-20,0.9,3.2,-0.8,2.0,0.7,30.0,4.0,3.7,4.4,1012.4,67.0,1015.7
80,2016-03-21,0.5,2.9,-1.8,0.5,7.1,30.0,1.0,3.1,3.7,1012.4,59.0,1015.7
81,2016-03-22,2.5,5.9,-0.7,0.0,7.1,28.0,1.0,4.1,4.1,1005.8,56.0,1009.1
82,2016-03-23,2.1,5.2,-0.7,0.0,4.8,25.0,3.0,3.5,4.7,1008.4,67.0,1011.7
83,2016-03-24,0.7,3.1,-1.1,15.5,2.0,31.0,11.0,2.4,5.3,1012.6,83.0,1015.9
84,2016-03-25,1.3,4.4,-1.1,7.5,3.0,34.0,7.0,2.8,5.3,1013.3,80.0,1016.6
85,2016-03-26,3.1,6.3,0.5,0.5,4.6,28.0,,2.3,5.2,1014.8,68.0,1018.1
86,2016-03-27,5.8,11.3,-0.8,,11.4,22.0,,2.4,5.1,1012.0,57.0,1015.3
87,2016-03-28,4.6,7.3,0.1,1.0,9.9,16.0,,2.7,5.3,1014.8,62.0,1018.1
88,2016-03-29,5.1,11.8,-1.1,,8.6,10.0,,1.2,5.4,1017.7,62.0,1021.0
89,2016-03-30,7.4,11.9,2.8,1.0,4.6,4.0,,2.6,6.6,1009.9,64.0,1013.1
90,2016-03-31,6.4,9.9,3.5,0.0,8.1,,,3.8,5.6,1012.3,60.0,1015.6
91,2016-04-01,5.2,8.8,1.6,0.0,11.9,,,1.9,6.9,1022.2,78.0,1025.5
