Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,avg_wind_speed,avg_local_pressure,avg_sea_pressure
0,2016-01-01,8.1,10.9,4.1,8.8,4.6,1027.1,1028.1
1,2016-01-02,6.9,12.5,0.7,8.2,2.0,1024.4,1025.3
2,2016-01-03,8.8,13.6,5.5,3.3,1.4,1018.4,1019.4
3,2016-01-04,10.7,16.0,4.6,8.9,2.9,1016.4,1017.3
4,2016-01-05,11.1,13.9,8.7,4.0,3.9,1018.8,1019.7
5,2016-01-06,10.6,12.2,8.8,0.8,3.6,1017.4,1018.3
6,2016-01-07,9.3,11.8,7.1,6.9,4.8,1014.8,1015.7
7,2016-01-08,8.2,10.6,4.6,1.6,3.9,1015.5,1016.5
8,2016-01-09,8.1,11.2,5.8,8.6,4.5,1018.9,1019.9
9,2016-01-10,8.7,12.2,6.7,8.6,4.6,1020.0,1020.9
10,2016-01-11,8.6,11.3,7.0,6.0,3.9,1018.0,1018.9
11,2016-01-12,7.8,9.4,5.3,0.8,4.1,1013.5,1014.4
12,2016-01-13,6.7,9.6,2.1,5.8,3.9,1014.1,1015.0
13,2016-01-14,7.2,9.8,4.7,7.9,4.7,1015.3,1016.3
14,2016-01-15,6.7,9.5,4.8,8.7,5.4,1017.4,1018.4
15,2016-01-16,6.3,10.5,2.6,9.1,4.1,1019.6,1020.5
16,2016-01-17,6.5,10.0,0.7,5.6,2.8,1018.6,1019.5
17,2016-01-18,9.0,10.9,6.1,1.0,8.0,997.6,998.5
18,2016-01-19,3.7,6.1,1.5,8.2,8.1,1007.3,1008.2
19,2016-01-20,4.1,6.6,1.2,3.8,7.4,1014.1,1015.1
20,2016-01-21,5.6,8.1,3.7,4.8,4.4,1019.4,1020.4
21,2016-01-22,5.3,9.4,3.2,8.1,5.5,1020.4,1021.4
22,2016-01-23,3.7,5.2,1.8,0.0,3.8,1017.5,1018.5
23,2016-01-24,1.4,3.9,-1.5,8.5,7.4,1011.0,1012.0
24,2016-01-25,1.7,5.4,-2.3,8.2,4.6,1020.2,1021.2
25,2016-01-26,4.7,8.6,0.0,8.8,3.4,1024.3,1025.3
26,2016-01-27,7.0,11.1,1.4,6.9,3.8,1026.4,1027.4
27,2016-01-28,8.5,12.8,2.7,8.3,2.7,1027.1,1028.0
28,2016-01-29,7.7,9.2,6.4,0.0,1.7,1019.3,1020.2
29,2016-01-30,8.6,10.2,7.4,0.2,3.2,1016.7,1017.6
30,2016-01-31,8.2,11.1,5.9,9.4,4.2,1021.0,1022.0
31,2016-02-01,7.6,8.7,6.1,0.0,3.7,1018.6,1019.6
32,2016-02-02,6.8,11.0,4.0,8.7,4.9,1017.7,1018.6
33,2016-02-03,5.7,9.5,3.3,9.8,6.1,1021.4,1022.4
34,2016-02-04,6.2,10.7,1.9,9.3,3.1,1020.7,1021.7
35,2016-02-05,7.9,11.5,4.8,9.2,3.4,1016.7,1017.7
36,2016-02-06,6.7,9.2,3.2,2.1,4.1,1013.2,1014.1
37,2016-02-07,5.5,9.4,2.7,10.1,6.0,1015.8,1016.7
38,2016-02-08,4.3,9.9,0.6,10.0,3.0,1017.5,1018.5
39,2016-02-09,6.2,10.6,2.3,3.2,4.4,1013.6,1014.5
40,2016-02-10,5.5,8.8,3.5,7.6,6.2,1022.4,1023.4
41,2016-02-11,6.3,11.3,1.9,10.0,3.2,1028.9,1029.9
42,2016-02-12,8.1,11.0,6.2,0.0,2.0,1029.3,1030.3
43,2016-02-13,10.5,16.7,6.6,0.1,1.7,1018.9,1019.8
44,2016-02-14,15.3,18.3,11.1,0.3,4.9,1002.9,1003.8
45,2016-02-15,7.6,11.3,3.7,7.5,5.8,1005.7,1006.6
