Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,avg_wind_speed
0,2016-01-01,6.0,11.1,1.8,0.0,9.2,2.4
1,2016-01-02,7.3,11.9,2.8,0.0,6.6,2.2
2,2016-01-03,10.6,16.6,4.8,0.0,8.8,1.9
3,2016-01-04,9.3,14.1,4.5,0.0,9.0,1.3
4,2016-01-05,8.6,12.8,4.1,0.0,6.0,2.2
5,2016-01-06,6.4,8.4,3.4,0.0,0.0,1.1
6,2016-01-07,6.6,12.0,2.2,0.0,5.8,2.1
7,2016-01-08,5.1,9.4,1.6,0.0,3.4,1.0
8,2016-01-09,6.0,10.0,1.1,0.0,9.0,1.8
9,2016-01-10,7.9,13.4,2.5,0.0,9.3,1.8
10,2016-01-11,4.8,8.4,1.7,0.0,4.5,1.4
11,2016-01-12,3.2,4.3,-1.0,0.0,0.0,1.1
12,2016-01-13,3.5,8.5,-2.8,0.0,9.4,1.6
13,2016-01-14,5.7,10.3,0.7,0.0,8.9,2.5
14,2016-01-15,3.3,5.7,1.9,0.0,3.8,3.4
15,2016-01-16,4.7,11.0,-0.6,0.0,8.1,2.2
16,2016-01-17,4.4,8.4,-1.4,0.5,5.7,2.0
17,2016-01-18,5.8,9.3,2.5,41.0,0.0,6.1
18,2016-01-19,4.7,8.4,1.7,0.0,8.9,4.5
19,2016-01-20,3.4,9.0,0.5,0.0,5.4,4.0
20,2016-01-21,3.2,7.9,-1.9,0.0,6.4,1.7
21,2016-01-22,3.9,8.3,-0.8,0.0,7.0,2.1
22,2016-01-23,1.9,4.4,-0.9,3.5,0.0,1.4
23,2016-01-24,2.2,6.6,-2.8,0.0,8.6,3.0
24,2016-01-25,1.8,6.5,-3.2,0.0,8.1,2.8
25,2016-01-26,2.8,8.3,-2.3,0.0,9.7,1.5
26,2016-01-27,7.1,13.1,-0.1,0.0,9.8,2.3
27,2016-01-28,6.6,13.4,1.1,0.0,9.7,1.6
28,2016-01-29,3.1,6.6,0.4,14.0,0.0,3.5
29,2016-01-30,2.6,4.4,0.3,5.0,0.0,3.5
30,2016-01-31,4.6,9.1,-0.6,0.0,8.4,1.8
31,2016-02-01,4.3,6.5,2.6,0.0,1.0,2.2
32,2016-02-02,2.9,7.6,-0.7,0.0,6.6,1.9
33,2016-02-03,2.6,6.7,-2.2,0.0,9.4,1.9
34,2016-02-04,3.5,8.1,-1.7,0.0,9.8,2.1
35,2016-02-05,6.4,10.4,1.1,0.0,9.4,2.5
36,2016-02-06,4.5,6.7,2.1,0.0,0.7,3.4
37,2016-02-07,2.7,7.0,-1.3,0.0,7.0,2.4
38,2016-02-08,2.0,5.7,-1.9,0.0,2.1,2.0
39,2016-02-09,6.0,12.1,0.0,0.0,8.8,3.2
40,2016-02-10,3.4,8.3,-1.8,0.0,9.7,2.6
41,2016-02-11,3.1,9.6,-2.1,0.0,10.2,1.9
42,2016-02-12,5.7,9.9,-0.5,0.0,5.3,1.6
43,2016-02-13,14.1,19.3,8.7,0.0,5.0,3.3
44,2016-02-14,16.1,21.8,11.2,3.5,2.3,3.7
45,2016-02-15,5.7,12.3,0.2,0.5,0.0,1.8
46,2016-02-16,3.0,6.6,-2.7,0.0,9.7,2.6
47,2016-02-17,5.7,11.3,1.3,0.0,9.3,4.2
48,2016-02-18,4.4,7.8,-2.0,0.0,10.0,2.4
49,2016-02-19,9.2,16.1,2.0,0.0,10.2,2.3
