Unnamed: 0,calendar_date,deepest_snowfall
0,2016-01-01,43
1,2016-01-02,34
2,2016-01-03,20
3,2016-01-04,13
4,2016-01-05,28
5,2016-01-06,27
6,2016-01-07,20
7,2016-01-08,23
8,2016-01-09,27
9,2016-01-10,40
10,2016-01-11,41
11,2016-01-12,46
12,2016-01-13,49
13,2016-01-14,53
14,2016-01-15,45
15,2016-01-16,45
16,2016-01-17,52
17,2016-01-18,48
18,2016-01-19,105
19,2016-01-20,108
20,2016-01-21,103
21,2016-01-22,114
22,2016-01-23,112
23,2016-01-24,105
24,2016-01-25,113
25,2016-01-26,112
26,2016-01-27,100
27,2016-01-28,95
28,2016-01-29,88
29,2016-01-30,94
30,2016-01-31,96
31,2016-02-01,100
32,2016-02-02,113
33,2016-02-03,111
34,2016-02-04,101
35,2016-02-05,103
36,2016-02-06,93
37,2016-02-07,92
38,2016-02-08,92
39,2016-02-09,101
40,2016-02-10,113
41,2016-02-11,109
42,2016-02-12,100
43,2016-02-13,95
44,2016-02-14,89
45,2016-02-15,93
46,2016-02-16,101
47,2016-02-17,115
48,2016-02-18,109
49,2016-02-19,98
50,2016-02-20,90
51,2016-02-21,83
52,2016-02-22,81
53,2016-02-23,83
54,2016-02-24,83
55,2016-02-25,85
56,2016-02-26,89
57,2016-02-27,92
58,2016-02-28,88
59,2016-02-29,80
60,2016-03-01,108
61,2016-03-02,111
62,2016-03-03,109
63,2016-03-04,96
64,2016-03-05,89
65,2016-03-06,83
66,2016-03-07,78
67,2016-03-08,74
68,2016-03-09,70
69,2016-03-10,69
70,2016-03-11,70
71,2016-03-12,68
72,2016-03-13,62
73,2016-03-14,60
74,2016-03-15,58
75,2016-03-16,56
76,2016-03-17,50
77,2016-03-18,44
78,2016-03-19,39
79,2016-03-20,35
80,2016-03-21,32
81,2016-03-22,28
82,2016-03-23,26
83,2016-03-24,23
84,2016-03-25,24
85,2016-03-26,30
86,2016-03-27,18
87,2016-03-28,13
88,2016-03-29,8
89,2016-03-30,3
90,2016-03-31,0
91,2016-04-01,0
92,2016-04-02,0
93,2016-04-03,0
94,2016-04-04,0
95,2016-04-05,0
96,2016-04-06,0
97,2016-04-07,0
98,2016-04-08,0
99,2016-04-09,0
100,2016-04-10,0
101,2016-04-11,0
102,2016-04-12,0
103,2016-04-13,0
104,2016-04-14,0
105,2016-04-15,0
106,2016-04-16,0
107,2016-04-17,0
108,2016-04-18,0
109,2016-04-19,0
110,2016-04-20,0
111,2016-04-21,0
112,2016-04-22,0
113,2016-04-23,0
114,2016-04-24,0
115,2016-04-25,0
116,2016-04-26,0
117,2016-04-27,0
118,2016-04-28,0
119,2016-04-29,0
120,2016-04-30,0
121,2016-05-01,0
122,2016-05-02,0
123,2016-05-03,0
124,2016-05-04,0
125,2016-05-05,0
126,2016-05-06,0
127,2016-05-07,0
128,2016-05-08,0
129,2016-05-09,0
130,2016-05-10,0
131,2016-05-11,0
132,2016-05-12,0
133,2016-05-13,0
134,2016-05-14,0
135,2016-05-15,0
136,2016-05-16,0
137,2016-05-17,0
138,2016-05-18,0
139,2016-05-19,0
140,2016-05-20,0
141,2016-05-21,0
142,2016-05-22,0
143,2016-05-23,0
144,2016-05-24,0
145,2016-05-25,0
146,2016-05-26,0
147,2016-05-27,0
148,2016-05-28,0
149,2016-05-29,0
150,2016-05-30,0
151,2016-05-31,0
152,2016-06-01,0
153,2016-06-02,0
154,2016-06-03,0
155,2016-06-04,0
156,2016-06-05,0
157,2016-06-06,0
158,2016-06-07,0
159,2016-06-08,0
160,2016-06-09,0
161,2016-06-10,0
162,2016-06-11,0
163,2016-06-12,0
164,2016-06-13,0
165,2016-06-14,0
166,2016-06-15,0
167,2016-06-16,0
168,2016-06-17,0
169,2016-06-18,0
170,2016-06-19,0
171,2016-06-20,0
172,2016-06-21,0
173,2016-06-22,0
174,2016-06-23,0
175,2016-06-24,0
176,2016-06-25,0
177,2016-06-26,0
178,2016-06-27,0
179,2016-06-28,0
180,2016-06-29,0
181,2016-06-30,0
182,2016-07-01,0
183,2016-07-02,0
184,2016-07-03,0
185,2016-07-04,0
186,2016-07-05,0
187,2016-07-06,0
188,2016-07-07,0
189,2016-07-08,0
190,2016-07-09,0
191,2016-07-10,0
192,2016-07-11,0
193,2016-07-12,0
194,2016-07-13,0
195,2016-07-14,0
196,2016-07-15,0
197,2016-07-16,0
198,2016-07-17,0
199,2016-07-18,0
200,2016-07-19,0
201,2016-07-20,0
202,2016-07-21,0
203,2016-07-22,0
204,2016-07-23,0
205,2016-07-24,0
206,2016-07-25,0
207,2016-07-26,0
208,2016-07-27,0
209,2016-07-28,0
210,2016-07-29,0
211,2016-07-30,0
212,2016-07-31,0
213,2016-08-01,0
214,2016-08-02,0
215,2016-08-03,0
216,2016-08-04,0
217,2016-08-05,0
218,2016-08-06,0
219,2016-08-07,0
220,2016-08-08,0
221,2016-08-09,0
222,2016-08-10,0
223,2016-08-11,0
224,2016-08-12,0
225,2016-08-13,0
226,2016-08-14,0
227,2016-08-15,0
228,2016-08-16,0
229,2016-08-17,0
230,2016-08-18,0
231,2016-08-19,0
232,2016-08-20,0
233,2016-08-21,0
234,2016-08-22,0
235,2016-08-23,0
236,2016-08-24,0
237,2016-08-25,0
238,2016-08-26,0
239,2016-08-27,0
240,2016-08-28,0
241,2016-08-29,0
242,2016-08-30,0
243,2016-08-31,0
244,2016-09-01,0
245,2016-09-02,0
246,2016-09-03,0
247,2016-09-04,0
248,2016-09-05,0
249,2016-09-06,0
250,2016-09-07,0
251,2016-09-08,0
252,2016-09-09,0
253,2016-09-10,0
254,2016-09-11,0
255,2016-09-12,0
256,2016-09-13,0
257,2016-09-14,0
258,2016-09-15,0
259,2016-09-16,0
260,2016-09-17,0
261,2016-09-18,0
262,2016-09-19,0
263,2016-09-20,0
264,2016-09-21,0
265,2016-09-22,0
266,2016-09-23,0
267,2016-09-24,0
268,2016-09-25,0
269,2016-09-26,0
270,2016-09-27,0
271,2016-09-28,0
272,2016-09-29,0
273,2016-09-30,0
274,2016-10-01,0
275,2016-10-02,0
276,2016-10-03,0
277,2016-10-04,0
278,2016-10-05,0
279,2016-10-06,0
280,2016-10-07,0
281,2016-10-08,0
282,2016-10-09,0
283,2016-10-10,0
284,2016-10-11,0
285,2016-10-12,0
286,2016-10-13,0
287,2016-10-14,0
288,2016-10-15,0
289,2016-10-16,0
290,2016-10-17,0
291,2016-10-18,0
292,2016-10-19,0
293,2016-10-20,0
294,2016-10-21,0
295,2016-10-22,0
296,2016-10-23,0
297,2016-10-24,0
298,2016-10-25,0
299,2016-10-26,0
300,2016-10-27,0
301,2016-10-28,0
302,2016-10-29,0
303,2016-10-30,0
304,2016-10-31,0
305,2016-11-01,0
306,2016-11-02,0
307,2016-11-03,0
308,2016-11-04,0
309,2016-11-05,0
310,2016-11-06,0
311,2016-11-07,0
312,2016-11-08,0
313,2016-11-09,0
314,2016-11-10,0
315,2016-11-11,0
316,2016-11-12,0
317,2016-11-13,0
318,2016-11-14,0
319,2016-11-15,0
320,2016-11-16,0
321,2016-11-17,0
322,2016-11-18,0
323,2016-11-19,0
324,2016-11-20,0
325,2016-11-21,0
326,2016-11-22,0
327,2016-11-23,0
328,2016-11-24,0
329,2016-11-25,0
330,2016-11-26,0
331,2016-11-27,0
332,2016-11-28,0
333,2016-11-29,0
334,2016-11-30,0
335,2016-12-01,0
336,2016-12-02,0
337,2016-12-03,0
338,2016-12-04,0
339,2016-12-05,0
340,2016-12-06,9
341,2016-12-07,11
342,2016-12-08,6
343,2016-12-09,0
344,2016-12-10,9
345,2016-12-11,18
346,2016-12-12,12
347,2016-12-13,5
348,2016-12-14,2
349,2016-12-15,15
350,2016-12-16,30
351,2016-12-17,33
352,2016-12-18,27
353,2016-12-19,15
354,2016-12-20,5
355,2016-12-21,2
356,2016-12-22,0
357,2016-12-23,0
358,2016-12-24,0
359,2016-12-25,0
360,2016-12-26,0
361,2016-12-27,0
362,2016-12-28,0
363,2016-12-29,1
364,2016-12-30,8
365,2016-12-31,13
366,2017-01-01,6
367,2017-01-02,3
368,2017-01-03,1
369,2017-01-04,9
370,2017-01-05,38
371,2017-01-06,35
372,2017-01-07,25
373,2017-01-08,20
374,2017-01-09,19
375,2017-01-10,23
376,2017-01-11,34
377,2017-01-12,57
378,2017-01-13,63
379,2017-01-14,86
380,2017-01-15,92
381,2017-01-16,91
382,2017-01-17,76
383,2017-01-18,69
384,2017-01-19,74
385,2017-01-20,73
386,2017-01-21,64
