Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,avg_wind_speed,avg_local_pressure,avg_sea_pressure
0,2016-01-01,9.4,12.9,6.9,9.1,2.5,1018.4,1024.9
1,2016-01-02,11.7,14.1,8.9,8.8,10.6,1015.6,1022.0
2,2016-01-03,14.2,15.4,12.9,0.7,8.1,1010.3,1016.6
3,2016-01-04,14.1,16.4,10.3,9.1,9.1,1007.3,1013.6
4,2016-01-05,13.4,15.6,10.5,7.1,8.2,1009.6,1016.0
5,2016-01-06,12.1,13.7,10.3,0.0,3.3,1009.8,1016.2
6,2016-01-07,11.5,13.8,10.0,8.9,8.2,1005.4,1011.8
7,2016-01-08,10.2,12.3,8.9,7.1,10.4,1007.1,1013.6
8,2016-01-09,9.7,12.7,7.9,6.9,5.5,1010.4,1016.9
9,2016-01-10,9.8,11.7,8.4,9.1,11.0,1010.2,1016.7
10,2016-01-11,10.0,12.2,7.7,5.0,6.4,1010.0,1016.4
11,2016-01-12,6.8,10.3,4.9,0.0,4.1,1006.7,1013.2
12,2016-01-13,8.2,11.2,4.6,8.4,5.9,1006.7,1013.2
13,2016-01-14,8.4,10.3,6.8,9.7,10.5,1006.3,1012.8
14,2016-01-15,8.2,11.4,6.2,7.9,4.9,1008.9,1015.4
15,2016-01-16,8.4,11.7,5.9,8.3,2.5,1011.5,1018.0
16,2016-01-17,8.2,10.3,6.2,5.4,5.5,1012.7,1019.3
17,2016-01-18,9.7,12.4,6.1,1.8,10.0,990.3,996.7
18,2016-01-19,4.8,9.5,2.5,5.6,13.9,998.0,1004.5
19,2016-01-20,5.3,8.6,1.8,8.0,10.4,1004.3,1010.9
20,2016-01-21,6.9,10.0,3.7,6.5,3.7,1010.5,1017.1
21,2016-01-22,8.1,11.8,5.8,8.1,3.0,1012.0,1018.5
22,2016-01-23,6.8,8.6,5.1,3.1,5.2,1009.7,1016.2
23,2016-01-24,3.0,6.8,-0.3,9.3,12.1,1000.4,1006.9
24,2016-01-25,3.9,7.1,-0.4,9.4,7.8,1010.4,1017.0
25,2016-01-26,6.4,9.7,3.1,8.0,7.0,1016.2,1022.8
26,2016-01-27,8.6,11.8,5.7,9.6,7.3,1017.3,1023.9
27,2016-01-28,10.0,12.4,5.7,9.5,6.3,1018.9,1025.4
28,2016-01-29,7.8,10.9,5.6,0.0,6.4,1014.0,1020.6
29,2016-01-30,5.8,6.7,4.9,0.0,6.9,1010.5,1017.1
30,2016-01-31,8.5,10.5,5.8,7.9,4.9,1013.5,1020.1
31,2016-02-01,7.6,9.9,5.7,0.0,5.1,1011.9,1018.4
32,2016-02-02,6.7,8.8,5.0,7.7,4.3,1010.5,1017.0
33,2016-02-03,6.5,9.2,4.7,7.7,4.6,1013.3,1019.9
34,2016-02-04,7.9,10.9,4.7,8.1,6.2,1012.7,1019.2
35,2016-02-05,9.2,12.0,7.0,8.7,4.8,1008.9,1015.4
36,2016-02-06,9.1,11.4,7.2,5.2,4.8,1004.9,1011.3
37,2016-02-07,6.0,8.1,3.6,3.0,4.2,1008.2,1014.8
38,2016-02-08,7.6,11.3,3.8,9.0,4.2,1010.8,1017.4
39,2016-02-09,8.3,11.9,5.9,9.0,9.8,1005.1,1011.6
40,2016-02-10,7.2,11.5,5.2,10.3,5.4,1012.6,1019.2
41,2016-02-11,7.8,9.5,5.6,8.1,4.7,1022.4,1029.0
42,2016-02-12,10.2,12.5,8.0,0.0,2.5,1023.9,1030.5
43,2016-02-13,14.1,16.1,12.0,2.5,3.3,1014.1,1020.5
44,2016-02-14,16.1,19.1,14.3,1.6,10.3,996.6,1002.9
45,2016-02-15,10.0,14.5,4.0,9.1,8.3,996.3,1002.7
46,2016-02-16,6.7,9.0,4.8,10.4,9.5,1005.9,1012.4
47,2016-02-17,7.2,10.2,5.0,9.2,8.9,1009.4,1015.9
48,2016-02-18,8.3,12.6,5.0,9.6,3.9,1017.9,1024.5
49,2016-02-19,11.4,13.8,7.3,9.4,6.7,1019.7,1026.2
50,2016-02-20,11.4,14.3,9.2,0.0,4.1,1011.9,1018.3
51,2016-02-21,10.8,13.8,7.1,10.2,9.4,1007.8,1014.2
52,2016-02-22,8.8,10.1,7.3,1.9,3.6,1020.9,1027.5
53,2016-02-23,10.8,14.2,8.0,7.1,6.2,1014.6,1021.0
54,2016-02-24,8.2,10.5,4.6,4.7,6.6,1013.9,1020.4
55,2016-02-25,5.8,8.3,3.7,9.8,4.4,1018.6,1025.2
56,2016-02-26,7.3,10.7,3.4,10.8,7.8,1017.7,1024.3
57,2016-02-27,9.0,11.8,5.0,9.0,4.7,1018.9,1025.4
58,2016-02-28,11.5,13.8,8.9,9.0,5.0,1017.6,1024.1
59,2016-02-29,10.7,15.8,5.6,1.2,7.1,1003.7,1010.1
60,2016-03-01,6.3,10.2,3.7,10.7,6.3,1009.0,1015.5
61,2016-03-02,7.7,10.9,3.8,10.7,5.7,1014.5,1021.0
62,2016-03-03,11.3,14.2,7.5,10.6,9.6,1015.5,1021.9
63,2016-03-04,12.2,14.7,9.5,8.2,3.5,1022.5,1029.0
64,2016-03-05,12.9,15.0,10.1,8.1,4.7,1024.0,1030.5
65,2016-03-06,14.3,17.3,10.6,2.9,4.3,1019.4,1025.8
66,2016-03-07,15.9,17.4,14.7,0.0,4.4,1010.5,1016.8
67,2016-03-08,16.2,18.9,13.2,9.6,4.1,1007.1,1013.4
68,2016-03-09,11.9,16.0,7.0,1.2,5.7,1005.8,1012.2
69,2016-03-10,7.7,8.9,6.7,0.0,5.4,1008.4,1014.9
70,2016-03-11,6.0,8.2,5.0,0.0,5.0,1010.2,1016.8
71,2016-03-12,7.8,10.1,5.6,10.2,5.6,1014.6,1021.2
72,2016-03-13,8.7,11.5,5.8,4.4,4.3,1016.3,1022.9
73,2016-03-14,7.3,8.4,5.7,0.0,2.9,1004.6,1011.1
74,2016-03-15,9.9,14.0,5.8,9.7,2.6,1007.9,1014.4
75,2016-03-16,11.0,13.2,7.1,3.1,4.5,1016.2,1022.7
76,2016-03-17,13.5,16.4,11.5,11.6,3.7,1015.4,1021.8
77,2016-03-18,15.1,18.8,11.2,7.2,3.4,1013.6,1020.0
78,2016-03-19,15.5,18.9,13.7,3.2,5.4,1000.5,1006.7
79,2016-03-20,13.4,15.9,11.2,5.2,6.2,1004.0,1010.3
80,2016-03-21,10.2,12.1,9.0,7.2,6.7,1009.5,1016.0
81,2016-03-22,12.0,16.1,7.9,9.3,6.1,1009.7,1016.1
82,2016-03-23,14.3,17.5,10.9,7.6,7.4,1006.4,1012.8
83,2016-03-24,8.4,10.9,7.2,4.2,7.8,1007.1,1013.6
84,2016-03-25,8.8,11.5,5.7,9.4,4.1,1010.8,1017.3
85,2016-03-26,8.9,10.9,7.1,11.2,5.9,1012.2,1018.7
86,2016-03-27,11.9,15.5,8.6,9.8,3.3,1011.9,1018.4
87,2016-03-28,10.8,14.8,8.6,4.6,3.0,1011.9,1018.4
88,2016-03-29,13.4,17.7,8.4,9.8,3.3,1016.8,1023.2
89,2016-03-30,15.8,18.4,14.2,5.3,6.9,1012.9,1019.2
90,2016-03-31,15.3,17.1,12.5,9.5,5.0,1011.9,1018.3
91,2016-04-01,13.5,15.8,10.2,0.0,5.1,1011.8,1018.2
92,2016-04-02,12.6,15.4,9.6,2.9,7.8,1016.6,1023.1
93,2016-04-03,15.6,18.8,12.5,1.9,3.1,1016.7,1023.1
94,2016-04-04,16.7,17.8,13.9,0.1,5.5,1001.8,1008.0
95,2016-04-05,12.7,15.0,11.1,2.2,5.9,1006.7,1013.1
96,2016-04-06,14.8,18.2,10.8,9.9,2.8,1012.8,1019.2
97,2016-04-07,16.1,18.7,13.0,0.0,6.7,1004.7,1011.0
98,2016-04-08,16.7,20.2,15.1,3.8,5.9,1002.4,1008.7
