Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,avg_wind_speed,avg_local_pressure,avg_sea_pressure
0,2016-01-01,2.1,6.1,-2.8,8.5,5.4,981.6,1025.7
1,2016-01-02,2.5,9.1,-3.4,4.9,2.5,977.7,1021.6
2,2016-01-03,7.0,15.4,-0.9,7.7,3.0,973.4,1016.4
3,2016-01-04,8.0,14.1,0.1,8.3,4.4,970.8,1013.5
4,2016-01-05,5.9,12.1,3.3,6.2,3.8,973.7,1016.9
5,2016-01-06,3.7,6.8,1.4,0.5,3.5,974.1,1017.7
6,2016-01-07,3.0,6.9,-0.4,8.0,5.1,969.9,1013.4
7,2016-01-08,2.1,8.5,-2.9,8.3,2.3,970.4,1014.1
8,2016-01-09,2.1,6.3,-0.7,8.2,3.4,974.4,1018.2
9,2016-01-10,3.0,10.3,-2.3,5.1,3.0,973.2,1016.8
10,2016-01-11,1.2,3.8,0.0,7.6,5.8,974.5,1018.5
11,2016-01-12,0.9,5.2,-1.5,4.0,5.6,971.4,1015.3
12,2016-01-13,1.0,6.0,-3.6,9.2,2.3,969.6,1013.4
13,2016-01-14,0.4,6.0,-4.2,5.6,2.6,969.1,1013.0
14,2016-01-15,-0.9,3.3,-3.3,2.4,2.2,973.6,1017.9
15,2016-01-16,-0.4,5.2,-5.5,4.8,4.2,975.7,1020.0
16,2016-01-17,0.9,6.6,-3.5,5.0,2.7,978.8,1023.1
17,2016-01-18,0.5,3.0,-1.5,0.0,5.0,958.3,1001.6
18,2016-01-19,1.3,5.0,-5.0,7.6,4.2,956.1,999.2
19,2016-01-20,-1.9,3.1,-7.7,2.7,4.1,964.2,1008.2
20,2016-01-21,0.3,2.8,-1.6,0.8,3.6,973.3,1017.4
21,2016-01-22,-0.1,2.8,-1.8,5.2,4.5,975.8,1020.0
22,2016-01-23,-0.6,1.6,-2.2,2.3,3.2,973.7,1017.9
23,2016-01-24,-1.4,2.9,-3.7,8.4,3.7,959.8,1003.6
24,2016-01-25,-2.3,1.6,-4.8,1.7,3.2,971.6,1016.0
25,2016-01-26,-1.0,5.7,-7.8,9.8,2.5,978.5,1023.0
26,2016-01-27,1.4,8.2,-5.8,8.3,3.5,979.5,1023.6
27,2016-01-28,3.4,10.2,-2.4,9.3,2.5,981.9,1025.8
28,2016-01-29,0.0,1.0,-2.0,0.0,1.7,981.1,1025.6
29,2016-01-30,-1.4,1.3,-4.7,0.2,2.9,977.0,1021.5
30,2016-01-31,-0.2,5.0,-5.6,6.8,2.0,977.0,1021.3
31,2016-02-01,0.3,3.3,-2.6,2.7,4.5,976.5,1020.7
32,2016-02-02,0.0,3.5,-2.6,4.2,4.3,974.5,1018.6
33,2016-02-03,0.3,4.6,-3.5,8.1,3.7,977.6,1021.8
34,2016-02-04,0.1,5.5,-5.3,7.8,2.6,975.9,1020.2
35,2016-02-05,1.7,6.6,-1.3,5.0,2.1,972.9,1016.7
36,2016-02-06,1.1,4.9,-1.1,3.3,2.6,970.3,1014.1
37,2016-02-07,-0.9,2.7,-5.0,9.4,6.3,972.8,1017.0
38,2016-02-08,-1.5,4.4,-6.3,5.3,1.7,974.8,1019.3
39,2016-02-09,0.6,7.6,-5.3,6.8,3.2,966.1,1009.8
40,2016-02-10,0.4,3.3,-1.8,8.6,6.5,974.3,1018.4
41,2016-02-11,1.1,5.9,-3.7,10.2,5.8,986.1,1030.6
42,2016-02-12,2.2,8.6,-6.3,10.0,3.8,986.8,1031.2
43,2016-02-13,8.8,15.7,2.9,2.8,2.6,976.3,1019.1
44,2016-02-14,11.6,16.5,7.8,0.4,6.5,958.0,999.6
45,2016-02-15,1.9,8.1,-2.6,0.2,7.6,960.7,1003.9
46,2016-02-16,0.3,5.9,-3.8,7.1,3.1,967.8,1011.7
47,2016-02-17,0.8,6.2,-2.7,8.8,5.1,971.6,1015.5
48,2016-02-18,1.4,7.6,-5.3,10.4,3.9,980.7,1024.9
49,2016-02-19,5.1,13.4,-2.6,10.2,2.7,981.5,1025.2
