Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,16.5,20.3,13.8,0.0,4.6
1,2016-01-02,19.4,22.6,14.0,0.0,3.1
2,2016-01-03,20.4,22.0,18.6,6.0,4.4
3,2016-01-04,19.7,23.8,16.8,0.0,3.1
4,2016-01-05,19.8,24.5,14.0,9.0,1.9
5,2016-01-06,19.6,22.1,18.4,13.5,4.3
6,2016-01-07,17.7,20.8,16.4,0.0,7.8
7,2016-01-08,16.7,17.9,15.2,0.0,5.8
8,2016-01-09,16.9,20.4,14.2,0.0,5.1
9,2016-01-10,15.0,20.6,9.5,0.0,2.0
10,2016-01-11,17.0,20.2,13.6,27.5,1.3
11,2016-01-12,16.9,19.5,15.1,8.0,9.4
12,2016-01-13,15.2,16.6,14.3,0.0,7.4
13,2016-01-14,15.1,17.5,13.8,0.0,5.7
14,2016-01-15,15.1,18.2,12.2,5.0,3.1
15,2016-01-16,16.9,20.4,12.6,1.0,3.8
16,2016-01-17,19.2,21.2,17.6,27.0,6.1
17,2016-01-18,16.7,19.8,14.3,1.0,11.5
18,2016-01-19,13.8,15.9,12.8,0.0,10.9
19,2016-01-20,13.5,15.8,12.3,0.0,7.7
20,2016-01-21,13.6,15.8,11.4,18.0,3.2
21,2016-01-22,14.5,16.0,13.0,3.5,8.5
22,2016-01-23,13.8,15.1,11.2,19.0,10.1
23,2016-01-24,8.5,12.4,4.8,5.0,14.4
24,2016-01-25,9.3,13.2,6.0,8.0,9.3
25,2016-01-26,13.0,17.1,10.9,0.0,6.3
26,2016-01-27,13.8,17.9,10.4,0.0,2.0
27,2016-01-28,17.2,20.8,10.4,1.0,3.2
28,2016-01-29,20.6,22.8,17.4,2.5,5.4
29,2016-01-30,17.9,19.6,16.7,15.0,4.5
30,2016-01-31,17.6,20.2,14.5,0.0,4.6
31,2016-02-01,15.0,17.3,13.8,31.0,6.6
32,2016-02-02,13.5,14.4,12.3,3.5,8.1
33,2016-02-03,14.4,17.3,12.8,0.0,6.7
34,2016-02-04,15.0,19.3,13.2,0.0,3.8
35,2016-02-05,14.3,15.6,13.0,13.0,5.0
36,2016-02-06,13.4,17.9,10.4,8.5,9.8
37,2016-02-07,12.1,17.2,9.6,12.0,7.2
38,2016-02-08,12.9,15.9,10.5,0.5,9.0
39,2016-02-09,16.2,20.4,12.6,0.0,5.9
40,2016-02-10,16.1,21.2,10.3,0.0,3.1
41,2016-02-11,16.3,20.6,10.3,0.0,4.0
42,2016-02-12,19.3,20.7,18.1,3.0,6.3
43,2016-02-13,21.3,23.4,18.4,20.5,5.5
44,2016-02-14,17.9,22.0,13.3,14.0,7.2
45,2016-02-15,12.8,15.5,10.1,4.0,11.1
46,2016-02-16,12.5,14.9,11.2,0.0,8.9
47,2016-02-17,14.0,17.4,12.4,0.0,6.6
48,2016-02-18,14.5,19.5,9.6,0.0,2.2
49,2016-02-19,16.4,21.3,9.1,0.0,4.1
50,2016-02-20,18.3,22.0,14.1,14.5,8.7
51,2016-02-21,14.6,18.2,13.0,0.0,8.2
52,2016-02-22,16.0,18.4,11.6,0.0,3.4
53,2016-02-23,18.9,23.4,15.9,8.0,7.3
54,2016-02-24,15.0,16.4,13.2,0.5,10.0
55,2016-02-25,13.9,17.6,12.4,0.0,8.6
56,2016-02-26,13.3,17.8,9.5,0.0,6.1
57,2016-02-27,13.8,15.3,10.4,5.5,5.2
58,2016-02-28,17.2,20.5,14.5,0.0,4.0
59,2016-02-29,16.0,19.0,12.5,0.5,9.3
60,2016-03-01,12.6,14.2,10.5,0.0,7.2
61,2016-03-02,13.5,19.4,7.5,0.0,3.7
62,2016-03-03,13.0,20.2,7.0,0.0,2.0
