,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
0,2016-01-01,-4.7,-2.7,-8.5,1.0,1.9,22.0,2.0,2.6,3.5,1018.2,81,1019.3
1,2016-01-02,-2.1,-0.1,-5.3,7.0,0.0,32.0,14.0,1.9,4.9,1008.6,94,1009.7
2,2016-01-03,-3.3,-1.3,-4.9,3.5,0.3,35.0,8.0,2.5,3.9,1008.7,81,1009.8
3,2016-01-04,-5.2,-3.2,-6.8,1.5,1.6,35.0,2.0,2.3,3.3,1008.6,79,1009.7
4,2016-01-05,-6.6,-5.5,-7.7,5.5,0.0,38.0,7.0,2.5,3.0,1009.2,81,1010.3
5,2016-01-06,-5.3,-3.0,-7.2,4.5,0.0,41.0,8.0,2.9,3.4,1008.4,83,1009.5
6,2016-01-07,-6.1,-4.5,-7.5,0.5,1.2,39.0,2.0,3.1,3.0,1005.3,76,1006.4
7,2016-01-08,-5.3,-3.8,-7.1,3.0,1.4,42.0,9.0,2.2,3.4,1005.6,83,1006.7
8,2016-01-09,-6.5,-4.7,-8.2,3.5,4.8,42.0,7.0,2.3,3.0,1010.1,81,1011.2
9,2016-01-10,-6.7,-5.7,-9.9,4.0,0.0,43.0,4.0,2.2,3.1,1008.8,83,1009.9
10,2016-01-11,-9.1,-7.6,-11.1,3.0,2.3,46.0,6.0,2.9,2.4,1011.9,78,1013.0
11,2016-01-12,-9.8,-7.9,-12.0,2.5,0.0,42.0,2.0,1.7,2.5,1008.8,86,1009.9
12,2016-01-13,-8.0,-6.4,-10.2,2.0,0.5,43.0,4.0,2.3,2.9,1008.4,87,1009.5
13,2016-01-14,-6.7,-4.0,-9.3,4.5,0.0,43.0,7.0,6.8,3.1,1009.9,84,1011.0
14,2016-01-15,-8.5,-5.2,-10.7,0.0,6.6,41.0,,2.8,2.3,1015.0,72,1016.1
15,2016-01-16,-8.1,-3.7,-11.6,0.0,6.3,38.0,,3.3,2.7,1015.1,80,1016.2
16,2016-01-17,-8.1,-4.0,-12.2,0.0,5.8,37.0,,2.7,2.6,1020.8,78,1021.9
17,2016-01-18,-5.2,-0.9,-12.2,5.0,4.1,35.0,1.0,6.8,3.2,1019.4,75,1020.5
18,2016-01-19,-1.5,-1.0,-2.2,5.0,0.0,20.0,5.0,14.2,5.1,1003.9,93,1005.0
19,2016-01-20,-2.5,-1.7,-3.4,0.5,0.0,26.0,13.0,12.7,4.4,1007.0,87,1008.1
20,2016-01-21,-3.9,-1.8,-5.7,0.0,1.9,27.0,2.0,3.9,3.5,1011.5,76,1012.6
21,2016-01-22,-2.8,-0.4,-5.1,4.5,0.0,33.0,13.0,6.0,4.6,1012.2,92,1013.3
22,2016-01-23,-5.1,-3.3,-7.9,0.5,2.8,33.0,1.0,3.3,3.2,1013.6,77,1014.7
23,2016-01-24,-7.7,-5.3,-10.6,1.0,1.1,32.0,1.0,4.5,2.5,1005.3,72,1006.4
24,2016-01-25,-9.2,-6.5,-13.6,0.0,4.1,32.0,4.0,2.7,2.4,1009.1,79,1010.2
25,2016-01-26,-2.1,0.2,-6.6,1.0,0.2,36.0,4.0,2.7,4.1,1011.5,78,1012.6
26,2016-01-27,-4.0,-1.1,-5.8,2.5,1.4,38.0,7.0,2.8,3.7,1013.9,80,1015.0
27,2016-01-28,-7.5,-4.1,-11.1,4.0,3.0,40.0,4.0,4.6,2.5,1018.4,71,1019.5
28,2016-01-29,-9.2,-6.1,-11.9,0.0,6.2,37.0,,3.5,2.1,1023.3,68,1024.4
29,2016-01-30,-10.1,-5.9,-14.3,0.0,6.0,34.0,,2.5,2.1,1021.4,74,1022.5
30,2016-01-31,-9.8,-6.7,-13.1,0.0,2.5,33.0,,2.7,2.3,1015.9,78,1017.0
31,2016-02-01,-10.7,-7.8,-13.4,0.0,2.2,33.0,,3.2,1.9,1016.9,71,1018.0
32,2016-02-02,-9.0,-5.2,-12.3,0.5,3.0,34.0,2.0,3.3,2.5,1012.8,79,1013.9
33,2016-02-03,-8.4,-4.2,-13.2,0.0,5.1,34.0,,3.0,2.6,1017.2,79,1018.3
34,2016-02-04,-4.3,-0.1,-9.9,1.0,3.5,36.0,4.0,2.7,4.0,1011.8,88,1012.9
35,2016-02-05,-4.5,-2.3,-8.6,4.0,5.2,47.0,11.0,4.0,3.2,1007.9,72,1009.0
36,2016-02-06,-7.2,-4.3,-9.8,2.5,6.3,53.0,15.0,3.2,2.7,1010.0,77,1011.1
37,2016-02-07,-8.4,-5.7,-12.2,5.5,5.9,55.0,11.0,3.4,2.5,1009.2,78,1010.3
38,2016-02-08,-9.5,-6.1,-12.4,1.5,6.2,60.0,6.0,2.6,2.4,1016.3,80,1017.4
39,2016-02-09,-5.2,-1.5,-11.5,1.5,0.0,50.0,2.0,1.5,3.9,1004.7,90,1005.8
40,2016-02-10,-2.9,-1.1,-5.4,3.0,4.3,53.0,7.0,5.4,4.0,1010.3,81,1011.4
41,2016-02-11,-5.3,-2.8,-9.0,0.5,4.0,54.0,2.0,3.1,3.5,1027.5,83,1028.6
42,2016-02-12,0.1,4.4,-7.2,1.5,0.2,49.0,,4.6,4.8,1021.7,77,1022.8
43,2016-02-13,4.1,6.1,-0.3,0.5,0.0,41.0,,5.3,7.2,1009.7,87,1010.7
44,2016-02-14,-4.7,-0.2,-7.2,11.5,0.0,45.0,24.0,8.8,4.0,998.8,92,999.9
45,2016-02-15,-8.2,-4.5,-11.6,2.0,4.2,47.0,6.0,4.0,2.7,995.4,81,996.5
46,2016-02-16,-8.0,-6.0,-11.4,4.0,2.3,51.0,6.0,2.2,2.9,1002.9,86,1004.0
47,2016-02-17,-6.9,-5.1,-8.5,6.0,0.4,56.0,5.0,3.4,2.9,1004.3,79,1005.4
