Unnamed: 0,calendar_date,precipitation
0,2016-01-01,0.0
1,2016-01-02,0.0
2,2016-01-03,22.0
3,2016-01-04,19.5
4,2016-01-05,21.5
5,2016-01-06,10.0
6,2016-01-07,0.5
7,2016-01-08,11.0
8,2016-01-09,1.0
9,2016-01-10,0.0
10,2016-01-11,43.5
11,2016-01-12,3.0
12,2016-01-13,0.0
13,2016-01-14,1.0
14,2016-01-15,0.5
15,2016-01-16,4.5
16,2016-01-17,30.5
17,2016-01-18,1.0
18,2016-01-19,0.0
19,2016-01-20,0.0
20,2016-01-21,64.5
21,2016-01-22,1.0
22,2016-01-23,15.5
23,2016-01-24,2.0
24,2016-01-25,2.5
25,2016-01-26,0.0
26,2016-01-27,0.0
27,2016-01-28,0.0
28,2016-01-29,8.5
29,2016-01-30,17.5
30,2016-01-31,0.0
31,2016-02-01,8.5
32,2016-02-02,3.0
33,2016-02-03,0.0
34,2016-02-04,0.5
35,2016-02-05,21.5
36,2016-02-06,1.0
37,2016-02-07,1.5
38,2016-02-08,0.0
39,2016-02-09,0.0
40,2016-02-10,0.0
41,2016-02-11,0.0
42,2016-02-12,0.0
43,2016-02-13,0.0
44,2016-02-14,0.5
45,2016-02-15,0.5
46,2016-02-16,0.0
47,2016-02-17,0.0
48,2016-02-18,0.0
49,2016-02-19,3.5
50,2016-02-20,30.0
51,2016-02-21,0.0
52,2016-02-22,0.0
53,2016-02-23,15.5
54,2016-02-24,1.0
55,2016-02-25,0.0
56,2016-02-26,0.0
57,2016-02-27,23.0
58,2016-02-28,3.0
59,2016-02-29,0.5
60,2016-03-01,0.0
61,2016-03-02,0.0
62,2016-03-03,0.0
63,2016-03-04,1.5
64,2016-03-05,13.0
65,2016-03-06,30.0
66,2016-03-07,0.5
67,2016-03-08,0.0
68,2016-03-09,14.0
69,2016-03-10,16.5
70,2016-03-11,7.0
71,2016-03-12,0.0
72,2016-03-13,21.5
73,2016-03-14,65.0
74,2016-03-15,0.0
75,2016-03-16,1.5
76,2016-03-17,4.0
77,2016-03-18,0.0
78,2016-03-19,10.5
79,2016-03-20,0.0
80,2016-03-21,0.0
81,2016-03-22,0.0
82,2016-03-23,1.5
83,2016-03-24,4.5
84,2016-03-25,0.0
85,2016-03-26,0.5
86,2016-03-27,0.0
87,2016-03-28,0.0
88,2016-03-29,0.0
89,2016-03-30,0.0
90,2016-03-31,4.5
91,2016-04-01,0.0
92,2016-04-02,0.0
93,2016-04-03,1.0
94,2016-04-04,1.5
95,2016-04-05,2.0
96,2016-04-06,0.0
97,2016-04-07,0.0
98,2016-04-08,31.0
99,2016-04-09,47.5
100,2016-04-10,119.0
101,2016-04-11,8.5
102,2016-04-12,3.0
103,2016-04-13,25.5
104,2016-04-14,2.5
105,2016-04-15,0.0
106,2016-04-16,2.5
107,2016-04-17,26.0
108,2016-04-18,1.5
109,2016-04-19,0.0
110,2016-04-20,0.0
111,2016-04-21,0.0
112,2016-04-22,0.0
113,2016-04-23,0.0
114,2016-04-24,21.0
115,2016-04-25,1.0
116,2016-04-26,1.5
117,2016-04-27,4.0
118,2016-04-28,3.0
119,2016-04-29,0.0
120,2016-04-30,0.0
121,2016-05-01,0.0
122,2016-05-02,0.0
123,2016-05-03,12.0
124,2016-05-04,0.0
125,2016-05-05,0.0
126,2016-05-06,0.0
127,2016-05-07,0.0
128,2016-05-08,0.0
129,2016-05-09,0.0
130,2016-05-10,16.5
131,2016-05-11,22.5
132,2016-05-12,0.0
133,2016-05-13,0.0
134,2016-05-14,0.0
135,2016-05-15,0.0
136,2016-05-16,6.5
137,2016-05-17,10.5
138,2016-05-18,15.0
139,2016-05-19,5.5
140,2016-05-20,0.5
141,2016-05-21,11.5
142,2016-05-22,13.0
143,2016-05-23,0.0
144,2016-05-24,0.0
145,2016-05-25,1.0
146,2016-05-26,0.0
147,2016-05-27,0.0
148,2016-05-28,0.0
149,2016-05-29,0.0
150,2016-05-30,0.5
151,2016-05-31,0.0
152,2016-06-01,0.0
153,2016-06-02,2.0
154,2016-06-03,30.5
155,2016-06-04,11.0
156,2016-06-05,2.5
157,2016-06-06,15.0
158,2016-06-07,52.0
159,2016-06-08,0.0
