Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,0.3,6.2,-5.6,0.0,1.3
1,2016-01-02,5.3,11.6,-2.9,0.0,2.1
2,2016-01-03,8.0,11.5,4.3,0.0,2.3
3,2016-01-04,5.4,11.3,0.4,0.0,2.1
4,2016-01-05,2.9,6.5,-1.8,0.0,2.1
5,2016-01-06,2.2,7.0,-3.2,0.0,1.7
6,2016-01-07,1.2,5.9,-3.4,0.0,2.1
7,2016-01-08,2.6,7.5,-2.8,0.0,2.2
8,2016-01-09,0.5,5.2,-3.4,0.0,1.4
9,2016-01-10,2.0,7.6,-2.5,0.0,2.4
10,2016-01-11,0.1,4.5,-3.7,0.0,2.6
11,2016-01-12,-0.9,2.5,-5.5,0.0,1.6
12,2016-01-13,0.7,5.5,-5.2,0.0,1.3
13,2016-01-14,1.0,4.9,-5.3,0.5,1.8
14,2016-01-15,-1.4,4.7,-5.3,0.0,1.1
15,2016-01-16,-2.4,2.6,-6.3,0.0,1.4
16,2016-01-17,-0.7,4.8,-6.3,0.0,1.8
17,2016-01-18,1.0,3.6,-1.8,63.5,4.2
18,2016-01-19,0.5,2.8,-4.5,3.0,1.7
19,2016-01-20,-0.5,4.1,-6.5,0.0,1.7
20,2016-01-21,0.4,3.4,-4.2,0.0,1.6
21,2016-01-22,-0.4,3.6,-3.5,0.0,1.8
22,2016-01-23,-0.2,2.4,-3.4,0.0,2.4
23,2016-01-24,-2.1,1.5,-7.8,2.0,2.6
24,2016-01-25,-1.7,1.8,-6.6,0.5,1.7
25,2016-01-26,1.5,5.4,-2.3,0.0,1.4
26,2016-01-27,2.7,6.8,-3.8,0.0,2.0
27,2016-01-28,3.7,7.5,-0.4,0.0,2.6
28,2016-01-29,0.8,2.7,-1.3,0.5,1.7
29,2016-01-30,-2.1,0.7,-6.0,3.0,1.6
30,2016-01-31,-0.1,4.4,-5.3,0.0,2.2
31,2016-02-01,-0.6,2.0,-3.0,0.0,1.6
32,2016-02-02,-1.2,4.1,-6.1,0.0,1.8
33,2016-02-03,-1.0,3.7,-6.4,0.0,1.1
34,2016-02-04,0.6,6.5,-4.6,0.0,1.4
35,2016-02-05,2.6,6.6,-1.9,0.0,2.6
36,2016-02-06,0.4,4.3,-3.5,0.0,1.5
37,2016-02-07,-1.5,2.3,-5.3,0.0,2.4
38,2016-02-08,-0.1,6.3,-6.3,0.0,1.8
39,2016-02-09,2.6,8.3,-2.4,0.0,2.0
40,2016-02-10,0.9,4.3,-1.5,0.0,4.2
41,2016-02-11,0.7,5.5,-5.3,0.0,2.1
42,2016-02-12,1.0,8.8,-6.3,0.0,1.9
43,2016-02-13,6.1,15.2,-0.1,0.0,1.0
44,2016-02-14,8.5,14.3,5.2,0.5,1.8
45,2016-02-15,2.2,8.2,-2.9,0.0,4.2
46,2016-02-16,0.5,6.3,-4.9,0.0,2.7
47,2016-02-17,0.3,5.5,-3.7,0.0,2.5
48,2016-02-18,2.5,10.1,-5.7,0.0,3.2
49,2016-02-19,4.0,12.8,-5.6,0.0,2.3
50,2016-02-20,4.9,9.1,0.5,17.5,1.5
51,2016-02-21,5.9,10.8,1.9,0.0,3.6
52,2016-02-22,1.9,6.0,-1.0,0.0,2.1
53,2016-02-23,3.7,9.5,-0.7,0.0,2.4
54,2016-02-24,0.2,3.7,-3.0,0.0,3.2
55,2016-02-25,-1.0,5.4,-5.2,0.0,1.7
56,2016-02-26,0.2,5.9,-6.2,0.0,2.0
57,2016-02-27,2.1,7.0,-4.4,2.0,2.0
58,2016-02-28,3.2,7.7,-1.6,0.5,2.0
59,2016-02-29,5.6,8.1,0.9,0.0,3.5
60,2016-03-01,0.4,4.2,-2.5,0.0,4.3
61,2016-03-02,0.6,5.9,-5.0,0.0,2.4
62,2016-03-03,2.7,10.3,-4.1,1.0,2.6
63,2016-03-04,2.0,8.4,-4.4,0.0,1.3
64,2016-03-05,3.9,9.5,-3.1,0.0,2.1
65,2016-03-06,7.5,11.6,4.8,0.0,1.7
66,2016-03-07,9.8,14.5,6.5,2.5,1.1
67,2016-03-08,9.9,17.2,7.0,0.5,2.6
68,2016-03-09,4.6,7.0,2.9,0.0,2.3
