Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,deepest_snowfall,total_snowfall
0,2016-01-01,-0.2,2.2,-5.0,1.0,41,6
1,2016-01-02,2.1,6.0,-1.1,13.5,36,1
2,2016-01-03,3.8,7.7,2.1,8.5,20,4
3,2016-01-04,2.9,7.7,1.0,2.5,13,1
4,2016-01-05,0.5,1.4,-0.6,2.0,15,12
5,2016-01-06,1.1,2.8,-1.0,0.5,14,1
6,2016-01-07,0.7,2.5,-1.0,0.5,9,6
7,2016-01-08,0.4,2.3,-0.7,2.0,11,6
8,2016-01-09,-0.2,1.4,-1.4,1.5,16,8
9,2016-01-10,0.0,2.7,-1.6,11.0,28,24
10,2016-01-11,-2.0,-0.9,-2.8,1.0,29,6
11,2016-01-12,-1.9,0.0,-2.9,1.0,28,7
12,2016-01-13,-1.3,0.5,-3.5,4.0,32,12
13,2016-01-14,-2.0,0.7,-8.1,4.5,36,6
14,2016-01-15,-4.9,0.1,-10.2,0.0,31,1
15,2016-01-16,-3.1,-0.4,-8.0,1.0,34,6
16,2016-01-17,-1.7,0.1,-3.2,4.5,40,11
17,2016-01-18,0.0,1.8,-2.9,24.5,48,19
18,2016-01-19,-0.5,2.1,-3.3,42.0,85,45
19,2016-01-20,-1.1,1.7,-4.4,9.5,91,13
20,2016-01-21,-1.3,-0.3,-2.3,4.5,86,8
21,2016-01-22,-2.1,0.0,-3.7,6.5,89,13
22,2016-01-23,-2.3,-0.7,-3.7,0.5,89,1
23,2016-01-24,-2.9,0.2,-4.4,4.0,84,10
24,2016-01-25,-2.2,-0.3,-3.7,1.5,82,6
25,2016-01-26,0.3,1.8,-1.1,1.5,80,3
26,2016-01-27,1.0,1.9,-0.3,13.5,75,6
27,2016-01-28,1.5,2.8,0.1,0.5,69,4
28,2016-01-29,-0.6,0.8,-2.4,0.0,65,2
29,2016-01-30,-1.5,0.9,-3.1,6.0,76,16
30,2016-01-31,-1.0,1.0,-2.5,1.0,71,9
31,2016-02-01,-2.1,-0.7,-2.8,1.0,72,10
32,2016-02-02,-1.9,-0.5,-3.7,5.5,80,12
33,2016-02-03,-1.1,1.4,-3.6,0.0,81,1
34,2016-02-04,-0.3,2.9,-3.1,6.0,78,11
35,2016-02-05,0.2,2.4,-1.2,1.5,80,5
36,2016-02-06,-1.4,1.8,-4.5,0.0,69,1
37,2016-02-07,-2.6,-0.5,-3.8,0.0,66,5
38,2016-02-08,-1.7,4.1,-4.9,0.0,67,1
39,2016-02-09,-1.1,2.1,-5.3,8.0,75,13
40,2016-02-10,-1.6,-0.2,-2.7,13.0,75,2
41,2016-02-11,-1.0,2.2,-7.1,0.0,71,0
42,2016-02-12,-2.6,6.2,-10.8,0.0,65,0
43,2016-02-13,1.3,6.0,-1.9,0.0,64,1
44,2016-02-14,3.7,10.9,0.7,7.0,62,2
