Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,4.6,11.0,-0.9,0.0,2.6
1,2016-01-02,3.7,11.7,-1.1,0.0,1.7
2,2016-01-03,5.6,16.2,-2.3,0.0,1.4
3,2016-01-04,6.2,15.5,-0.8,0.0,1.2
4,2016-01-05,6.9,14.9,-1.3,0.0,1.5
5,2016-01-06,6.8,10.3,2.8,0.0,2.1
6,2016-01-07,6.7,13.0,0.5,0.0,2.2
7,2016-01-08,4.3,10.9,-1.9,0.0,1.4
8,2016-01-09,4.0,11.2,-2.4,0.0,1.7
9,2016-01-10,4.9,12.9,-0.7,0.0,2.2
10,2016-01-11,3.8,9.1,-3.5,0.0,2.1
11,2016-01-12,2.2,3.9,-2.6,0.0,2.3
12,2016-01-13,1.0,9.2,-6.0,0.0,1.3
13,2016-01-14,3.1,11.3,-5.2,0.0,1.9
14,2016-01-15,4.2,9.5,0.9,0.0,3.5
15,2016-01-16,4.5,11.5,-1.5,0.0,2.4
16,2016-01-17,4.6,8.8,-2.0,0.5,2.5
17,2016-01-18,5.5,11.4,1.4,53.0,6.1
18,2016-01-19,4.6,8.6,-1.1,0.0,3.9
19,2016-01-20,2.1,6.8,-3.6,0.0,4.5
20,2016-01-21,3.1,8.5,-3.7,0.0,2.6
21,2016-01-22,3.8,9.8,-1.2,0.0,2.8
22,2016-01-23,1.9,4.8,-1.6,0.0,1.9
23,2016-01-24,2.4,7.1,-0.7,0.0,4.7
24,2016-01-25,0.9,6.6,-4.3,0.0,3.7
25,2016-01-26,0.7,8.9,-6.1,0.0,1.5
26,2016-01-27,3.0,12.4,-4.9,0.0,2.1
27,2016-01-28,3.7,13.1,-3.6,0.0,1.4
28,2016-01-29,3.7,7.2,0.2,7.0,3.9
29,2016-01-30,3.0,5.0,1.2,4.5,3.7
30,2016-01-31,4.4,9.9,-0.8,0.0,1.3
31,2016-02-01,3.3,4.9,1.5,0.0,2.3
32,2016-02-02,4.6,10.2,1.0,0.0,2.6
33,2016-02-03,2.1,7.7,-3.0,0.0,1.9
34,2016-02-04,2.5,9.1,-2.6,0.0,1.5
35,2016-02-05,4.1,12.0,-2.7,0.0,2.1
36,2016-02-06,5.4,7.8,2.1,0.0,3.9
37,2016-02-07,3.1,8.9,-0.9,0.0,2.4
38,2016-02-08,1.9,9.1,-3.4,0.0,2.3
39,2016-02-09,4.2,13.2,-5.0,0.0,3.3
40,2016-02-10,4.3,8.8,-0.7,0.0,5.6
