Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation
0,2016-01-01,3.9,10.0,-1.0,0.0
1,2016-01-02,3.5,11.6,-2.3,0.0
2,2016-01-03,7.0,13.1,4.0,2.5
3,2016-01-04,6.0,14.9,1.5,0.0
4,2016-01-05,5.9,10.9,1.0,0.0
5,2016-01-06,6.9,11.1,4.6,0.0
6,2016-01-07,4.6,9.5,1.0,0.0
7,2016-01-08,4.4,9.1,-0.1,0.0
8,2016-01-09,2.9,8.1,-1.7,0.0
9,2016-01-10,1.9,8.9,-2.4,0.0
10,2016-01-11,3.2,9.8,-1.8,0.0
11,2016-01-12,4.0,8.5,-1.3,0.0
12,2016-01-13,2.5,8.3,-2.1,0.0
13,2016-01-14,1.1,5.5,-2.2,0.0
14,2016-01-15,1.1,6.2,-2.7,0.0
15,2016-01-16,1.0,9.2,-3.7,0.0
16,2016-01-17,3.4,9.9,-2.6,1.0
17,2016-01-18,6.5,9.8,1.4,14.0
18,2016-01-19,-0.1,2.8,-3.2,3.0
19,2016-01-20,-0.6,2.2,-3.3,6.5
20,2016-01-21,0.9,4.5,-1.6,0.0
21,2016-01-22,1.4,7.1,-1.3,0.0
22,2016-01-23,1.5,6.6,-1.8,0.5
23,2016-01-24,-3.9,0.0,-7.3,3.5
24,2016-01-25,-3.2,0.5,-8.3,1.5
25,2016-01-26,-1.4,5.6,-7.3,0.0
26,2016-01-27,1.5,7.3,-2.1,0.0
27,2016-01-28,3.4,12.6,-2.4,1.5
28,2016-01-29,7.8,12.9,3.7,98.5
29,2016-01-30,7.8,10.3,4.8,12.5
30,2016-01-31,4.7,12.0,0.2,0.0
31,2016-02-01,3.6,7.3,0.8,0.0
32,2016-02-02,2.5,8.0,-2.0,0.0
33,2016-02-03,0.9,7.7,-3.1,0.0
34,2016-02-04,1.8,10.1,-3.7,0.0
35,2016-02-05,3.0,12.1,-2.8,0.0
36,2016-02-06,1.6,6.3,-2.6,0.0
37,2016-02-07,1.5,6.9,-2.3,0.5
38,2016-02-08,1.5,10.5,-3.8,0.0
39,2016-02-09,3.2,9.3,-2.2,0.0
40,2016-02-10,2.4,7.3,-2.2,0.0
41,2016-02-11,3.6,15.3,-3.5,0.0
42,2016-02-12,6.8,14.3,-0.5,0.0
43,2016-02-13,11.4,17.2,6.5,89.5
44,2016-02-14,14.5,20.2,7.7,62.5
45,2016-02-15,3.1,7.8,-0.1,4.0
46,2016-02-16,0.0,4.1,-2.1,0.0
47,2016-02-17,1.5,5.9,-1.7,1.5
48,2016-02-18,2.4,9.7,-2.9,0.0
49,2016-02-19,5.9,14.8,0.0,0.0
50,2016-02-20,8.0,15.4,4.6,63.0
51,2016-02-21,5.3,8.3,0.9,0.0
52,2016-02-22,4.1,8.7,-1.2,0.0
53,2016-02-23,5.7,9.5,2.8,0.0
54,2016-02-24,3.7,7.6,-0.7,0.0
55,2016-02-25,2.3,8.2,-2.1,0.0
56,2016-02-26,1.4,7.6,-2.4,0.0
57,2016-02-27,4.1,11.0,-2.4,0.5
58,2016-02-28,6.6,15.5,0.5,0.0
59,2016-02-29,5.6,14.4,-0.9,0.0
60,2016-03-01,0.5,4.5,-1.4,0.5
61,2016-03-02,2.6,9.5,-1.7,0.0
62,2016-03-03,4.5,15.6,-2.6,0.0
63,2016-03-04,7.5,17.2,-0.8,0.0
64,2016-03-05,10.9,17.3,5.1,0.0
65,2016-03-06,11.4,16.7,6.5,1.5
66,2016-03-07,12.6,19.4,9.0,11.5
67,2016-03-08,12.4,21.2,6.9,0.0
68,2016-03-09,9.4,12.2,6.1,39.5
69,2016-03-10,6.5,12.0,1.9,0.0
70,2016-03-11,5.6,11.2,-0.1,0.0
71,2016-03-12,3.8,12.5,-1.6,0.0
72,2016-03-13,6.2,12.1,-0.2,11.5
73,2016-03-14,5.2,6.5,3.3,32.5
74,2016-03-15,4.8,10.1,-0.3,0.0
75,2016-03-16,5.6,14.0,-1.1,0.0
76,2016-03-17,9.1,19.7,1.5,0.0
77,2016-03-18,10.5,17.3,3.7,11.5
78,2016-03-19,13.2,19.4,7.4,13.0
79,2016-03-20,7.8,14.6,2.5,0.0
80,2016-03-21,6.5,13.0,0.5,0.0
81,2016-03-22,6.3,17.2,-1.3,0.0
82,2016-03-23,8.8,17.3,1.5,0.0
83,2016-03-24,6.8,10.9,1.9,0.0
84,2016-03-25,4.1,10.6,-1.0,0.0
85,2016-03-26,5.0,14.1,-1.6,0.0
86,2016-03-27,5.7,11.8,-0.1,3.0
87,2016-03-28,5.7,13.9,1.1,0.0
88,2016-03-29,7.5,16.4,0.0,0.0
89,2016-03-30,9.7,17.1,4.0,0.0
90,2016-03-31,12.0,19.9,4.5,1.5
91,2016-04-01,12.0,13.4,11.0,22.0
92,2016-04-02,13.0,15.6,10.4,0.0
93,2016-04-03,13.6,16.4,10.8,1.5
94,2016-04-04,14.6,18.7,11.8,35.0
95,2016-04-05,13.5,21.2,6.7,0.0
96,2016-04-06,12.6,22.0,5.0,0.0
97,2016-04-07,16.3,19.8,11.3,127.0
98,2016-04-08,12.7,17.1,7.0,0.0
99,2016-04-09,12.3,21.6,5.6,0.0
100,2016-04-10,12.7,17.3,8.6,0.0
101,2016-04-11,9.5,13.0,4.1,0.0
102,2016-04-12,9.6,16.9,0.4,0.0
103,2016-04-13,14.2,18.0,11.3,16.5
104,2016-04-14,16.7,22.9,10.9,21.0
105,2016-04-15,12.1,19.7,5.1,0.0
106,2016-04-16,13.9,24.8,2.9,0.0
107,2016-04-17,16.4,20.8,10.8,60.0
108,2016-04-18,11.2,17.1,8.3,0.5
109,2016-04-19,11.3,18.0,5.8,0.0
110,2016-04-20,12.3,21.1,3.9,0.0
111,2016-04-21,13.4,19.3,9.3,77.0
112,2016-04-22,17.4,24.0,11.3,4.0
113,2016-04-23,15.9,25.4,9.8,2.0
114,2016-04-24,15.4,21.6,12.3,1.0
115,2016-04-25,15.9,21.5,11.0,0.0
116,2016-04-26,16.9,25.4,10.0,0.0
117,2016-04-27,14.7,16.9,13.3,7.5
118,2016-04-28,14.8,18.6,11.1,9.0
119,2016-04-29,9.8,13.2,4.1,0.0
120,2016-04-30,11.1,22.0,2.1,0.0
121,2016-05-01,15.9,26.0,7.4,0.0
122,2016-05-02,17.0,28.4,8.9,0.0
123,2016-05-03,16.3,21.2,9.1,70.5
124,2016-05-04,16.5,22.1,10.9,8.5
125,2016-05-05,15.7,22.8,9.4,0.0
126,2016-05-06,13.2,18.0,11.4,9.5
127,2016-05-07,16.4,24.5,12.2,1.0
128,2016-05-08,16.0,24.6,8.2,0.0
129,2016-05-09,14.1,15.8,11.8,46.0
130,2016-05-10,17.7,21.2,14.6,90.5
131,2016-05-11,17.1,21.7,11.3,69.5
132,2016-05-12,16.4,25.5,8.9,0.0
133,2016-05-13,16.5,25.1,9.2,0.0
134,2016-05-14,17.8,26.7,10.9,0.0
135,2016-05-15,18.1,24.8,12.0,0.0
136,2016-05-16,18.3,21.0,15.8,62.0
137,2016-05-17,16.2,23.4,8.3,4.5
138,2016-05-18,15.8,26.3,6.6,0.0
139,2016-05-19,17.1,26.5,10.2,0.0
140,2016-05-20,17.5,25.9,12.3,0.0
141,2016-05-21,18.5,27.7,10.8,0.0
142,2016-05-22,18.2,27.9,11.2,0.0
143,2016-05-23,20.1,29.5,12.5,0.0
144,2016-05-24,19.3,28.0,12.5,0.0
145,2016-05-25,17.7,21.0,13.7,0.0
146,2016-05-26,20.0,22.8,17.6,0.5
147,2016-05-27,21.4,28.2,17.6,1.5
148,2016-05-28,18.8,21.1,17.1,0.0
149,2016-05-29,18.3,22.8,15.7,5.0
150,2016-05-30,19.1,23.9,16.3,7.0
151,2016-05-31,20.3,26.8,16.1,0.0
152,2016-06-01,17.9,23.6,12.8,0.0
153,2016-06-02,15.9,23.0,10.2,0.0
154,2016-06-03,16.2,24.5,7.6,0.0
155,2016-06-04,16.7,21.7,12.1,0.5
156,2016-06-05,17.1,20.3,14.2,0.5
157,2016-06-06,19.2,26.3,12.1,0.0
158,2016-06-07,17.8,19.7,16.4,5.5
159,2016-06-08,20.3,26.8,16.4,0.0
160,2016-06-09,20.9,27.5,17.2,0.0
161,2016-06-10,22.0,30.4,16.1,0.0
162,2016-06-11,21.2,26.5,16.1,0.0
163,2016-06-12,20.4,24.3,17.4,6.5
164,2016-06-13,20.3,22.5,17.6,4.5
165,2016-06-14,21.1,28.5,16.0,0.0
166,2016-06-15,21.8,26.2,18.2,0.0
167,2016-06-16,20.7,22.8,19.1,63.0
168,2016-06-17,21.1,27.3,16.8,1.5
169,2016-06-18,21.7,29.9,15.0,0.0
170,2016-06-19,18.9,21.1,16.2,15.5
171,2016-06-20,21.9,25.8,19.7,7.5
172,2016-06-21,22.1,29.1,19.2,96.0
173,2016-06-22,21.6,25.3,18.8,12.5
174,2016-06-23,23.2,28.2,18.7,62.0
175,2016-06-24,21.3,26.4,16.3,17.5
176,2016-06-25,22.1,26.0,16.5,26.5
177,2016-06-26,19.3,27.4,14.7,0.0
178,2016-06-27,19.6,27.0,14.4,23.5
179,2016-06-28,20.7,22.6,17.9,127.0
180,2016-06-29,21.9,26.8,18.7,10.5
181,2016-06-30,22.7,27.6,19.8,1.5
182,2016-07-01,24.1,31.1,18.2,0.0
183,2016-07-02,23.8,27.9,20.2,1.0
184,2016-07-03,25.0,29.2,22.7,5.0
185,2016-07-04,26.3,31.4,22.1,0.0
186,2016-07-05,25.9,32.8,21.1,0.0
187,2016-07-06,24.9,31.7,19.9,0.0
188,2016-07-07,25.3,32.5,20.0,0.0
189,2016-07-08,22.7,26.8,20.0,4.0
190,2016-07-09,21.9,25.5,20.0,201.0
191,2016-07-10,24.6,29.8,21.0,1.5
192,2016-07-11,25.0,31.5,21.1,0.0
193,2016-07-12,25.2,29.2,22.1,0.0
194,2016-07-13,23.9,25.2,22.8,7.5
195,2016-07-14,24.6,29.7,21.8,0.5
196,2016-07-15,21.9,25.4,18.8,0.0
197,2016-07-16,23.0,28.1,18.5,0.0
198,2016-07-17,24.3,28.7,22.3,2.5
199,2016-07-18,24.9,32.9,19.9,0.0
200,2016-07-19,25.0,33.2,18.3,0.0
201,2016-07-20,25.4,32.7,19.5,0.0
202,2016-07-21,24.4,31.2,19.8,1.0
203,2016-07-22,22.6,29.2,19.7,5.0
204,2016-07-23,23.0,29.4,19.6,0.0
205,2016-07-24,22.6,27.7,18.4,0.0
206,2016-07-25,23.0,28.0,19.2,0.0
207,2016-07-26,21.7,23.8,20.7,10.5
208,2016-07-27,23.4,29.2,20.7,0.0
209,2016-07-28,24.0,30.5,21.3,3.0
210,2016-07-29,23.8,30.4,19.7,0.0
211,2016-07-30,24.0,32.3,18.7,0.0
212,2016-07-31,23.9,30.3,18.6,0.0
213,2016-08-01,24.6,32.8,20.1,23.0
214,2016-08-02,24.8,31.8,20.4,13.0
215,2016-08-03,23.9,30.3,20.2,10.5
216,2016-08-04,23.6,29.5,20.7,3.0
217,2016-08-05,25.0,31.5,20.4,0.0
218,2016-08-06,24.7,32.9,20.9,0.0
219,2016-08-07,24.9,32.3,19.6,0.0
220,2016-08-08,25.4,33.3,18.2,0.0
221,2016-08-09,25.8,32.3,19.8,0.0
222,2016-08-10,25.9,33.9,20.4,0.0
223,2016-08-11,25.5,34.2,18.9,0.0
224,2016-08-12,25.3,33.0,19.6,0.0
225,2016-08-13,25.6,32.7,19.9,0.0
226,2016-08-14,26.0,32.4,21.2,0.0
227,2016-08-15,25.2,32.4,22.4,38.5
228,2016-08-16,24.2,31.4,21.5,49.5
229,2016-08-17,25.7,31.7,22.5,0.0
230,2016-08-18,26.1,32.8,22.8,3.5
231,2016-08-19,25.7,31.3,21.6,0.0
232,2016-08-20,25.9,34.0,22.5,0.5
233,2016-08-21,26.3,32.3,22.2,0.0
234,2016-08-22,27.2,33.8,22.9,0.0
235,2016-08-23,24.2,30.6,22.1,28.0
236,2016-08-24,25.2,31.5,21.1,0.0
237,2016-08-25,25.1,31.3,21.9,0.0
238,2016-08-26,25.2,32.6,19.3,0.0
239,2016-08-27,24.4,30.1,22.0,3.5
240,2016-08-28,24.4,28.4,21.5,0.0
241,2016-08-29,21.9,24.7,18.4,94.5
242,2016-08-30,19.7,25.5,16.4,0.0
243,2016-08-31,21.1,26.9,15.5,0.0
244,2016-09-01,22.0,30.1,16.7,0.0
245,2016-09-02,22.2,29.6,16.1,0.0
246,2016-09-03,24.0,28.4,19.4,0.0
247,2016-09-04,23.5,28.7,21.7,15.0
248,2016-09-05,22.4,27.0,20.5,5.0
249,2016-09-06,23.5,30.1,21.3,90.5
250,2016-09-07,24.0,30.5,20.1,1.0
251,2016-09-08,22.7,26.9,18.8,13.0
252,2016-09-09,21.0,28.6,17.0,0.0
253,2016-09-10,21.6,30.7,15.1,0.0
254,2016-09-11,22.7,30.0,16.9,0.0
255,2016-09-12,23.3,27.7,20.0,23.5
256,2016-09-13,23.0,24.7,21.7,50.0
257,2016-09-14,23.1,25.8,21.8,2.0
258,2016-09-15,22.7,26.4,20.4,3.5
259,2016-09-16,23.2,27.9,20.6,0.0
260,2016-09-17,23.1,28.8,20.6,1.5
261,2016-09-18,21.6,23.6,20.6,200.5
262,2016-09-19,23.2,27.4,20.4,23.5
263,2016-09-20,20.8,24.6,17.5,63.0
264,2016-09-21,19.8,24.4,16.4,0.0
265,2016-09-22,22.3,28.3,19.2,10.0
266,2016-09-23,21.5,24.7,19.8,32.0
267,2016-09-24,19.4,21.4,18.6,29.0
268,2016-09-25,21.2,26.7,17.8,1.0
269,2016-09-26,22.4,27.8,19.4,0.0
270,2016-09-27,23.4,29.6,18.9,0.0
271,2016-09-28,23.0,24.6,21.6,34.5
272,2016-09-29,22.7,27.0,18.8,14.0
273,2016-09-30,21.2,26.6,17.8,1.0
274,2016-10-01,23.3,29.1,20.5,10.5
275,2016-10-02,24.3,29.7,21.6,0.0
276,2016-10-03,20.9,23.1,19.3,21.5
277,2016-10-04,22.0,28.5,18.1,0.0
278,2016-10-05,21.0,24.9,16.3,32.5
279,2016-10-06,20.1,26.7,14.3,0.0
280,2016-10-07,18.8,25.3,12.1,0.0
