,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,7.1,13.4,1.0,0.0,2.7
1,2016-01-02,8.2,13.4,1.5,0.5,2.9
2,2016-01-03,10.7,15.6,7.5,1.0,2.2
3,2016-01-04,11.4,18.9,5.4,0.0,3.2
4,2016-01-05,10.4,13.8,6.7,0.0,3.9
5,2016-01-06,9.9,13.2,6.8,1.0,2.4
6,2016-01-07,8.5,14.7,2.9,0.0,3.3
7,2016-01-08,5.6,11.9,0.5,0.0,3.8
8,2016-01-09,5.5,11.6,-0.9,0.0,3.0
9,2016-01-10,6.7,13.0,0.7,0.0,2.9
10,2016-01-11,9.2,13.9,4.5,0.0,3.4
11,2016-01-12,8.1,12.7,1.8,0.0,5.3
12,2016-01-13,5.2,11.7,0.6,0.0,4.2
13,2016-01-14,5.0,12.3,-1.7,0.0,3.0
14,2016-01-15,5.4,11.1,0.0,0.0,3.4
15,2016-01-16,7.3,12.9,2.3,0.0,4.2
16,2016-01-17,7.8,12.5,2.1,18.5,3.6
17,2016-01-18,9.6,16.1,1.8,4.5,6.4
18,2016-01-19,1.7,4.8,-0.4,0.0,5.0
19,2016-01-20,3.4,8.9,-1.7,0.0,3.3
20,2016-01-21,4.8,10.1,-0.6,0.0,3.4
21,2016-01-22,6.6,11.2,2.9,0.0,5.3
22,2016-01-23,5.2,10.4,1.5,0.0,4.2
23,2016-01-24,-0.3,3.1,-4.3,0.0,4.5
24,2016-01-25,0.3,7.5,-6.4,0.0,2.5
25,2016-01-26,2.9,10.1,-3.9,0.0,3.3
26,2016-01-27,5.7,11.7,-2.3,0.0,2.7
27,2016-01-28,8.2,12.6,2.2,1.0,3.1
28,2016-01-29,11.1,15.0,8.2,33.0,3.2
29,2016-01-30,11.0,13.0,9.4,4.5,6.1
30,2016-01-31,9.9,14.9,4.8,0.0,4.1
31,2016-02-01,7.5,10.3,3.4,0.0,2.5
32,2016-02-02,7.5,11.9,3.1,0.0,5.0
33,2016-02-03,7.4,13.1,0.6,0.0,4.3
34,2016-02-04,6.6,13.1,-0.7,0.0,2.6
35,2016-02-05,8.7,14.4,2.3,0.0,4.0
36,2016-02-06,6.7,10.3,2.0,0.0,5.1
37,2016-02-07,5.9,11.0,0.2,0.0,5.0
38,2016-02-08,6.0,12.5,-1.2,0.0,3.4
39,2016-02-09,7.8,14.1,2.1,0.0,4.8
40,2016-02-10,6.3,13.2,-1.2,0.0,3.2
41,2016-02-11,8.3,14.7,1.3,0.0,3.2
42,2016-02-12,10.7,14.0,6.4,0.0,2.9
43,2016-02-13,16.1,19.3,11.3,146.5,4.6
44,2016-02-14,16.0,21.7,10.1,19.5,4.5
45,2016-02-15,6.9,11.2,1.6,0.0,5.8
46,2016-02-16,3.9,10.0,-1.9,0.0,3.7
47,2016-02-17,5.4,11.4,0.2,0.0,3.7
48,2016-02-18,5.3,11.3,-1.6,0.0,3.0
49,2016-02-19,8.8,14.6,1.7,0.0,2.6
50,2016-02-20,10.9,16.9,8.5,60.5,4.7
51,2016-02-21,8.2,11.9,5.4,0.0,5.6
52,2016-02-22,8.0,11.7,3.5,0.0,3.3
53,2016-02-23,9.3,12.2,7.0,0.5,3.6
54,2016-02-24,8.1,12.5,2.8,0.0,4.5
55,2016-02-25,6.2,12.3,1.2,0.0,4.6
56,2016-02-26,6.4,11.8,2.2,0.0,4.3
57,2016-02-27,8.1,13.4,1.2,0.0,2.8
58,2016-02-28,10.7,16.7,3.7,0.0,3.1
59,2016-02-29,8.0,14.6,0.4,0.0,6.3
60,2016-03-01,3.3,7.3,-0.4,0.0,2.9
61,2016-03-02,5.7,12.5,-2.0,0.0,3.0
62,2016-03-03,8.9,15.5,1.0,0.0,3.4
63,2016-03-04,11.5,18.2,5.3,0.0,3.0
64,2016-03-05,15.2,20.2,8.3,0.0,3.4
65,2016-03-06,16.9,19.1,13.2,20.5,3.7
