Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall
0,2016-01-01,-5.2,-0.7,-9.3,0.0,7.3,8,1
1,2016-01-02,-2.4,3.2,-9.1,1.0,2.0,10,3
2,2016-01-03,-1.1,1.8,-3.9,0.0,8.1,9,0
3,2016-01-04,-3.7,0.9,-8.2,0.0,5.8,9,0
4,2016-01-05,-5.8,-1.4,-9.1,0.0,7.9,9,0
5,2016-01-06,-4.7,0.0,-12.0,0.0,8.4,10,1
6,2016-01-07,-5.4,-0.1,-10.5,0.0,8.0,10,0
7,2016-01-08,-4.2,0.9,-10.6,0.0,7.8,10,1
8,2016-01-09,-5.3,-0.8,-9.4,0.0,7.9,10,0
9,2016-01-10,-4.3,1.2,-8.6,0.0,5.2,10,1
10,2016-01-11,-8.6,-4.1,-12.2,0.0,7.6,10,0
11,2016-01-12,-8.7,-3.2,-14.6,0.0,7.0,10,0
12,2016-01-13,-7.3,-2.1,-13.7,0.0,8.6,10,0
13,2016-01-14,-4.9,0.3,-9.0,2.0,5.2,15,6
14,2016-01-15,-8.2,-5.3,-11.9,0.0,0.7,13,1
15,2016-01-16,-8.2,-2.9,-13.9,0.0,7.3,13,3
16,2016-01-17,-7.8,-2.2,-15.1,0.0,7.8,12,0
17,2016-01-18,-6.8,-2.6,-14.8,3.0,1.7,19,7
18,2016-01-19,-2.0,-1.5,-3.6,30.0,0.0,72,53
19,2016-01-20,-1.4,0.7,-3.2,1.0,0.4,72,0
20,2016-01-21,-4.1,-2.5,-6.6,0.0,3.5,59,0
21,2016-01-22,-3.4,0.5,-7.1,0.0,6.0,54,0
22,2016-01-23,-3.1,-1.3,-6.6,1.5,3.6,55,8
23,2016-01-24,-7.4,-3.0,-10.6,0.0,2.6,54,0
24,2016-01-25,-9.7,-6.6,-15.0,0.0,9.1,50,0
25,2016-01-26,-5.9,0.7,-16.5,0.0,9.1,47,0
26,2016-01-27,-2.7,1.7,-8.0,0.0,6.3,46,1
27,2016-01-28,-6.2,-0.4,-12.1,0.0,7.1,45,1
28,2016-01-29,-9.8,-4.8,-14.7,0.0,8.6,43,0
29,2016-01-30,-9.5,-5.2,-14.2,0.0,5.0,42,0
30,2016-01-31,-8.9,-4.0,-14.1,0.0,7.7,43,2
31,2016-02-01,-10.5,-4.6,-15.1,0.0,7.8,42,0
32,2016-02-02,-9.4,-3.7,-16.9,0.0,9.0,41,0
33,2016-02-03,-9.0,-4.5,-12.9,0.0,9.3,41,0
34,2016-02-04,-6.1,-0.7,-14.5,0.0,8.5,41,0
35,2016-02-05,-3.0,0.8,-9.3,0.0,9.2,42,2
36,2016-02-06,-6.1,-1.1,-11.9,0.0,9.4,40,0
37,2016-02-07,-7.6,-4.0,-12.6,0.0,8.7,40,0
38,2016-02-08,-7.2,-4.8,-10.4,0.0,9.6,40,0
39,2016-02-09,-1.7,0.9,-7.9,9.0,0.0,51,12
40,2016-02-10,-2.3,-0.3,-5.1,0.0,5.0,51,0
41,2016-02-11,-4.8,-1.4,-9.3,0.0,9.6,49,0
42,2016-02-12,-3.9,-0.5,-10.9,0.0,5.7,49,1
43,2016-02-13,3.5,7.0,-0.8,0.0,3.3,49,0
44,2016-02-14,-0.2,2.9,-1.8,7.5,0.0,44,0
45,2016-02-15,-5.6,-0.3,-10.6,0.0,5.4,42,0
46,2016-02-16,-7.0,-2.9,-12.4,0.0,9.8,41,0
47,2016-02-17,-4.3,-0.3,-9.4,0.0,8.3,42,1
48,2016-02-18,-2.5,1.8,-9.1,0.0,8.8,41,0
49,2016-02-19,0.0,5.7,-7.4,0.0,7.0,42,2
50,2016-02-20,1.1,4.2,-1.0,5.0,6.8,49,8
51,2016-02-21,-2.2,1.0,-6.4,12.5,3.7,62,13
52,2016-02-22,-4.6,0.0,-8.8,0.0,9.6,58,0
53,2016-02-23,-4.2,-0.1,-11.6,0.5,1.7,59,2
54,2016-02-24,-9.8,-6.2,-14.7,0.0,8.3,58,0
55,2016-02-25,-10.0,-4.3,-17.4,0.0,10.1,56,0
56,2016-02-26,-8.6,-2.2,-15.1,0.0,7.8,56,1
57,2016-02-27,-7.5,-1.5,-13.0,0.0,7.7,56,0
58,2016-02-28,-7.3,-1.6,-11.9,0.0,8.0,56,1
59,2016-02-29,-5.0,-2.0,-12.8,5.0,0.0,66,19
60,2016-03-01,-4.5,-0.9,-8.7,0.5,4.0,66,1
61,2016-03-02,-6.9,-2.5,-11.2,0.0,10.3,64,0
62,2016-03-03,-7.1,-1.8,-13.8,0.0,8.7,64,0
63,2016-03-04,-6.2,-1.0,-12.8,0.0,9.5,63,0
64,2016-03-05,-4.9,-0.5,-9.5,0.0,10.5,62,0
65,2016-03-06,-1.5,3.6,-9.3,4.0,0.1,62,1
66,2016-03-07,4.4,9.8,0.4,0.0,7.8,60,0
67,2016-03-08,1.0,3.0,-0.5,0.0,1.6,52,0
68,2016-03-09,-1.0,2.4,-5.2,0.0,9.9,49,0
69,2016-03-10,-3.6,0.2,-7.2,0.0,8.0,49,1
70,2016-03-11,-3.2,1.7,-8.7,0.0,8.5,49,2
71,2016-03-12,-3.7,1.7,-8.8,0.0,7.3,49,0
72,2016-03-13,-2.4,1.6,-8.4,0.0,9.8,49,1
73,2016-03-14,0.4,2.9,-0.7,0.5,1.5,50,2
74,2016-03-15,-1.4,1.3,-5.6,0.0,8.8,45,0
75,2016-03-16,0.8,5.9,-7.0,0.0,11.1,44,0
76,2016-03-17,4.8,11.0,-1.5,0.0,9.2,40,1
77,2016-03-18,2.6,8.3,-2.8,0.0,6.8,36,1
78,2016-03-19,3.7,9.0,0.7,6.5,0.9,30,0
79,2016-03-20,-1.3,1.2,-4.3,0.0,8.6,24,1
80,2016-03-21,-1.9,2.6,-6.8,0.0,9.8,23,0
81,2016-03-22,-0.2,3.6,-5.8,0.0,11.6,23,0
82,2016-03-23,0.1,4.2,-4.7,0.0,9.5,18,0
83,2016-03-24,-1.4,1.1,-3.2,0.0,0.7,16,3
84,2016-03-25,-2.2,3.2,-6.4,0.0,6.6,15,1
85,2016-03-26,-2.0,2.8,-6.7,0.0,9.6,13,0
86,2016-03-27,1.8,8.0,-5.6,0.0,11.7,11,0
87,2016-03-28,4.9,11.5,-1.2,0.0,10.6,6,0
88,2016-03-29,0.7,5.4,-3.4,0.0,11.7,6,0
89,2016-03-30,2.8,6.0,-1.1,4.0,0.0,6,0
90,2016-03-31,3.5,10.0,-0.2,0.0,5.5,6,1
91,2016-04-01,0.8,4.4,-1.6,0.0,0.1,5,0
92,2016-04-02,0.5,3.1,-3.3,0.0,8.4,4,0
93,2016-04-03,4.5,7.2,1.1,7.5,0.0,4,0
94,2016-04-04,3.8,6.8,-1.7,0.0,0.6,2,0
95,2016-04-05,4.6,9.1,-1.7,0.0,12.2,1,0
96,2016-04-06,5.7,12.5,-0.3,0.0,10.4,0,0
97,2016-04-07,6.7,11.0,0.4,13.0,7.3,0,0
98,2016-04-08,4.5,6.2,3.0,7.5,0.5,0,0
99,2016-04-09,4.7,11.7,-2.0,0.0,6.0,0,0
100,2016-04-10,3.3,8.2,-1.1,0.0,9.0,0,0
101,2016-04-11,0.5,5.4,-1.9,0.0,2.2,0,0
102,2016-04-12,2.0,8.1,-2.3,0.0,8.9,0,0
103,2016-04-13,5.0,7.9,-0.8,1.0,0.0,0,0
104,2016-04-14,8.2,14.9,4.4,0.0,8.2,0,0
105,2016-04-15,2.7,7.3,-0.1,1.0,2.9,0,0
106,2016-04-16,5.0,11.5,0.4,0.0,10.8,0,0
107,2016-04-17,4.9,8.9,1.7,42.0,0.0,0,0
108,2016-04-18,5.0,12.0,-0.4,0.0,5.3,0,0
109,2016-04-19,0.5,4.1,-1.3,0.0,0.3,0,0
110,2016-04-20,3.7,8.3,-1.5,0.0,8.9,0,0
111,2016-04-21,10.6,16.9,4.6,0.0,11.4,0,0
112,2016-04-22,7.2,15.2,1.1,0.0,9.9,0,0
113,2016-04-23,1.5,3.1,-0.2,4.5,0.0,0,0
114,2016-04-24,5.4,13.2,1.0,1.0,6.4,0,0
115,2016-04-25,4.8,12.9,0.3,0.0,6.7,0,0
116,2016-04-26,3.6,8.0,1.0,0.0,0.8,0,0
117,2016-04-27,2.4,9.4,-1.7,0.0,8.5,0,0
118,2016-04-28,3.2,8.0,-1.9,0.0,5.0,0,0
119,2016-04-29,0.7,3.1,-0.3,10.5,0.0,5,6
120,2016-04-30,2.3,6.3,-0.8,0.0,2.4,0,0
121,2016-05-01,5.1,9.6,0.5,0.0,5.0,0,0
122,2016-05-02,5.9,11.2,-1.2,0.0,11.5,0,0
123,2016-05-03,9.3,14.3,5.4,0.5,2.1,0,0
124,2016-05-04,9.2,12.0,7.6,14.0,0.1,0,0
125,2016-05-05,11.6,16.6,7.7,0.0,8.8,0,0
126,2016-05-06,8.4,15.3,5.2,0.0,9.8,0,0
127,2016-05-07,7.6,9.9,4.5,13.0,0.0,0,0
128,2016-05-08,12.4,18.2,5.6,2.0,9.8,0,0
129,2016-05-09,11.6,19.6,5.2,0.0,11.5,0,0
130,2016-05-10,8.3,15.0,4.2,0.0,1.0,0,0
131,2016-05-11,5.6,7.3,4.1,22.5,0.0,0,0
132,2016-05-12,8.7,15.2,4.5,0.0,5.2,0,0
133,2016-05-13,10.0,17.3,3.8,0.0,12.5,0,0
134,2016-05-14,11.7,20.3,5.2,0.0,11.9,0,0
135,2016-05-15,8.8,14.9,1.8,0.0,10.8,0,0
136,2016-05-16,5.4,8.4,2.6,0.0,0.0,0,0
137,2016-05-17,8.4,11.1,4.1,3.0,0.8,0,0
138,2016-05-18,12.8,22.2,4.9,0.0,11.8,0,0
139,2016-05-19,13.0,20.1,4.6,0.0,12.9,0,0
140,2016-05-20,14.5,21.8,7.4,0.0,12.8,0,0
141,2016-05-21,15.7,24.9,6.4,0.0,13.1,0,0
142,2016-05-22,14.8,25.0,7.6,0.0,13.3,0,0
143,2016-05-23,13.5,22.5,8.8,0.0,11.1,0,0
144,2016-05-24,10.8,17.2,5.9,0.0,10.6,0,0
145,2016-05-25,10.5,14.5,5.7,1.5,0.0,0,0
146,2016-05-26,15.0,18.2,10.3,0.0,0.0,0,0
147,2016-05-27,15.7,22.5,9.8,8.0,6.8,0,0
148,2016-05-28,15.0,25.3,6.6,9.0,12.4,0,0
149,2016-05-29,11.0,18.9,3.1,1.5,8.8,0,0
150,2016-05-30,6.7,12.0,0.9,0.0,8.0,0,0
151,2016-05-31,9.0,12.0,5.9,25.5,0.0,0,0
152,2016-06-01,10.1,13.6,7.4,20.5,1.3,0,0
153,2016-06-02,6.2,9.0,4.3,0.0,1.6,0,0
154,2016-06-03,8.3,15.3,2.8,0.0,5.7,0,0
155,2016-06-04,5.1,7.2,2.1,4.5,1.1,0,0
156,2016-06-05,7.7,14.2,4.1,0.5,4.6,0,0
157,2016-06-06,12.1,20.4,3.3,0.0,14.2,0,0
158,2016-06-07,12.2,17.3,6.6,0.0,4.6,0,0
159,2016-06-08,14.9,21.1,9.2,1.5,6.4,0,0
160,2016-06-09,14.4,16.0,13.3,48.5,0.0,0,0
161,2016-06-10,13.1,18.4,8.3,1.0,10.9,0,0
162,2016-06-11,11.7,16.7,6.8,0.0,11.8,0,0
163,2016-06-12,8.0,12.0,5.6,0.0,3.5,0,0
164,2016-06-13,8.0,11.7,5.5,3.5,0.0,0,0
165,2016-06-14,9.8,14.0,7.4,1.0,0.0,0,0
166,2016-06-15,8.8,14.4,5.9,0.0,4.4,0,0
167,2016-06-16,9.0,12.5,5.9,12.0,0.0,0,0
168,2016-06-17,9.7,10.7,8.8,96.0,0.0,0,0
169,2016-06-18,9.9,12.0,8.1,13.5,0.0,0,0
170,2016-06-19,11.4,14.7,7.9,3.0,0.0,0,0
171,2016-06-20,13.8,14.8,12.1,13.5,0.0,0,0
172,2016-06-21,12.4,14.1,9.7,3.0,0.0,0,0
