Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight
0,2016-01-01,1.0,9.1,-2.8,0.0,5.0
1,2016-01-02,2.6,9.0,-2.2,0.0,2.7
2,2016-01-03,4.5,12.8,0.5,0.0,3.8
3,2016-01-04,4.8,13.0,-1.0,0.0,2.3
4,2016-01-05,4.4,11.3,0.1,0.0,0.3
5,2016-01-06,4.6,10.8,0.8,0.0,1.2
6,2016-01-07,3.2,7.9,-0.3,0.0,2.7
7,2016-01-08,4.1,8.8,1.4,0.0,1.6
8,2016-01-09,2.9,9.1,0.3,0.0,2.7
9,2016-01-10,2.9,6.4,-0.5,0.0,0.4
10,2016-01-11,3.9,10.0,-0.2,0.0,2.6
11,2016-01-12,2.5,8.0,-1.6,0.0,1.2
12,2016-01-13,1.7,8.1,-2.7,0.5,2.3
13,2016-01-14,1.8,6.3,-0.1,1.5,0.9
14,2016-01-15,1.6,7.1,-1.1,0.5,5.1
15,2016-01-16,1.7,8.3,-2.3,0.0,5.0
16,2016-01-17,1.0,7.3,-4.0,3.0,0.6
17,2016-01-18,2.6,7.5,-0.1,30.0,0.3
18,2016-01-19,-0.4,2.5,-3.4,2.0,2.4
19,2016-01-20,-1.4,2.3,-3.7,22.0,1.2
20,2016-01-21,-1.7,4.5,-6.3,0.0,3.2
21,2016-01-22,-0.7,5.3,-5.3,0.0,5.0
22,2016-01-23,-1.4,1.6,-4.5,0.5,0.0
23,2016-01-24,-3.9,-0.7,-8.2,4.5,0.0
24,2016-01-25,-3.5,2.4,-8.0,0.5,4.9
25,2016-01-26,-0.9,4.8,-5.2,0.0,5.6
26,2016-01-27,1.1,6.8,-1.5,0.0,3.6
27,2016-01-28,2.1,9.8,-2.4,0.0,3.3
28,2016-01-29,2.5,3.8,1.2,39.0,0.0
29,2016-01-30,3.8,8.2,-0.4,8.5,0.0
30,2016-01-31,2.9,10.4,-2.4,0.0,5.8
31,2016-02-01,3.3,7.6,-0.1,0.0,0.0
32,2016-02-02,1.6,8.9,-2.7,0.0,6.0
33,2016-02-03,0.3,8.0,-4.4,0.0,6.7
34,2016-02-04,0.4,8.3,-4.7,0.0,2.6
35,2016-02-05,2.4,10.2,-1.4,0.0,5.5
36,2016-02-06,2.0,9.4,-2.1,0.0,6.0
37,2016-02-07,1.0,7.4,-3.3,0.0,6.9
38,2016-02-08,-0.4,9.8,-6.5,0.0,7.1
39,2016-02-09,-0.8,1.9,-3.3,15.5,0.1
40,2016-02-10,-0.2,4.2,-2.9,0.0,4.6
41,2016-02-11,0.4,8.8,-4.6,0.0,7.3
42,2016-02-12,2.0,5.7,-2.7,0.0,0.0
43,2016-02-13,5.2,7.0,2.9,40.5,0.0
44,2016-02-14,10.1,15.7,6.1,54.0,0.5
45,2016-02-15,4.1,8.1,-2.4,0.0,3.7
46,2016-02-16,-0.6,3.4,-3.9,0.0,1.1
47,2016-02-17,0.3,6.3,-2.6,2.0,3.9
48,2016-02-18,0.9,8.6,-4.5,0.0,7.5
49,2016-02-19,3.8,13.4,-3.2,0.0,7.3
50,2016-02-20,3.9,5.6,1.9,35.0,0.0
51,2016-02-21,4.5,8.4,-0.3,0.0,6.8
52,2016-02-22,3.5,8.9,-1.9,0.0,0.2
53,2016-02-23,5.6,13.2,0.4,0.0,3.4
54,2016-02-24,2.7,9.1,-2.3,0.0,7.4
55,2016-02-25,1.2,8.6,-4.3,0.0,7.4
56,2016-02-26,0.6,6.2,-3.2,0.5,3.7
57,2016-02-27,2.1,8.6,-2.3,1.0,0.9
58,2016-02-28,5.2,14.8,0.2,0.0,7.7
59,2016-02-29,3.5,7.2,-0.7,6.5,0.0
60,2016-03-01,-0.4,4.7,-2.9,0.5,5.7
61,2016-03-02,1.1,8.8,-2.3,0.0,6.2
62,2016-03-03,1.8,9.9,-3.6,0.0,0.8
63,2016-03-04,5.7,17.9,-2.7,0.0,8.0
64,2016-03-05,6.6,13.7,1.5,0.5,0.1
65,2016-03-06,11.0,17.2,5.9,2.5,0.3
66,2016-03-07,12.9,18.4,10.3,10.0,1.5
67,2016-03-08,12.9,20.8,8.4,0.0,6.1
68,2016-03-09,7.6,10.9,3.9,24.0,0.0
69,2016-03-10,4.7,10.2,0.7,0.0,0.6
70,2016-03-11,4.0,12.0,-1.4,0.0,9.0
71,2016-03-12,3.0,13.1,-3.4,0.0,7.5
72,2016-03-13,4.6,12.2,-2.3,0.5,2.7
73,2016-03-14,4.0,6.4,2.2,12.5,0.0
74,2016-03-15,4.0,11.3,-1.1,0.0,9.6
75,2016-03-16,4.4,13.2,-2.7,0.0,3.8
76,2016-03-17,9.0,22.5,-1.1,0.0,9.7
77,2016-03-18,9.2,16.6,1.3,12.5,2.6
78,2016-03-19,12.9,20.2,9.1,44.0,4.1
79,2016-03-20,9.0,15.2,4.0,0.0,9.0
80,2016-03-21,6.6,14.1,1.3,0.0,9.9
81,2016-03-22,6.3,16.2,-1.8,0.0,9.9
82,2016-03-23,8.7,17.3,1.4,0.0,5.5
83,2016-03-24,6.5,13.5,1.1,0.0,9.1
84,2016-03-25,3.9,12.2,-1.9,0.0,7.5
85,2016-03-26,5.3,16.1,-2.4,0.0,9.9
86,2016-03-27,7.1,16.3,-1.7,0.0,8.8
87,2016-03-28,7.1,16.5,1.5,0.5,5.2
88,2016-03-29,8.4,16.9,-0.3,0.0,7.4
89,2016-03-30,10.0,19.6,2.4,0.0,6.1
90,2016-03-31,10.8,21.5,2.0,0.0,8.6
91,2016-04-01,10.1,16.0,3.0,0.0,0.1
