Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation
0,2016-01-01,3.8,11.1,-0.7,0.0
1,2016-01-02,4.3,13.1,-2.3,0.0
2,2016-01-03,7.9,14.5,4.6,0.5
3,2016-01-04,7.2,15.8,3.2,0.0
4,2016-01-05,5.2,9.1,1.7,0.0
5,2016-01-06,7.2,11.1,4.9,0.5
6,2016-01-07,4.5,11.1,-0.2,0.0
7,2016-01-08,2.4,10.5,-2.0,0.0
8,2016-01-09,1.4,9.1,-3.1,0.0
9,2016-01-10,1.7,9.9,-2.7,0.0
10,2016-01-11,4.1,10.7,-1.4,0.0
11,2016-01-12,4.7,8.3,-0.2,0.0
12,2016-01-13,1.9,10.0,-2.1,0.0
13,2016-01-14,1.3,9.1,-3.7,0.0
14,2016-01-15,1.5,9.9,-2.6,0.0
15,2016-01-16,0.9,9.5,-4.4,0.0
16,2016-01-17,2.6,7.8,-2.7,30.5
17,2016-01-18,6.7,12.0,2.8,17.5
18,2016-01-19,1.4,3.3,-0.7,0.0
19,2016-01-20,1.5,6.2,-2.7,0.5
20,2016-01-21,2.4,8.5,-2.3,0.0
21,2016-01-22,2.4,7.4,-1.8,0.0
22,2016-01-23,1.4,5.3,-2.1,0.0
23,2016-01-24,-2.6,0.2,-6.3,0.0
24,2016-01-25,-1.4,4.5,-5.7,0.0
25,2016-01-26,-0.9,8.3,-6.6,0.0
26,2016-01-27,1.6,10.4,-4.5,0.0
27,2016-01-28,3.2,9.5,-2.4,1.0
28,2016-01-29,7.6,10.4,4.1,40.0
29,2016-01-30,7.3,9.5,4.8,8.0
30,2016-01-31,5.6,13.5,2.5,0.0
31,2016-02-01,4.2,8.1,2.0,0.0
32,2016-02-02,3.7,8.4,-1.2,0.0
33,2016-02-03,1.2,8.5,-3.0,0.0
34,2016-02-04,2.2,10.6,-3.6,0.0
35,2016-02-05,3.3,11.4,-2.1,0.0
36,2016-02-06,1.6,8.4,-2.3,0.0
37,2016-02-07,0.9,5.6,-2.5,0.5
38,2016-02-08,1.9,11.2,-4.0,0.0
39,2016-02-09,4.0,11.1,-2.0,0.0
40,2016-02-10,2.7,11.0,-2.7,0.0
41,2016-02-11,3.7,13.7,-3.4,0.0
42,2016-02-12,5.8,12.2,-0.3,0.0
43,2016-02-13,9.8,14.1,6.8,101.0
44,2016-02-14,13.5,20.9,8.9,19.5
45,2016-02-15,4.7,9.4,-0.8,0.0
46,2016-02-16,1.8,8.6,-2.9,0.0
47,2016-02-17,1.6,6.8,-2.7,0.0
48,2016-02-18,2.9,11.8,-4.0,0.0
49,2016-02-19,5.5,14.5,-2.0,0.0
50,2016-02-20,6.4,8.7,4.7,60.0
