,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
0,2016-01-01,-1.1,2.0,-3.3,1.0,0.4,35.0,,5.4,3.9,1018.7,69.0,1019.9
1,2016-01-02,1.1,3.0,-1.8,13.5,0.0,37.0,10.0,6.0,5.3,1009.3,80.0,1010.5
2,2016-01-03,-0.9,0.1,-2.0,1.0,0.0,33.0,1.0,7.0,3.7,1010.2,66.0,1011.4
3,2016-01-04,-1.9,-0.6,-4.2,1.0,0.8,29.0,1.0,7.6,3.1,1009.5,59.0,1010.7
4,2016-01-05,-3.9,-1.8,-5.3,2.0,0.0,29.0,2.0,8.5,3.1,1010.5,69.0,1011.7
5,2016-01-06,-2.6,-1.3,-4.3,3.5,0.0,29.0,1.0,8.6,3.6,1009.9,71.0,1011.1
6,2016-01-07,-3.3,-2.2,-4.3,2.0,0.1,34.0,8.0,7.0,3.5,1006.2,74.0,1007.4
7,2016-01-08,-2.6,-1.3,-3.9,3.0,0.0,34.0,3.0,7.6,3.7,1006.4,73.0,1007.6
8,2016-01-09,-3.5,-2.1,-5.4,3.5,0.2,36.0,4.0,7.3,3.1,1010.9,67.0,1012.1
9,2016-01-10,-4.4,-1.7,-7.2,4.5,0.7,39.0,5.0,7.7,3.3,1009.3,75.0,1010.5
10,2016-01-11,-6.5,-5.1,-7.9,3.0,0.4,40.0,5.0,7.2,2.7,1012.2,71.0,1013.4
11,2016-01-12,-6.2,-5.2,-8.1,5.0,0.1,43.0,5.0,7.2,2.7,1009.1,71.0,1010.3
12,2016-01-13,-4.2,-3.2,-6.4,0.5,0.0,42.0,3.0,5.5,3.2,1008.1,72.0,1009.3
13,2016-01-14,-6.9,-5.0,-9.5,5.0,0.8,48.0,10.0,4.0,3.1,1008.6,83.0,1009.8
14,2016-01-15,-11.2,-4.3,-17.6,0.0,8.8,44.0,,2.4,1.9,1014.5,74.0,1015.8
15,2016-01-16,-7.1,-3.8,-12.0,7.5,2.8,50.0,12.0,2.6,3.1,1015.1,85.0,1016.3
16,2016-01-17,-7.8,-4.9,-13.3,4.0,1.4,53.0,7.0,2.5,3.1,1020.5,89.0,1021.8
17,2016-01-18,-5.2,-1.7,-9.3,0.5,0.0,51.0,,4.2,2.9,1015.6,71.0,1016.8
18,2016-01-19,-1.1,0.5,-2.5,2.0,0.0,46.0,,6.5,4.3,1000.2,77.0,1001.4
19,2016-01-20,-2.5,-1.1,-4.4,2.0,0.3,42.0,,8.4,4.1,1007.1,80.0,1008.3
20,2016-01-21,-6.0,-2.0,-11.3,6.5,0.8,56.0,20.0,2.3,3.5,1012.6,88.0,1013.8
21,2016-01-22,-2.7,-0.3,-8.3,5.5,0.0,56.0,4.0,6.7,4.6,1012.7,91.0,1013.9
22,2016-01-23,-3.5,-0.6,-6.8,0.5,6.6,55.0,2.0,3.4,3.8,1012.7,80.0,1013.9
23,2016-01-24,-8.1,-4.6,-12.8,0.5,8.3,51.0,,3.0,2.4,1004.0,71.0,1005.2
24,2016-01-25,-9.2,-2.2,-17.5,1.0,3.3,48.0,,3.8,2.4,1009.7,74.0,1010.9
25,2016-01-26,0.4,1.6,-2.5,1.0,0.0,46.0,,7.4,4.3,1012.8,68.0,1014.0
26,2016-01-27,-2.0,0.3,-4.1,2.0,0.5,44.0,1.0,7.7,3.5,1015.5,66.0,1016.7
27,2016-01-28,-5.0,-2.2,-7.5,2.0,0.4,44.0,5.0,9.8,2.8,1020.1,67.0,1021.4
28,2016-01-29,-6.2,-5.0,-7.3,2.0,0.8,47.0,6.0,6.1,2.7,1023.8,70.0,1025.1
29,2016-01-30,-8.1,-4.0,-15.2,2.5,7.9,47.0,5.0,2.5,2.4,1020.9,73.0,1022.2
30,2016-01-31,-6.1,-4.2,-7.5,5.5,0.2,54.0,13.0,5.6,2.8,1016.0,73.0,1017.2
31,2016-02-01,-7.0,-5.6,-8.6,1.5,1.3,53.0,4.0,5.8,2.5,1017.1,70.0,1018.4
32,2016-02-02,-5.9,-3.9,-8.8,7.0,1.4,62.0,10.0,5.9,3.0,1013.0,76.0,1014.2
33,2016-02-03,-5.2,-1.6,-10.0,2.0,1.2,60.0,3.0,3.9,3.0,1017.4,74.0,1018.7
34,2016-02-04,-0.8,1.1,-3.7,2.5,0.6,56.0,3.0,4.7,4.1,1011.9,72.0,1013.1
35,2016-02-05,-3.0,0.5,-4.8,5.0,0.3,59.0,6.0,7.3,3.5,1009.3,73.0,1010.5
36,2016-02-06,-5.2,-3.9,-7.0,7.0,0.0,66.0,11.0,4.8,3.1,1010.4,76.0,1011.6
37,2016-02-07,-5.1,-2.4,-7.3,5.5,1.2,64.0,5.0,7.9,2.9,1010.1,68.0,1011.3
38,2016-02-08,-5.7,-3.3,-9.3,0.0,2.2,62.0,,3.8,2.8,1015.6,69.0,1016.8
39,2016-02-09,-2.2,0.8,-8.2,3.0,0.0,62.0,5.0,3.7,4.5,1002.5,86.0,1003.7
40,2016-02-10,-1.6,0.5,-2.9,10.5,1.3,63.0,3.0,8.1,4.4,1012.1,80.0,1013.3
41,2016-02-11,-3.4,-1.4,-5.3,0.0,3.3,63.0,3.0,2.7,3.9,1027.9,82.0,1029.2
42,2016-02-12,0.6,5.2,-4.7,0.0,0.0,60.0,,4.5,4.8,1023.6,75.0,1024.8
43,2016-02-13,3.6,5.8,1.3,0.5,0.0,55.0,,3.8,7.1,1010.6,90.0,1011.8
44,2016-02-14,-1.7,1.6,-6.7,28.0,0.0,50.0,8.0,4.6,4.9,993.1,89.0,994.3
45,2016-02-15,-6.1,-3.1,-9.0,10.5,0.3,50.0,5.0,8.6,3.1,996.7,79.0,997.9
46,2016-02-16,-5.2,-3.3,-6.9,3.0,0.3,54.0,8.0,6.9,3.2,1003.1,76.0,1004.3
47,2016-02-17,-4.5,-2.8,-6.8,6.5,0.5,54.0,2.0,9.5,2.9,1005.7,66.0,1006.9
48,2016-02-18,-0.8,1.4,-4.0,0.0,0.0,52.0,,6.6,3.6,1014.5,63.0,1015.7
49,2016-02-19,0.8,3.3,-3.4,6.5,0.7,55.0,6.0,3.7,5.9,1015.3,90.0,1016.5
50,2016-02-20,0.5,2.0,-1.4,0.0,1.7,49.0,,5.5,3.7,1022.6,58.0,1023.8
51,2016-02-21,-2.2,0.9,-6.1,1.5,0.4,52.0,5.0,3.6,4.3,1009.9,83.0,1011.1
52,2016-02-22,-3.1,-1.3,-6.8,6.0,0.6,60.0,9.0,6.5,3.3,1022.9,69.0,1024.1
53,2016-02-23,-4.1,0.5,-9.8,5.0,0.0,66.0,10.0,5.2,3.8,1018.4,83.0,1019.6
54,2016-02-24,-9.5,-6.2,-14.7,2.5,3.1,64.0,3.0,4.1,2.1,1022.3,71.0,1023.6
55,2016-02-25,-6.6,-4.0,-9.9,3.5,0.1,65.0,5.0,5.3,2.7,1020.7,72.0,1021.9
56,2016-02-26,-4.8,-3.3,-6.9,1.0,1.2,65.0,,5.3,2.7,1019.3,62.0,1020.5
57,2016-02-27,-5.6,-3.0,-8.2,2.5,1.1,67.0,8.0,4.4,3.0,1022.0,76.0,1023.3
58,2016-02-28,-5.4,-2.7,-9.4,1.5,2.4,67.0,1.0,2.6,3.2,1026.4,79.0,1027.6
59,2016-02-29,-2.1,1.6,-7.8,2.0,0.4,66.0,4.0,5.3,4.1,1004.9,76.0,1006.1
60,2016-03-01,-3.6,-0.5,-7.2,4.0,1.4,65.0,2.0,7.2,3.4,1003.9,72.0,1005.1
61,2016-03-02,-5.6,-2.2,-8.8,1.0,5.3,66.0,7.0,2.5,3.2,1015.2,81.0,1016.4
62,2016-03-03,-7.1,-1.2,-13.7,0.0,8.5,65.0,,3.4,2.3,1020.4,67.0,1021.6
63,2016-03-04,-5.3,0.3,-13.3,1.0,3.2,63.0,1.0,3.2,3.0,1030.4,71.0,1031.7
64,2016-03-05,-2.6,1.7,-7.9,0.0,8.8,62.0,,2.6,3.7,1033.3,74.0,1034.6
65,2016-03-06,4.0,7.4,-3.4,16.0,0.0,59.0,,6.2,6.9,1017.0,81.0,1018.2
66,2016-03-07,3.3,7.4,-1.0,0.5,2.0,50.0,,4.9,5.9,1015.7,75.0,1016.9
67,2016-03-08,1.5,6.4,-2.2,6.0,3.5,45.0,1.0,5.4,4.9,1008.3,73.0,1009.5
68,2016-03-09,-0.4,1.2,-2.4,0.5,3.9,44.0,,7.7,3.2,1013.2,54.0,1014.4
69,2016-03-10,-1.5,1.5,-4.5,0.0,3.3,46.0,4.0,3.5,3.6,1016.7,67.0,1017.9
70,2016-03-11,-2.3,-0.5,-4.1,4.5,1.7,51.0,7.0,5.0,3.7,1014.8,72.0,1016.0
71,2016-03-12,-1.9,0.6,-5.2,0.5,4.2,51.0,3.0,3.6,3.5,1020.8,67.0,1022.0
