Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,avg_wind_speed,avg_local_pressure,avg_sea_pressure
0,2016-01-01,4.9,11.8,0.2,7.2,2.0,1025.0,1030.0
1,2016-01-02,6.3,13.8,0.5,5.9,2.0,1020.7,1025.7
2,2016-01-03,8.6,16.4,3.4,7.6,2.0,1014.9,1019.7
3,2016-01-04,9.4,16.7,4.6,6.7,1.8,1013.9,1018.8
4,2016-01-05,6.7,11.2,2.5,1.6,1.8,1017.3,1022.2
5,2016-01-06,7.3,12.5,3.5,2.5,1.5,1015.0,1019.9
6,2016-01-07,7.5,13.4,3.3,7.3,2.9,1013.1,1018.0
7,2016-01-08,5.2,11.3,1.1,2.6,2.3,1013.1,1018.0
8,2016-01-09,5.2,12.1,0.1,7.7,2.8,1017.1,1022.0
9,2016-01-10,5.0,12.3,-0.2,7.5,2.2,1018.0,1022.9
10,2016-01-11,6.4,12.6,1.2,5.6,2.3,1015.7,1020.6
11,2016-01-12,5.4,9.9,1.8,3.7,2.7,1011.8,1016.7
12,2016-01-13,4.7,11.4,1.1,3.8,2.8,1011.3,1016.2
13,2016-01-14,3.4,10.3,-1.4,5.9,3.1,1013.5,1018.5
14,2016-01-15,3.8,10.5,-1.2,7.7,2.6,1015.5,1020.4
15,2016-01-16,4.0,11.6,-1.7,8.2,1.8,1017.4,1022.3
16,2016-01-17,4.6,9.2,-0.4,1.8,2.8,1013.7,1018.6
17,2016-01-18,7.1,12.4,0.8,1.1,4.9,996.3,1001.1
18,2016-01-19,0.4,5.1,-1.5,5.3,5.5,1005.7,1010.6
19,2016-01-20,2.3,8.1,-1.8,7.7,4.5,1014.3,1019.3
20,2016-01-21,3.0,7.9,-0.9,2.4,1.9,1017.4,1022.4
21,2016-01-22,3.8,8.8,0.6,5.7,2.9,1018.4,1023.4
22,2016-01-23,2.8,8.2,-0.4,2.9,2.4,1015.1,1020.1
23,2016-01-24,-2.2,0.9,-5.1,5.9,4.5,1010.8,1015.9
24,2016-01-25,-0.3,6.5,-5.6,9.4,2.9,1018.6,1023.6
25,2016-01-26,2.4,9.0,-4.1,5.1,2.2,1020.9,1025.9
26,2016-01-27,4.2,9.9,-0.9,2.8,2.0,1024.0,1029.0
27,2016-01-28,5.9,11.1,0.7,1.6,1.4,1024.0,1029.0
28,2016-01-29,7.7,9.2,6.0,0.0,1.8,1014.3,1019.2
29,2016-01-30,7.6,10.3,5.3,1.7,4.0,1015.7,1020.6
30,2016-01-31,6.4,11.9,2.8,5.9,2.1,1019.1,1024.0
31,2016-02-01,5.4,8.3,3.0,0.3,1.8,1016.4,1021.3
32,2016-02-02,5.3,10.2,2.3,3.6,2.6,1016.1,1021.0
33,2016-02-03,3.3,10.1,-1.3,5.6,1.7,1019.4,1024.4
34,2016-02-04,5.0,11.1,0.0,5.9,2.4,1017.6,1022.5
35,2016-02-05,4.8,11.8,-0.1,7.5,2.0,1014.3,1019.2
36,2016-02-06,4.4,11.0,-0.2,4.8,2.3,1011.4,1016.3
37,2016-02-07,3.0,8.5,-0.8,6.3,2.6,1014.6,1019.6
38,2016-02-08,3.5,10.5,-2.9,9.9,2.5,1013.9,1018.9
39,2016-02-09,5.6,11.2,1.5,7.7,4.1,1011.5,1016.4
40,2016-02-10,4.9,11.6,0.6,6.2,2.4,1021.2,1026.1
41,2016-02-11,4.9,13.6,-1.4,10.2,1.7,1025.5,1030.5
42,2016-02-12,9.9,17.3,2.0,4.8,2.1,1022.9,1027.8
43,2016-02-13,13.8,16.1,10.8,0.0,2.3,1011.4,1016.2
44,2016-02-14,14.1,19.7,9.7,3.6,4.5,1000.0,1004.7
45,2016-02-15,5.0,9.7,1.2,1.0,3.8,1005.9,1010.8
46,2016-02-16,3.2,8.3,-1.1,5.3,3.3,1011.7,1016.7
47,2016-02-17,4.5,10.2,0.3,7.6,3.1,1015.8,1020.8
48,2016-02-18,4.0,10.4,-2.3,10.4,2.0,1021.1,1026.1
49,2016-02-19,7.5,13.9,0.7,7.9,2.2,1022.9,1027.8
50,2016-02-20,7.8,8.7,6.8,0.0,2.3,1012.7,1017.5
51,2016-02-21,6.2,11.5,1.5,6.7,3.1,1019.2,1024.2
52,2016-02-22,4.8,9.7,-0.3,2.9,1.7,1025.7,1030.7
53,2016-02-23,6.8,11.0,4.3,1.4,1.8,1020.2,1025.1
54,2016-02-24,4.3,7.3,0.7,2.9,4.5,1021.9,1026.9
55,2016-02-25,3.1,9.1,-2.2,7.8,2.8,1025.1,1030.1
56,2016-02-26,3.8,10.2,-1.8,7.4,2.5,1024.8,1029.8
57,2016-02-27,6.8,13.0,0.6,4.8,2.5,1021.8,1026.7
58,2016-02-28,8.2,15.7,1.8,8.4,1.7,1019.1,1024.0
59,2016-02-29,6.5,12.0,-0.2,3.3,4.3,1010.3,1015.2
60,2016-03-01,2.5,7.5,-0.6,6.4,2.7,1019.0,1024.0
61,2016-03-02,4.6,11.7,-1.6,8.7,2.4,1020.6,1025.6
62,2016-03-03,7.2,16.3,-0.2,10.7,2.4,1021.4,1026.4
63,2016-03-04,9.8,17.7,2.9,3.5,1.7,1024.3,1029.2
64,2016-03-05,14.6,21.5,9.1,8.2,3.3,1023.2,1028.1
65,2016-03-06,16.5,19.6,14.5,1.3,4.4,1017.4,1022.1
66,2016-03-07,16.5,22.7,12.9,4.5,2.1,1011.7,1016.4
67,2016-03-08,14.2,20.0,9.9,5.2,2.6,1011.9,1016.7
68,2016-03-09,7.5,12.0,5.8,0.0,3.8,1011.2,1016.1
69,2016-03-10,6.7,9.7,4.0,0.6,4.0,1014.5,1019.4
70,2016-03-11,6.2,11.7,2.2,2.9,3.3,1015.2,1020.1
71,2016-03-12,5.8,12.9,-0.8,10.0,2.5,1018.6,1023.6
72,2016-03-13,7.3,14.3,1.9,2.8,1.6,1018.3,1023.2
73,2016-03-14,6.6,9.0,4.6,0.6,3.0,1011.2,1016.1
74,2016-03-15,7.7,14.2,2.6,10.7,3.0,1016.0,1020.9
75,2016-03-16,7.1,15.2,0.5,3.1,1.7,1018.7,1023.6
76,2016-03-17,10.7,19.3,2.6,11.1,2.1,1018.0,1022.8
77,2016-03-18,12.8,19.8,6.8,3.0,2.7,1012.3,1017.0
78,2016-03-19,14.6,19.0,9.3,1.9,2.3,1004.9,1009.6
79,2016-03-20,10.2,18.0,4.4,11.0,2.9,1012.4,1017.2
80,2016-03-21,9.3,16.8,4.8,10.4,3.7,1016.1,1020.9
81,2016-03-22,7.9,15.5,0.4,9.1,2.2,1013.7,1018.6
82,2016-03-23,10.2,19.1,4.1,8.9,3.1,1010.9,1015.8
83,2016-03-24,8.3,12.9,4.9,5.0,4.1,1014.6,1019.4
84,2016-03-25,6.1,12.4,2.2,3.9,2.4,1017.7,1022.6
85,2016-03-26,6.8,14.5,-0.1,9.5,2.6,1016.5,1021.4
86,2016-03-27,9.3,16.2,1.6,8.0,2.4,1014.1,1018.9
87,2016-03-28,9.3,16.5,5.0,7.9,2.4,1016.0,1020.8
