Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation
0,2016-01-01,-5.7,-2.6,-12.0,1.0
1,2016-01-02,-2.7,3.0,-10.4,0.0
2,2016-01-03,-4.9,-1.1,-13.0,0.5
3,2016-01-04,-8.9,-1.7,-15.7,0.0
4,2016-01-05,-8.8,-3.2,-16.1,0.0
5,2016-01-06,-4.6,-0.8,-8.8,0.0
6,2016-01-07,-5.4,-3.6,-8.4,0.5
7,2016-01-08,-5.9,-1.3,-13.5,0.0
8,2016-01-09,-10.3,-2.2,-16.5,0.0
9,2016-01-10,-8.1,-2.6,-17.0,0.5
10,2016-01-11,-9.7,-7.0,-15.0,0.0
11,2016-01-12,-10.9,-4.1,-17.1,0.0
12,2016-01-13,-9.9,-2.9,-18.3,0.0
13,2016-01-14,-4.2,-2.7,-10.9,4.0
14,2016-01-15,-9.1,-5.2,-18.1,0.0
15,2016-01-16,-13.7,-4.4,-20.3,0.0
16,2016-01-17,-12.1,-2.8,-19.2,0.0
17,2016-01-18,-9.1,-1.7,-20.2,1.5
18,2016-01-19,-1.9,-1.1,-3.5,22.0
19,2016-01-20,-1.4,-1.0,-2.4,0.5
20,2016-01-21,-3.3,-2.2,-5.5,0.0
21,2016-01-22,-3.0,-0.2,-5.8,4.0
22,2016-01-23,-3.9,-1.4,-7.5,0.5
23,2016-01-24,-6.5,-4.9,-7.8,1.0
24,2016-01-25,-10.9,-6.9,-17.6,0.0
25,2016-01-26,-9.1,2.3,-20.5,0.0
26,2016-01-27,-7.7,-1.7,-16.8,0.5
27,2016-01-28,-8.0,-3.7,-17.4,0.0
28,2016-01-29,-11.1,-6.8,-18.9,0.0
29,2016-01-30,-13.1,-5.6,-19.3,0.0
30,2016-01-31,-10.3,-4.8,-17.7,1.0
31,2016-02-01,-10.7,-7.2,-19.2,0.5
32,2016-02-02,-11.4,-3.6,-24.0,0.0
33,2016-02-03,-9.5,-4.2,-14.3,0.0
34,2016-02-04,-6.4,0.4,-16.4,0.0
35,2016-02-05,-4.7,-0.6,-13.5,0.0
36,2016-02-06,-9.8,-2.6,-15.9,0.0
37,2016-02-07,-10.3,-4.3,-21.0,0.0
38,2016-02-08,-7.8,-6.0,-11.1,0.0
39,2016-02-09,-1.2,1.5,-6.6,1.0
40,2016-02-10,-2.7,0.0,-5.0,0.0
41,2016-02-11,-4.4,-3.3,-8.4,0.0
42,2016-02-12,-5.7,1.1,-16.4,0.0
43,2016-02-13,4.2,9.5,-1.8,0.0
44,2016-02-14,-1.8,1.7,-4.0,3.5
45,2016-02-15,-6.6,-2.5,-10.0,3.0
46,2016-02-16,-8.6,-3.7,-15.6,0.0
47,2016-02-17,-6.2,-2.1,-10.1,0.0
48,2016-02-18,-4.7,1.0,-10.7,0.0
49,2016-02-19,-2.5,4.4,-11.7,0.0
50,2016-02-20,-0.7,2.9,-6.2,0.0
51,2016-02-21,-2.8,-1.8,-4.3,10.0
52,2016-02-22,-6.6,-2.2,-19.2,0.5
53,2016-02-23,-5.6,2.1,-19.1,0.0
54,2016-02-24,-12.4,-7.0,-22.9,0.0
55,2016-02-25,-12.8,-3.9,-24.9,0.0
56,2016-02-26,-11.8,-4.8,-22.0,0.0
57,2016-02-27,-10.6,-2.8,-19.5,0.0
58,2016-02-28,-11.2,-4.3,-17.6,0.0
59,2016-02-29,-4.5,-0.7,-14.0,19.5
60,2016-03-01,-4.5,-0.4,-7.2,3.0
61,2016-03-02,-6.9,-5.0,-9.2,0.0
62,2016-03-03,-8.6,-3.6,-14.0,0.0
63,2016-03-04,-8.2,-3.4,-15.4,0.0
64,2016-03-05,-8.9,-3.2,-16.6,0.0
