Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall
0,2016-01-01,-7.5,1.3,-13.0,0.0,6.5,10,0
1,2016-01-02,-5.4,3.3,-12.8,0.0,2.7,14,4
2,2016-01-03,-1.3,1.6,-10.3,0.0,7.9,13,3
3,2016-01-04,-7.6,0.3,-14.3,0.0,4.6,13,1
4,2016-01-05,-9.0,-1.8,-16.1,0.0,6.9,12,0
5,2016-01-06,-7.1,0.2,-16.5,0.0,6.6,12,0
6,2016-01-07,-8.1,0.0,-15.4,0.0,4.9,12,0
7,2016-01-08,-6.7,0.4,-16.1,0.0,7.1,12,2
8,2016-01-09,-8.2,-1.1,-14.7,0.0,7.5,12,0
9,2016-01-10,-6.7,0.6,-15.4,0.0,7.2,13,2
10,2016-01-11,-11.4,-4.1,-17.1,0.0,5.3,12,2
11,2016-01-12,-12.2,-3.6,-19.2,0.0,6.7,12,0
12,2016-01-13,-9.9,-1.3,-18.4,0.0,8.0,11,0
13,2016-01-14,-6.1,-1.0,-13.4,5.5,6.3,24,16
14,2016-01-15,-9.7,-4.1,-16.4,0.0,1.9,21,2
15,2016-01-16,-10.0,-1.5,-17.1,0.0,6.8,18,0
16,2016-01-17,-11.2,-1.2,-18.9,0.0,6.0,17,0
17,2016-01-18,-8.1,-2.6,-17.5,4.5,0.6,24,8
18,2016-01-19,-1.3,-0.2,-3.5,13.0,0.0,43,20
19,2016-01-20,-1.1,1.1,-3.2,1.5,0.5,47,6
20,2016-01-21,-3.2,-1.6,-7.7,0.0,0.6,40,1
21,2016-01-22,-4.1,1.9,-12.9,0.0,2.0,38,0
22,2016-01-23,-4.0,0.0,-14.1,0.0,2.6,37,1
23,2016-01-24,-10.3,-1.7,-17.1,0.0,4.6,35,0
24,2016-01-25,-12.8,-4.5,-19.3,0.0,8.0,33,0
25,2016-01-26,-8.8,2.5,-19.2,0.0,8.6,33,2
26,2016-01-27,-6.1,2.8,-13.7,0.0,8.5,33,3
27,2016-01-28,-9.0,-0.1,-17.6,0.0,5.2,32,0
28,2016-01-29,-13.4,-4.4,-21.9,0.0,7.3,31,0
29,2016-01-30,-11.2,-3.6,-18.3,0.0,5.4,32,1
30,2016-01-31,-9.7,-1.8,-18.4,0.0,8.3,31,0
31,2016-02-01,-13.8,-4.0,-21.7,0.0,5.2,31,0
32,2016-02-02,-12.3,-2.4,-22.0,0.0,8.5,30,0
33,2016-02-03,-11.9,-3.6,-20.9,0.0,7.8,30,0
34,2016-02-04,-8.4,0.9,-17.2,0.0,8.2,30,0
35,2016-02-05,-6.0,1.4,-13.8,0.0,8.5,30,0
36,2016-02-06,-8.3,0.3,-16.5,0.0,7.7,28,0
37,2016-02-07,-10.9,-1.7,-20.5,0.0,7.4,28,0
38,2016-02-08,-8.7,-3.4,-16.4,0.0,8.7,28,0
39,2016-02-09,-2.0,1.0,-6.5,7.0,0.0,39,11
40,2016-02-10,-2.7,2.7,-10.4,0.0,4.1,38,0
41,2016-02-11,-4.3,1.5,-12.8,0.0,6.2,37,0
42,2016-02-12,-5.9,0.0,-16.8,0.0,3.5,37,1
43,2016-02-13,1.7,10.0,-3.0,0.0,2.7,37,0
44,2016-02-14,0.7,3.4,-1.2,11.5,0.0,33,2
45,2016-02-15,-5.2,-0.4,-10.7,0.0,7.1,30,0
46,2016-02-16,-9.4,-2.3,-17.5,0.0,8.7,29,0
47,2016-02-17,-7.2,-0.2,-16.8,0.0,8.4,30,1
48,2016-02-18,-5.2,3.5,-15.2,0.0,8.7,29,0
49,2016-02-19,-1.7,7.0,-11.6,0.0,8.4,30,1
50,2016-02-20,1.9,5.1,-1.8,5.0,7.0,36,8
51,2016-02-21,-2.2,1.7,-10.4,12.5,3.5,47,11
52,2016-02-22,-5.8,0.9,-15.7,0.0,6.9,44,0
53,2016-02-23,-6.3,1.5,-16.0,0.0,3.3,43,0
