Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight
0,2016-01-01,0.4,4.8,-3.6,0.0,7.0
1,2016-01-02,1.8,7.1,-4.1,0.0,2.8
2,2016-01-03,5.3,11.0,0.0,0.0,4.5
3,2016-01-04,5.1,10.5,-0.7,0.0,6.2
4,2016-01-05,4.1,7.0,1.8,0.0,2.1
5,2016-01-06,4.2,8.1,2.4,0.0,1.4
6,2016-01-07,2.6,5.8,0.5,0.0,2.9
7,2016-01-08,1.5,4.3,-0.1,0.5,0.2
8,2016-01-09,0.1,3.1,-2.0,0.0,3.9
9,2016-01-10,0.9,4.4,-1.9,0.0,3.6
10,2016-01-11,1.8,6.1,-1.5,0.0,5.6
11,2016-01-12,0.9,4.1,-2.3,0.0,1.3
12,2016-01-13,-0.9,3.0,-4.9,0.0,2.0
13,2016-01-14,-1.2,0.4,-2.7,2.5,0.5
14,2016-01-15,-0.8,2.9,-3.8,0.0,8.0
15,2016-01-16,-1.1,3.9,-5.3,0.0,5.5
16,2016-01-17,0.8,5.2,-4.8,1.5,4.3
17,2016-01-18,3.3,7.8,-1.4,9.5,0.0
18,2016-01-19,-4.3,-1.2,-6.1,10.0,0.2
19,2016-01-20,-3.0,-1.0,-6.6,7.0,0.0
20,2016-01-21,-1.8,1.4,-4.4,0.0,2.1
21,2016-01-22,-1.1,1.7,-3.5,0.0,2.0
22,2016-01-23,-2.1,1.8,-5.1,3.5,0.0
23,2016-01-24,-8.0,-3.9,-10.8,2.5,2.0
24,2016-01-25,-5.9,-2.7,-10.2,1.5,1.2
25,2016-01-26,-3.3,0.5,-9.2,0.0,2.5
26,2016-01-27,-0.2,3.2,-3.0,0.0,2.8
27,2016-01-28,0.9,6.8,-5.2,0.5,4.4
28,2016-01-29,9.2,12.0,3.1,54.0,0.0
29,2016-01-30,2.2,7.5,0.5,9.5,0.0
30,2016-01-31,1.2,6.0,-1.6,0.0,8.3
31,2016-02-01,0.5,2.1,-1.5,0.0,0.0
32,2016-02-02,0.2,4.1,-2.9,0.5,3.4
33,2016-02-03,-1.5,2.6,-4.4,0.0,7.4
34,2016-02-04,-1.0,5.6,-5.8,0.0,7.0
35,2016-02-05,0.6,6.3,-3.2,0.0,6.9
36,2016-02-06,0.0,2.3,-3.3,0.0,3.0
37,2016-02-07,-2.1,1.7,-5.7,1.0,3.7
38,2016-02-08,-0.9,6.3,-7.3,0.0,9.1
39,2016-02-09,0.7,4.8,-1.8,0.5,2.1
40,2016-02-10,-0.9,3.0,-3.4,0.0,4.8
41,2016-02-11,0.3,8.2,-5.1,0.0,9.3
42,2016-02-12,5.8,12.4,-2.6,0.0,2.7
43,2016-02-13,12.1,15.0,5.1,38.0,1.4
44,2016-02-14,10.4,14.7,3.6,53.5,0.0
45,2016-02-15,-0.6,3.7,-3.3,7.0,0.2
46,2016-02-16,-2.8,0.5,-4.6,0.0,1.6
47,2016-02-17,-1.3,1.2,-4.0,1.0,0.9
48,2016-02-18,-0.5,6.8,-7.5,0.0,8.9
49,2016-02-19,3.4,9.8,-1.4,0.0,7.7
50,2016-02-20,6.1,11.9,0.9,31.0,0.0
51,2016-02-21,1.2,4.5,-2.1,3.0,2.6
52,2016-02-22,0.2,3.2,-2.9,0.0,0.8
53,2016-02-23,2.3,5.6,-0.2,0.0,0.2
54,2016-02-24,-1.1,2.1,-3.9,0.0,0.8
55,2016-02-25,-1.6,3.6,-5.3,0.0,9.5
56,2016-02-26,-1.5,3.5,-6.6,0.0,8.1
57,2016-02-27,2.2,9.3,-4.8,1.0,7.4
58,2016-02-28,4.5,11.8,-1.5,0.0,8.9
59,2016-02-29,2.9,10.8,-4.8,6.0,1.3
60,2016-03-01,-3.3,-0.4,-6.0,0.5,3.9
61,2016-03-02,-0.8,4.6,-4.0,0.5,5.4
62,2016-03-03,2.1,10.2,-3.8,0.0,9.9
63,2016-03-04,5.0,13.8,-3.1,0.0,4.4
64,2016-03-05,8.2,15.6,0.3,0.0,5.2
65,2016-03-06,11.3,14.5,8.6,0.0,1.6
66,2016-03-07,10.8,15.3,6.2,0.5,1.3
67,2016-03-08,10.1,16.8,3.9,0.0,6.5
68,2016-03-09,4.8,7.4,0.9,42.5,0.0
69,2016-03-10,1.1,4.3,-0.7,0.5,0.6
70,2016-03-11,1.2,6.4,-2.1,0.0,4.7
71,2016-03-12,1.1,7.7,-4.1,0.0,10.3
72,2016-03-13,4.0,9.8,-2.1,8.5,2.6
73,2016-03-14,0.8,3.8,-0.2,20.0,0.0
74,2016-03-15,0.9,5.1,-2.3,0.0,8.0
75,2016-03-16,2.8,11.6,-3.2,0.0,5.8
76,2016-03-17,6.0,15.7,-1.7,0.0,10.4
77,2016-03-18,9.4,15.2,0.7,9.5,4.5
78,2016-03-19,10.1,14.0,4.9,7.5,0.0
79,2016-03-20,4.3,9.0,1.3,0.0,8.5
80,2016-03-21,2.7,8.3,-1.7,0.0,7.4
81,2016-03-22,4.8,13.5,-3.8,0.0,10.6
82,2016-03-23,7.1,15.1,-0.8,0.0,6.7
83,2016-03-24,2.3,6.6,-1.3,0.0,3.1
84,2016-03-25,0.7,5.9,-2.4,0.0,7.6
85,2016-03-26,1.7,8.1,-2.8,0.0,10.7
86,2016-03-27,3.6,10.2,-2.9,0.0,3.0
87,2016-03-28,2.9,9.4,-1.8,0.0,5.5
88,2016-03-29,6.0,13.2,-2.2,0.0,7.2
89,2016-03-30,8.7,13.3,2.0,0.0,4.7
90,2016-03-31,11.4,17.5,6.0,0.0,6.9
91,2016-04-01,10.1,12.1,8.1,21.5,0.0
92,2016-04-02,10.7,15.1,5.3,0.0,3.8
93,2016-04-03,13.0,16.6,10.2,0.0,0.9
94,2016-04-04,12.3,15.8,8.4,19.5,0.3
95,2016-04-05,8.9,16.1,3.0,0.0,6.0
96,2016-04-06,10.8,18.6,2.5,0.0,10.5
97,2016-04-07,14.6,17.8,10.1,78.5,0.0
98,2016-04-08,9.4,12.5,3.8,0.0,1.1
99,2016-04-09,10.4,18.5,3.2,0.0,6.8
100,2016-04-10,10.3,15.5,5.0,0.0,0.5
101,2016-04-11,5.1,10.0,0.0,0.0,4.7
102,2016-04-12,7.9,15.2,-0.8,0.0,10.6
103,2016-04-13,13.6,16.6,10.5,2.5,0.3
104,2016-04-14,13.7,19.3,9.5,11.5,4.4
105,2016-04-15,8.6,14.2,1.3,0.0,10.0
106,2016-04-16,12.1,21.9,-0.6,0.0,10.8
107,2016-04-17,15.1,21.8,8.3,5.5,5.8
108,2016-04-18,8.8,13.7,5.6,0.5,1.6
109,2016-04-19,8.8,15.1,1.9,0.0,10.0
110,2016-04-20,11.0,18.5,0.9,0.0,11.4
111,2016-04-21,12.8,17.3,8.8,34.0,0.0
112,2016-04-22,13.9,19.0,9.1,11.5,5.8
113,2016-04-23,13.6,21.8,7.2,2.0,7.5
114,2016-04-24,11.8,16.9,9.1,0.5,2.4
115,2016-04-25,13.6,19.5,7.9,0.0,4.9
116,2016-04-26,14.4,22.2,7.1,0.0,9.7
117,2016-04-27,13.0,16.1,10.6,3.5,0.0
118,2016-04-28,13.2,18.0,7.0,19.5,0.9
119,2016-04-29,6.2,9.5,2.0,0.0,2.2
120,2016-04-30,9.6,17.4,-0.6,0.0,11.9
121,2016-05-01,14.1,22.4,6.0,0.0,10.2
122,2016-05-02,16.0,25.6,6.4,0.0,11.2
123,2016-05-03,15.8,19.8,12.3,7.5,1.7
