Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,avg_wind_speed
0,2016-01-01,5.3,6.7,4.0,0.0,1.0,3.6
1,2016-01-02,9.2,11.4,5.5,4.0,2.2,4.7
2,2016-01-03,10.1,13.1,7.7,4.0,2.6,2.9
3,2016-01-04,7.9,13.3,4.4,1.5,0.6,4.6
4,2016-01-05,4.2,5.6,3.1,3.5,0.0,4.7
5,2016-01-06,5.4,8.1,3.2,1.5,1.0,3.2
6,2016-01-07,4.3,6.8,3.0,0.5,1.1,4.8
7,2016-01-08,3.9,5.7,2.8,3.5,0.0,3.6
8,2016-01-09,3.5,4.6,2.3,1.5,0.1,3.7
9,2016-01-10,4.7,6.4,2.9,6.0,0.0,5.6
10,2016-01-11,1.7,3.3,0.4,1.0,0.2,6.6
11,2016-01-12,1.8,3.6,0.6,0.0,1.6,4.5
12,2016-01-13,3.5,5.4,1.8,10.5,1.6,3.7
13,2016-01-14,1.5,4.7,-0.3,3.5,0.0,7.4
14,2016-01-15,1.1,2.7,0.0,8.5,0.4,4.8
15,2016-01-16,2.0,3.2,0.6,4.0,0.0,5.5
16,2016-01-17,3.4,5.4,-0.4,0.0,0.7,3.5
17,2016-01-18,4.7,8.0,2.0,36.5,0.0,8.3
18,2016-01-19,1.5,6.5,-0.6,25.5,0.2,6.6
19,2016-01-20,2.8,5.1,0.3,13.0,0.7,9.1
20,2016-01-21,2.5,3.4,0.7,1.0,2.6,4.5
21,2016-01-22,1.4,3.0,-0.6,0.0,1.8,4.8
22,2016-01-23,0.8,1.7,-0.2,0.5,0.0,5.7
23,2016-01-24,-0.1,1.6,-1.8,7.5,0.1,7.7
24,2016-01-25,1.0,2.9,-0.7,1.0,0.7,4.8
25,2016-01-26,3.9,6.2,1.4,16.0,0.6,3.3
26,2016-01-27,5.1,7.0,2.2,4.0,0.0,4.0
27,2016-01-28,5.1,7.9,3.3,1.0,0.4,3.7
28,2016-01-29,3.1,4.0,1.6,0.5,0.0,4.1
29,2016-01-30,2.4,3.6,1.2,9.0,0.0,3.3
30,2016-01-31,1.6,3.6,-0.6,5.5,1.5,4.7
31,2016-02-01,0.8,2.3,-0.5,0.0,1.7,3.6
32,2016-02-02,1.1,2.1,-0.6,0.5,0.4,4.0
33,2016-02-03,2.2,3.4,0.8,0.5,0.5,2.8
34,2016-02-04,4.0,6.1,0.7,4.5,2.2,3.5
35,2016-02-05,3.9,5.8,2.1,0.0,3.8,3.3
36,2016-02-06,1.3,3.1,-0.5,1.0,0.0,6.0
37,2016-02-07,0.0,2.2,-1.7,0.5,3.3,4.3
38,2016-02-08,2.8,6.0,-0.8,0.5,4.0,3.5
39,2016-02-09,3.2,5.6,0.4,18.5,0.4,4.1
40,2016-02-10,2.4,3.7,0.5,0.0,1.4,5.1
41,2016-02-11,3.8,6.7,0.6,0.0,7.7,3.0
42,2016-02-12,7.9,11.7,3.9,0.0,8.4,4.4
43,2016-02-13,10.5,15.1,8.3,3.5,0.0,4.5
44,2016-02-14,10.0,17.0,5.1,7.0,0.0,6.6
45,2016-02-15,0.8,5.6,-2.2,0.5,0.0,5.5
46,2016-02-16,1.0,3.4,-1.7,7.0,1.6,3.1
47,2016-02-17,1.8,3.2,0.4,3.0,1.1,4.5
48,2016-02-18,6.0,10.5,2.0,0.5,5.6,3.2
49,2016-02-19,8.5,11.2,4.9,3.0,4.8,4.6
