,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
0,2016-01-01,2.7,5.5,-0.2,,7.3,,,4.4,3.8,1018.8,52,1023.7
1,2016-01-02,4.8,9.3,-2.1,0.0,1.8,,,2.6,5.7,1013.4,67,1018.2
2,2016-01-03,7.8,10.8,3.2,,5.5,,,2.5,6.5,1010.4,62,1015.1
3,2016-01-04,5.7,7.7,3.0,0.0,1.1,,,3.0,6.0,1008.1,65,1012.9
4,2016-01-05,2.6,4.4,1.4,0.0,5.9,,,4.4,4.0,1012.0,55,1016.8
5,2016-01-06,2.1,5.0,-1.1,,1.5,,,2.3,4.2,1012.1,59,1017.0
6,2016-01-07,2.5,5.0,0.2,0.0,6.0,,,3.9,4.0,1006.9,55,1011.7
7,2016-01-08,1.7,6.0,-1.7,0.0,6.5,,,2.5,4.3,1008.5,63,1013.4
8,2016-01-09,0.9,4.2,-2.1,0.0,4.9,,,2.3,3.9,1012.7,60,1017.5
9,2016-01-10,1.9,7.1,-1.5,0.5,7.1,3.0,3.0,4.0,4.6,1010.3,66,1015.2
10,2016-01-11,-0.4,2.4,-1.8,0.0,5.0,,,5.1,3.0,1012.8,51,1017.7
11,2016-01-12,-0.2,2.8,-1.7,0.0,5.8,,,3.1,3.2,1010.0,54,1014.9
12,2016-01-13,0.5,4.1,-2.9,0.5,5.1,2.0,2.0,1.7,4.1,1007.9,66,1012.7
13,2016-01-14,1.4,3.9,-1.5,0.0,7.1,2.0,,4.5,3.7,1007.5,54,1012.3
14,2016-01-15,-0.1,4.0,-3.8,,5.2,,,2.8,3.1,1013.4,53,1018.3
15,2016-01-16,-1.0,3.7,-4.5,0.0,3.5,,,2.2,3.1,1014.9,55,1019.7
16,2016-01-17,-0.6,3.6,-4.9,,4.9,,,1.8,3.4,1018.5,60,1023.4
17,2016-01-18,1.9,4.3,-1.2,81.0,0.0,5.0,5.0,5.0,6.0,1000.5,85,1005.3
18,2016-01-19,1.7,4.5,-1.9,0.0,1.4,3.0,,2.3,5.6,991.8,82,996.6
19,2016-01-20,1.1,5.1,-2.7,0.0,7.2,2.0,,3.0,4.5,1000.0,69,1004.8
20,2016-01-21,1.4,4.3,-1.3,0.0,8.2,,,3.2,3.7,1010.4,55,1015.2
21,2016-01-22,0.3,3.5,-1.8,0.0,7.3,,,4.2,3.3,1012.8,52,1017.7
22,2016-01-23,0.3,3.2,-2.1,0.0,2.2,,,3.2,3.4,1012.2,55,1017.0
23,2016-01-24,-0.4,1.8,-2.2,0.0,2.6,1.0,1.0,2.8,3.7,997.8,63,1002.6
24,2016-01-25,-0.5,2.2,-3.0,0.0,8.5,1.0,1.0,3.2,3.3,1008.1,57,1012.9
25,2016-01-26,1.9,5.8,-1.6,0.0,1.7,,,1.9,4.8,1016.1,69,1021.0
26,2016-01-27,4.4,7.2,-0.3,0.0,2.8,,,3.6,4.9,1016.0,59,1020.8
27,2016-01-28,3.2,6.7,-0.7,,4.1,,,3.8,4.5,1019.8,59,1024.6
28,2016-01-29,0.8,3.0,-1.9,0.0,0.0,,,1.8,3.2,1021.9,49,1026.8
29,2016-01-30,-0.5,2.5,-2.0,1.5,1.8,4.0,4.0,1.8,4.8,1017.2,82,1022.1
30,2016-01-31,0.7,4.6,-2.7,0.0,7.0,1.0,,2.9,3.9,1015.4,62,1020.3
31,2016-02-01,-0.5,2.3,-3.0,0.0,2.7,,,2.8,3.1,1015.7,54,1020.6
32,2016-02-02,-1.3,1.6,-3.5,0.0,0.6,1.0,1.0,2.0,3.9,1012.8,71,1017.7
33,2016-02-03,0.4,5.4,-3.3,0.0,7.5,,,2.9,3.2,1016.7,51,1021.5
34,2016-02-04,1.1,6.3,-4.8,,6.0,,,1.7,4.1,1013.9,64,1018.8
35,2016-02-05,2.3,6.3,-2.3,0.0,6.1,,,2.4,4.1,1010.9,57,1015.7
36,2016-02-06,0.9,5.6,-2.6,,3.7,,,2.5,3.6,1009.9,56,1014.7
37,2016-02-07,-1.1,2.9,-3.7,,8.8,,,3.0,2.7,1011.9,50,1016.7
38,2016-02-08,0.0,5.8,-4.8,0.0,5.2,,,2.2,4.1,1014.0,69,1018.9
39,2016-02-09,3.9,8.8,-0.8,0.5,5.7,,,3.4,4.9,1002.6,62,1007.3
40,2016-02-10,1.3,4.6,-0.3,0.5,5.9,3.0,3.0,4.8,3.4,1010.8,52,1015.6
41,2016-02-11,1.4,5.9,-1.8,,8.3,,,3.4,3.3,1025.1,50,1030.0
42,2016-02-12,2.5,8.3,-4.1,,8.8,,,2.7,4.8,1025.6,65,1030.5
43,2016-02-13,8.7,17.5,1.9,0.0,2.3,,,1.6,7.6,1012.9,68,1017.6
44,2016-02-14,11.4,17.1,7.4,7.0,0.3,,,2.7,10.4,992.5,76,997.1
45,2016-02-15,1.6,7.5,-2.4,0.0,3.0,,,5.6,3.8,998.3,54,1003.1
46,2016-02-16,0.2,4.0,-3.3,0.0,4.7,,,2.0,3.6,1005.8,58,1010.6
47,2016-02-17,0.5,4.7,-2.4,0.0,6.5,,,3.0,3.9,1009.0,62,1013.9
48,2016-02-18,2.3,8.4,-3.0,0.0,6.3,,,2.2,4.6,1018.3,64,1023.2
49,2016-02-19,5.0,12.5,-1.4,0.5,6.2,,,2.0,5.7,1018.5,66,1023.3
50,2016-02-20,5.7,9.5,1.1,22.5,0.0,,,1.8,7.8,1017.2,84,1022.0
51,2016-02-21,6.3,11.7,1.6,0.5,3.3,,,4.0,6.5,1006.2,66,1010.9
52,2016-02-22,1.6,4.5,-0.2,0.0,1.2,,,4.0,3.3,1024.2,48,1029.1
53,2016-02-23,3.5,8.3,-0.4,2.0,2.2,,,2.3,5.5,1016.2,69,1021.0
54,2016-02-24,0.4,3.5,-2.8,0.5,5.4,,,3.8,3.1,1018.4,49,1023.3
55,2016-02-25,-0.8,3.4,-3.5,0.0,6.4,,,2.2,2.8,1020.9,50,1025.8
56,2016-02-26,0.5,5.0,-3.3,0.0,8.1,,,2.6,3.5,1019.0,57,1023.9
57,2016-02-27,2.0,5.9,-1.4,4.5,6.8,6.0,6.0,2.2,4.2,1020.1,62,1025.0
58,2016-02-28,1.8,5.0,-1.9,1.5,5.2,8.0,2.0,1.8,5.5,1022.4,80,1027.3
59,2016-02-29,5.1,8.9,1.7,18.5,0.0,,,4.6,7.1,1004.7,78,1009.4
60,2016-03-01,0.2,3.4,-2.3,0.0,6.3,2.0,3.0,3.8,3.8,1006.7,62,1011.5
61,2016-03-02,0.5,5.3,-3.6,0.0,5.5,2.0,,2.1,4.3,1015.0,70,1019.9
62,2016-03-03,2.8,8.9,-2.5,4.0,5.0,2.0,2.0,3.5,5.2,1015.5,70,1020.3
63,2016-03-04,2.0,7.7,-2.5,,8.2,,,2.3,4.2,1026.6,62,1031.5
64,2016-03-05,3.4,8.6,-1.4,,3.5,,,1.8,5.6,1029.9,72,1034.8
65,2016-03-06,7.3,11.1,3.7,1.0,0.0,,,1.4,9.9,1021.0,96,1025.7
66,2016-03-07,10.8,17.4,6.8,4.5,0.8,,,2.3,10.5,1013.5,82,1018.1
67,2016-03-08,10.0,15.8,5.5,0.0,2.9,,,2.3,9.0,1008.6,75,1013.3
68,2016-03-09,4.6,7.0,3.4,,0.0,,,4.3,3.4,1012.7,40,1017.5
69,2016-03-10,3.3,7.4,0.2,,4.8,,,3.1,3.8,1014.1,49,1018.9
70,2016-03-11,2.0,6.8,-2.4,,7.4,,,3.0,3.5,1014.7,51,1019.6
71,2016-03-12,1.7,7.4,-2.3,,8.6,,,2.4,3.4,1019.5,51,1024.4
72,2016-03-13,3.7,8.4,-2.2,,5.9,,,3.1,4.8,1020.4,60,1025.3
73,2016-03-14,5.3,7.7,3.1,0.0,0.0,,,1.8,7.0,1012.2,79,1016.9
74,2016-03-15,5.3,10.4,1.1,,9.2,,,3.5,4.4,1009.1,52,1013.8
75,2016-03-16,6.8,12.7,2.4,,4.1,,,2.4,5.6,1015.1,58,1019.8
76,2016-03-17,10.6,17.4,2.3,,9.9,,,3.1,5.6,1015.7,46,1020.4
77,2016-03-18,9.7,15.0,3.5,,8.7,,,2.8,8.0,1013.0,67,1017.6
78,2016-03-19,13.0,18.7,10.0,0.0,1.3,,,2.7,9.8,1002.2,65,1006.8
79,2016-03-20,7.8,12.3,2.7,0.0,2.6,,,3.9,5.9,1007.4,55,1012.1
80,2016-03-21,4.4,8.8,-0.3,,8.4,,,2.7,3.9,1012.6,48,1017.4
81,2016-03-22,6.5,11.5,1.4,0.0,2.7,,,1.7,5.9,1008.3,62,1013.0
82,2016-03-23,5.7,9.1,2.2,0.0,5.0,,,3.1,4.4,1009.3,49,1014.0
83,2016-03-24,3.5,9.5,-1.7,0.0,7.0,,,2.5,4.3,1011.4,57,1016.1
84,2016-03-25,4.0,9.2,0.3,0.0,7.6,,,3.8,4.4,1012.1,56,1016.9
85,2016-03-26,4.2,10.9,-0.9,,7.1,,,2.5,4.7,1015.2,60,1020.0
86,2016-03-27,5.3,11.5,-1.3,,8.2,,,3.1,5.9,1015.5,67,1020.3
87,2016-03-28,8.2,15.7,3.3,,9.9,,,2.9,6.6,1015.0,64,1019.7
88,2016-03-29,7.2,12.3,2.4,,10.4,,,3.0,6.5,1018.9,65,1023.7
89,2016-03-30,9.2,15.0,4.2,9.0,8.2,,,2.8,8.6,1013.5,74,1018.2
90,2016-03-31,8.1,15.0,2.3,0.0,6.6,,,2.5,5.8,1013.0,58,1017.7
91,2016-04-01,6.9,12.4,0.7,0.0,10.4,,,3.1,6.1,1019.7,62,1024.4
92,2016-04-02,6.7,7.5,5.7,0.5,0.0,,,1.9,7.3,1023.9,75,1028.7
93,2016-04-03,10.6,15.1,5.9,0.5,0.7,,,1.9,11.5,1016.3,90,1021.0
94,2016-04-04,7.4,10.9,4.4,27.0,0.0,,,1.8,9.4,1006.5,91,1011.2
95,2016-04-05,7.4,12.7,2.6,,9.9,,,3.2,6.1,1008.4,62,1013.1
96,2016-04-06,9.4,16.2,3.9,,10.7,,,3.2,6.1,1013.6,55,1018.3
97,2016-04-07,8.7,11.4,4.2,55.5,0.0,,,3.0,9.8,1007.9,86,1012.6
98,2016-04-08,12.8,16.5,9.7,0.0,5.4,,,4.5,8.9,1002.7,61,1007.3
99,2016-04-09,13.7,21.6,5.7,,9.6,,,2.6,6.8,1006.3,47,1010.9
100,2016-04-10,8.9,13.4,5.6,,7.6,,,2.6,7.0,1006.7,62,1011.4
101,2016-04-11,4.9,9.4,2.1,1.5,5.7,,,4.6,5.6,1008.1,65,1012.9
102,2016-04-12,6.8,13.6,0.2,,11.0,,,3.0,5.2,1016.8,55,1021.5
103,2016-04-13,10.4,15.6,3.9,0.5,7.0,,,3.6,9.8,1011.2,77,1015.9
104,2016-04-14,12.6,17.9,8.8,6.0,3.9,,,2.0,13.0,1001.7,90,1006.3
105,2016-04-15,9.8,12.6,7.4,0.5,8.0,,,6.9,6.6,1005.5,54,1010.2
106,2016-04-16,9.2,16.4,3.4,,6.8,,,3.0,7.0,1016.0,61,1020.7
107,2016-04-17,12.3,16.5,7.4,30.5,0.0,,,4.0,11.4,1000.9,80,1005.5
108,2016-04-18,14.5,17.0,11.5,,2.1,,,3.4,7.5,1002.9,45,1007.5
109,2016-04-19,12.0,16.6,6.5,0.0,7.0,,,3.3,6.8,1012.4,49,1017.1
110,2016-04-20,9.8,16.3,4.4,,8.7,,,2.6,7.2,1018.6,62,1023.3
111,2016-04-21,11.2,16.3,5.0,2.0,2.5,,,1.9,10.0,1009.8,75,1014.4
112,2016-04-22,13.9,19.6,8.7,3.5,1.1,,,2.0,12.0,1003.1,78,1007.7
113,2016-04-23,12.0,15.9,7.9,,3.6,,,3.1,11.7,1006.1,84,1010.7
114,2016-04-24,12.6,18.5,6.6,,9.4,,,3.9,8.7,1009.4,60,1014.1
115,2016-04-25,11.6,17.5,4.6,,11.5,,,2.8,7.9,1015.6,59,1020.3
116,2016-04-26,12.3,21.1,6.5,,10.5,,,2.2,8.0,1012.9,60,1017.5
