Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,avg_wind_speed
0,2016-01-01,6.6,10.8,2.2,0.0,9.2,2.6
1,2016-01-02,5.7,11.9,0.4,0.0,7.6,1.3
2,2016-01-03,8.5,14.7,3.0,0.0,7.1,1.4
3,2016-01-04,9.9,16.4,3.3,0.0,7.6,2.3
4,2016-01-05,9.9,13.8,5.6,0.0,3.7,2.5
5,2016-01-06,9.8,12.5,6.8,0.0,2.0,2.2
6,2016-01-07,8.8,11.6,6.0,0.0,4.6,3.2
7,2016-01-08,6.8,11.2,1.9,0.0,5.1,1.8
8,2016-01-09,6.9,10.9,2.1,0.0,8.9,2.5
9,2016-01-10,5.9,10.7,-0.7,0.0,6.3,2.1
10,2016-01-11,7.8,11.5,3.5,0.0,3.7,2.3
11,2016-01-12,6.5,10.2,3.7,0.0,2.1,2.2
12,2016-01-13,5.5,9.8,0.8,0.0,6.6,1.8
13,2016-01-14,5.6,9.6,0.2,0.0,6.2,2.0
14,2016-01-15,5.4,9.4,1.3,0.0,8.5,2.8
15,2016-01-16,4.8,9.8,-0.1,0.0,8.9,2.6
16,2016-01-17,4.6,9.4,-2.1,1.5,4.4,1.3
17,2016-01-18,7.5,11.6,4.5,18.5,1.7,3.3
18,2016-01-19,3.0,6.5,0.6,0.0,7.1,4.9
19,2016-01-20,2.7,6.3,-0.1,4.5,2.4,4.0
20,2016-01-21,4.0,8.4,-1.3,0.0,6.3,2.3
21,2016-01-22,4.4,9.5,1.4,0.0,8.6,3.3
22,2016-01-23,2.1,3.8,-0.2,0.0,0.0,1.7
23,2016-01-24,0.7,3.1,-3.4,0.0,9.7,5.5
24,2016-01-25,0.0,3.9,-4.6,0.0,4.9,2.0
25,2016-01-26,3.0,7.9,-2.3,0.0,8.5,1.3
26,2016-01-27,5.0,10.6,-1.0,0.0,6.0,1.8
27,2016-01-28,6.9,12.6,-1.1,0.0,7.3,1.5
28,2016-01-29,7.3,9.0,5.6,24.0,0.0,1.3
29,2016-01-30,8.4,10.7,6.0,7.0,0.5,2.1
30,2016-01-31,7.7,11.7,4.8,0.0,9.4,2.5
31,2016-02-01,6.8,8.5,4.5,0.0,0.0,1.6
32,2016-02-02,6.3,11.2,3.6,0.0,8.8,3.5
33,2016-02-03,5.2,10.1,1.5,0.0,9.9,3.6
34,2016-02-04,5.4,10.2,-0.7,0.0,9.7,1.9
35,2016-02-05,6.8,11.3,1.5,0.0,8.3,2.3
36,2016-02-06,5.3,8.9,-0.4,0.0,0.1,2.6
37,2016-02-07,4.6,9.1,1.2,0.0,10.2,3.7
38,2016-02-08,3.7,9.9,-3.2,0.0,10.2,1.6
39,2016-02-09,4.1,9.4,0.0,1.0,2.8,2.8
40,2016-02-10,4.5,8.7,1.6,0.0,9.3,3.7
41,2016-02-11,5.5,12.0,-0.7,0.0,10.4,2.1
42,2016-02-12,7.4,10.3,3.9,0.0,0.0,1.1
43,2016-02-13,10.3,15.7,6.8,10.5,0.0,1.0
44,2016-02-14,15.3,22.4,11.0,12.5,2.9,3.1
45,2016-02-15,7.5,11.6,2.5,0.0,6.5,4.4
46,2016-02-16,4.0,8.4,0.4,0.0,3.7,1.9
47,2016-02-17,4.3,9.6,-0.6,0.0,8.1,3.1
48,2016-02-18,4.7,11.3,-1.4,0.0,10.2,1.4
49,2016-02-19,8.3,14.6,1.0,0.0,9.2,1.7
50,2016-02-20,7.2,9.9,5.6,27.0,0.0,1.9
51,2016-02-21,7.9,10.6,4.7,0.0,8.4,5.1
52,2016-02-22,7.1,10.6,3.9,0.0,1.6,2.2
53,2016-02-23,9.4,14.1,5.0,0.0,6.0,2.4
54,2016-02-24,6.0,9.2,2.5,0.0,10.2,4.6
55,2016-02-25,5.1,9.8,1.5,0.0,10.6,3.3
56,2016-02-26,5.0,9.3,1.0,0.0,7.9,2.9
57,2016-02-27,6.6,11.8,0.3,0.0,7.9,1.7
58,2016-02-28,9.3,15.9,3.9,0.0,10.0,2.0
59,2016-02-29,7.9,14.8,1.0,0.0,2.0,3.6
60,2016-03-01,2.9,6.9,-0.3,0.0,7.0,4.1
61,2016-03-02,5.1,9.7,0.2,0.0,8.3,2.6
62,2016-03-03,7.9,14.9,-0.3,0.0,10.5,2.1
63,2016-03-04,10.8,18.4,2.2,0.0,10.7,1.6
64,2016-03-05,12.8,18.4,8.5,0.0,4.8,1.8
65,2016-03-06,15.3,19.7,9.6,1.5,2.7,2.6
66,2016-03-07,15.1,18.7,12.7,7.5,0.0,1.2
67,2016-03-08,15.2,21.9,10.1,0.0,8.2,2.2
68,2016-03-09,10.7,13.4,7.9,23.0,0.0,2.8
69,2016-03-10,8.1,10.9,5.3,0.0,3.2,3.0
70,2016-03-11,7.9,13.0,4.4,0.0,9.6,3.6
71,2016-03-12,6.9,12.5,0.5,0.0,11.5,2.3
72,2016-03-13,7.8,13.4,0.7,1.0,4.7,1.5
73,2016-03-14,6.5,7.7,5.5,22.5,0.0,3.2
74,2016-03-15,8.2,12.9,4.8,0.0,11.5,3.9
75,2016-03-16,7.8,13.4,0.9,0.0,1.2,1.3
76,2016-03-17,12.2,21.0,4.5,0.0,11.4,2.2
77,2016-03-18,13.4,20.1,6.1,9.5,6.7,2.8
78,2016-03-19,15.6,21.1,11.8,32.5,3.9,4.6
79,2016-03-20,11.0,14.9,8.2,0.0,11.3,5.8
80,2016-03-21,9.5,14.8,6.1,0.0,11.2,3.9
81,2016-03-22,10.0,17.1,2.7,0.0,11.2,1.9
82,2016-03-23,12.7,18.5,6.6,0.0,7.7,2.2
83,2016-03-24,9.6,13.7,5.8,0.0,10.4,5.1
84,2016-03-25,7.5,12.0,4.6,0.0,11.3,4.2
85,2016-03-26,8.5,14.6,3.0,0.0,11.7,2.3
86,2016-03-27,9.9,17.0,1.9,0.0,8.3,1.6
87,2016-03-28,12.2,17.1,8.4,0.0,11.0,2.7
88,2016-03-29,12.3,18.2,5.3,0.0,7.6,2.1
89,2016-03-30,14.3,19.5,7.8,0.0,6.6,1.5
90,2016-03-31,15.2,21.1,9.4,0.0,7.8,1.9
91,2016-04-01,13.3,15.0,11.3,2.5,0.0,1.3
92,2016-04-02,15.6,20.7,11.3,0.0,3.0,2.0
93,2016-04-03,16.9,20.2,14.3,0.5,0.4,3.0
94,2016-04-04,16.5,21.3,12.7,31.5,1.5,2.4
95,2016-04-05,14.5,19.1,10.0,0.0,6.3,1.9
96,2016-04-06,15.5,22.3,8.7,0.0,9.9,2.0
97,2016-04-07,12.9,15.3,10.6,34.5,0.0,2.1
98,2016-04-08,15.6,18.5,11.4,0.0,2.3,3.2
99,2016-04-09,15.9,23.7,8.9,0.0,7.7,1.9
100,2016-04-10,16.0,21.2,10.1,0.0,0.0,1.5
101,2016-04-11,12.3,15.5,7.2,0.0,10.8,4.8
102,2016-04-12,11.2,16.7,3.9,0.0,7.6,2.8
103,2016-04-13,14.7,18.8,10.9,18.0,0.0,3.5
104,2016-04-14,17.9,24.9,12.8,8.0,7.6,3.8
105,2016-04-15,16.0,20.7,11.3,0.0,12.0,4.6
106,2016-04-16,15.5,22.6,6.9,0.0,11.7,2.8
107,2016-04-17,20.2,28.2,16.4,9.5,6.4,5.5
108,2016-04-18,16.1,19.7,13.0,0.0,3.2,3.3
109,2016-04-19,14.8,20.4,8.4,0.0,12.5,3.8
110,2016-04-20,14.8,20.3,7.3,0.0,11.1,2.8
111,2016-04-21,15.4,18.9,13.5,42.0,0.0,2.5
112,2016-04-22,17.9,23.4,13.1,0.5,10.6,2.8
113,2016-04-23,18.1,23.8,12.6,0.5,3.3,1.6
114,2016-04-24,18.1,23.9,14.9,1.0,5.4,2.5
115,2016-04-25,18.1,22.7,14.1,0.0,7.7,1.9
116,2016-04-26,19.0,24.5,12.9,0.0,11.3,2.2
117,2016-04-27,17.4,20.4,13.8,11.5,0.0,1.7
118,2016-04-28,15.7,17.3,14.1,9.0,0.0,2.6
119,2016-04-29,13.9,17.6,10.4,0.0,12.3,5.7
120,2016-04-30,15.8,22.8,8.7,0.0,12.6,2.3
121,2016-05-01,18.6,26.3,10.2,0.0,8.4,2.0
122,2016-05-02,19.2,26.7,12.2,0.0,11.1,2.4
123,2016-05-03,19.4,23.0,16.8,12.0,1.9,5.0
124,2016-05-04,20.9,25.8,16.4,24.0,11.2,4.8
125,2016-05-05,20.2,24.1,16.3,0.0,12.1,3.9
126,2016-05-06,15.8,19.4,13.6,8.5,0.0,1.7
127,2016-05-07,17.3,23.3,13.3,4.5,4.4,2.4
128,2016-05-08,19.9,25.6,15.2,0.0,12.2,3.0
129,2016-05-09,16.8,19.5,14.7,10.0,0.0,1.9
130,2016-05-10,17.9,21.1,15.7,10.5,0.0,1.3
131,2016-05-11,19.1,21.5,15.5,13.5,0.0,3.5
132,2016-05-12,20.2,27.0,14.7,0.0,13.4,3.2
133,2016-05-13,20.2,26.0,14.3,0.0,10.5,2.2
134,2016-05-14,21.4,27.5,16.0,0.0,12.6,2.5
135,2016-05-15,19.8,23.2,17.3,0.0,11.4,3.2
136,2016-05-16,19.2,21.2,17.5,10.0,0.1,4.4
137,2016-05-17,18.7,24.0,14.3,16.0,7.0,2.8
138,2016-05-18,20.2,27.5,14.2,0.0,13.5,2.5
139,2016-05-19,20.4,26.7,14.3,0.0,12.0,2.2
140,2016-05-20,19.5,24.3,16.0,0.0,6.0,1.9
141,2016-05-21,20.8,29.1,14.6,0.0,12.9,2.4
142,2016-05-22,22.7,29.5,16.3,0.0,13.0,2.1
143,2016-05-23,24.3,32.6,16.6,0.0,11.7,1.7
144,2016-05-24,23.4,30.1,17.8,0.0,9.5,3.0
145,2016-05-25,22.5,24.8,21.2,0.0,0.0,2.8
146,2016-05-26,23.6,27.8,19.9,0.0,4.3,2.7
147,2016-05-27,23.5,28.7,20.0,1.5,4.6,2.9
148,2016-05-28,21.5,24.6,18.4,0.0,0.0,1.7
149,2016-05-29,20.7,25.9,16.4,13.0,6.4,2.4
150,2016-05-30,19.0,21.7,16.8,7.5,0.0,2.0
151,2016-05-31,23.4,29.2,17.6,0.0,9.4,1.7
152,2016-06-01,20.9,24.1,17.0,0.0,10.7,4.4
153,2016-06-02,20.6,26.4,15.8,0.0,13.9,4.0
154,2016-06-03,20.2,26.2,12.8,0.0,12.8,2.5
155,2016-06-04,21.2,25.2,16.8,2.0,3.2,2.5
156,2016-06-05,18.8,23.1,15.4,5.5,3.6,1.5
157,2016-06-06,21.3,25.8,16.2,0.0,9.2,2.6
158,2016-06-07,20.7,24.1,18.4,4.5,0.3,2.1
159,2016-06-08,22.2,26.5,18.2,0.0,8.1,2.2
160,2016-06-09,22.2,26.4,19.9,0.0,0.8,1.2
161,2016-06-10,24.3,30.5,20.1,0.0,13.1,3.0
162,2016-06-11,23.6,28.4,18.8,0.0,10.1,2.2
163,2016-06-12,23.0,26.3,20.8,4.5,0.0,2.3
164,2016-06-13,21.8,24.8,19.6,33.5,0.0,1.8
165,2016-06-14,23.8,27.9,20.4,0.0,6.5,2.7
166,2016-06-15,23.9,28.0,21.2,0.0,5.1,3.3
167,2016-06-16,21.2,23.3,20.0,17.5,0.0,2.5
168,2016-06-17,24.3,29.3,20.2,0.0,3.0,2.5
169,2016-06-18,25.6,32.4,19.5,0.0,12.6,2.3
170,2016-06-19,22.4,26.6,20.2,26.0,0.0,1.5
171,2016-06-20,25.0,29.9,20.5,0.0,4.5,1.7
172,2016-06-21,25.2,30.5,20.6,32.0,6.0,2.0
173,2016-06-22,24.4,28.2,22.3,10.0,0.2,2.1
174,2016-06-23,25.4,30.9,22.2,24.5,7.8,2.8
175,2016-06-24,22.4,26.1,19.5,10.0,0.1,2.1
176,2016-06-25,23.3,26.5,18.7,11.0,0.0,2.0
177,2016-06-26,23.6,29.1,17.5,0.0,9.7,2.0
178,2016-06-27,24.1,30.5,18.1,4.5,8.1,2.4
179,2016-06-28,20.8,24.7,17.4,35.5,0.2,1.6
180,2016-06-29,22.2,24.8,20.9,3.0,0.0,2.0
181,2016-06-30,24.6,28.3,21.5,0.0,0.3,1.5
182,2016-07-01,27.3,33.8,22.1,0.0,11.2,2.0
183,2016-07-02,28.4,33.2,23.8,0.0,11.0,2.1
184,2016-07-03,27.8,34.0,24.4,14.0,2.3,1.9
185,2016-07-04,28.4,34.5,23.9,0.0,8.7,1.8
186,2016-07-05,27.7,34.5,23.5,0.0,10.6,3.3
187,2016-07-06,26.0,30.8,22.3,0.0,5.2,2.2
188,2016-07-07,30.0,35.0,25.1,0.0,12.1,2.6
189,2016-07-08,26.6,29.5,24.9,0.0,0.0,1.8
190,2016-07-09,22.4,25.0,20.2,67.5,0.0,1.7
191,2016-07-10,26.5,32.7,22.2,0.0,8.5,1.8
192,2016-07-11,29.3,35.1,23.2,0.0,12.1,1.9
193,2016-07-12,27.7,30.5,23.5,0.0,0.6,1.4
194,2016-07-13,26.8,29.7,25.3,20.0,0.0,1.3
195,2016-07-14,28.3,33.9,23.9,5.5,10.1,2.3
196,2016-07-15,26.2,29.6,23.8,0.0,5.9,2.9
197,2016-07-16,25.5,29.7,21.8,0.0,3.5,2.1
198,2016-07-17,27.4,30.6,24.7,0.0,0.4,1.5
199,2016-07-18,28.8,33.7,24.4,0.0,13.5,2.6
200,2016-07-19,28.7,34.2,23.8,0.0,13.7,2.0
201,2016-07-20,28.3,33.8,24.3,0.0,13.4,2.5
202,2016-07-21,27.4,32.7,24.2,0.0,9.3,2.4
203,2016-07-22,26.0,29.5,24.1,0.0,3.0,3.1
204,2016-07-23,25.0,28.1,22.5,0.0,2.9,2.5
205,2016-07-24,25.0,30.4,22.7,0.0,4.3,2.2
206,2016-07-25,26.0,31.0,22.4,0.0,6.1,2.2
207,2016-07-26,22.8,24.6,21.6,66.0,0.0,1.6
208,2016-07-27,25.1,29.6,22.3,0.0,1.6,1.8
209,2016-07-28,26.8,31.0,24.1,0.0,5.5,2.7
210,2016-07-29,26.8,31.0,22.8,0.0,6.3,1.9
211,2016-07-30,27.5,32.7,23.7,0.0,7.9,1.8
212,2016-07-31,28.9,34.8,24.0,0.0,9.7,1.7
213,2016-08-01,28.5,35.3,24.5,0.5,9.8,1.9
214,2016-08-02,27.5,33.7,23.4,30.0,8.2,2.1
215,2016-08-03,27.9,33.5,24.1,0.0,9.7,2.1
216,2016-08-04,28.7,33.9,24.7,0.0,9.6,2.3
217,2016-08-05,29.0,34.0,25.0,0.0,11.8,2.2
218,2016-08-06,29.3,34.4,25.6,0.0,9.4,1.9
