Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall
0,2016-01-01,-1.4,-0.3,-3.0,0.5,0.0,27,3
1,2016-01-02,0.7,3.6,-2.7,4.0,0.9,25,1
2,2016-01-03,0.1,1.9,-1.9,0.0,2.3,19,1
3,2016-01-04,-1.5,0.0,-3.7,0.5,1.9,21,4
4,2016-01-05,-3.8,-2.0,-7.0,0.0,5.9,22,3
5,2016-01-06,-2.3,-0.5,-4.2,0.0,0.5,23,4
6,2016-01-07,-3.0,-1.3,-4.6,1.5,2.5,30,9
7,2016-01-08,-2.2,-0.7,-4.0,0.0,2.8,27,0
8,2016-01-09,-4.2,-2.4,-7.8,0.0,2.4,28,4
9,2016-01-10,-4.2,-1.6,-7.7,2.5,4.4,34,12
10,2016-01-11,-7.0,-4.6,-8.4,1.0,2.7,42,12
11,2016-01-12,-6.1,-4.8,-7.5,0.0,0.0,40,1
12,2016-01-13,-6.7,-1.9,-10.4,0.0,1.6,36,2
13,2016-01-14,-4.3,-1.6,-7.6,12.5,4.0,61,30
14,2016-01-15,-9.1,-5.8,-13.4,7.0,6.4,67,13
15,2016-01-16,-6.4,-1.9,-11.5,12.5,4.4,73,12
16,2016-01-17,-7.0,-2.8,-10.5,14.0,0.8,90,20
17,2016-01-18,-8.4,-3.1,-14.4,4.0,0.0,86,5
18,2016-01-19,-1.2,0.3,-4.0,0.5,0.0,83,0
19,2016-01-20,-1.2,0.5,-5.7,0.0,2.6,75,0
20,2016-01-21,-3.4,0.0,-9.2,2.0,0.7,70,4
21,2016-01-22,-3.1,0.5,-7.8,15.5,0.8,83,17
22,2016-01-23,-4.2,-0.4,-13.3,0.0,4.3,80,1
23,2016-01-24,-9.6,-3.4,-14.7,0.0,6.2,75,1
24,2016-01-25,-8.9,-3.2,-16.4,2.5,0.0,80,10
25,2016-01-26,-1.7,1.7,-5.6,0.0,1.1,78,0
26,2016-01-27,-1.8,-0.2,-4.2,3.0,5.2,79,8
27,2016-01-28,-3.6,-1.0,-5.8,0.0,2.8,74,2
28,2016-01-29,-5.3,-3.1,-6.6,0.5,1.4,75,5
29,2016-01-30,-8.7,-4.5,-11.3,1.0,5.1,78,6
30,2016-01-31,-5.6,-3.6,-7.2,0.0,4.8,73,2
31,2016-02-01,-5.9,-3.4,-9.0,0.0,4.4,74,4
32,2016-02-02,-6.5,-2.3,-12.3,0.0,6.3,69,1
33,2016-02-03,-4.4,-1.3,-7.3,2.0,2.9,75,7
34,2016-02-04,-2.2,2.7,-5.8,0.0,1.9,70,0
35,2016-02-05,-2.4,-0.4,-5.9,0.0,5.7,68,1
36,2016-02-06,-6.1,-2.3,-12.0,0.0,4.4,66,0
37,2016-02-07,-4.6,-2.4,-7.3,1.0,3.3,71,8
38,2016-02-08,-4.8,-2.3,-8.8,0.0,7.6,70,1
39,2016-02-09,0.5,5.3,-7.1,2.5,2.9,70,8
40,2016-02-10,-1.4,1.4,-4.0,2.5,0.6,73,7
41,2016-02-11,-2.4,0.7,-8.4,0.0,4.4,73,0
42,2016-02-12,-1.3,3.3,-8.7,0.0,2.6,69,0
43,2016-02-13,3.7,6.6,1.8,0.0,0.3,67,0
44,2016-02-14,1.8,4.7,-2.0,2.0,0.0,60,4
45,2016-02-15,-5.4,-0.6,-7.9,0.0,3.3,55,2
46,2016-02-16,-5.9,-3.5,-9.9,0.0,3.7,53,0
47,2016-02-17,-4.3,-2.7,-6.8,3.0,5.3,61,9
48,2016-02-18,-1.5,2.0,-6.2,1.5,1.2,62,5
49,2016-02-19,1.7,6.5,-5.1,1.5,2.1,58,5
50,2016-02-20,1.1,2.9,-1.5,3.5,5.5,59,6
51,2016-02-21,-0.4,1.5,-2.2,7.5,0.0,69,12
52,2016-02-22,-3.5,-0.3,-7.2,0.0,3.4,67,3
53,2016-02-23,-2.7,0.4,-8.4,1.0,0.9,67,5
54,2016-02-24,-6.7,-4.5,-9.2,5.5,1.1,74,16
55,2016-02-25,-7.0,-2.7,-12.1,1.0,5.7,78,8
56,2016-02-26,-5.1,-2.2,-9.2,1.5,3.7,77,6
57,2016-02-27,-5.7,-1.1,-11.9,0.0,5.6,71,0
58,2016-02-28,-5.4,-1.3,-9.2,0.0,9.4,69,0
59,2016-02-29,-1.1,6.2,-9.5,25.0,3.9,92,24
60,2016-03-01,-2.2,0.0,-4.2,5.0,2.5,88,7
61,2016-03-02,-3.6,-0.3,-5.9,2.5,3.7,90,6
62,2016-03-03,-5.2,-1.3,-12.0,2.0,0.0,92,4
63,2016-03-04,-5.8,0.3,-12.2,0.0,2.4,91,2
64,2016-03-05,-5.2,3.3,-12.6,0.0,9.9,87,1
65,2016-03-06,3.0,5.9,-2.2,0.0,0.0,85,1
66,2016-03-07,3.7,6.2,-1.9,0.5,4.9,77,1
67,2016-03-08,1.5,7.3,-2.6,0.0,4.1,71,1
68,2016-03-09,-1.0,1.5,-5.7,0.0,4.6,66,2
69,2016-03-10,-4.1,0.3,-8.1,5.5,6.1,75,13
70,2016-03-11,-4.0,0.3,-8.2,0.0,4.8,73,1
71,2016-03-12,-2.6,0.8,-6.8,0.5,3.9,71,4
72,2016-03-13,-2.3,4.6,-9.9,0.0,8.7,67,0
73,2016-03-14,1.0,5.3,-4.3,0.5,7.2,65,2
