Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation
0,2016-01-01,0.2,2.7,-4.3,6.5
1,2016-01-02,3.1,7.6,-4.2,14.0
2,2016-01-03,5.6,9.7,1.3,9.0
3,2016-01-04,5.1,9.8,0.0,14.0
4,2016-01-05,-0.2,1.7,-1.2,8.5
5,2016-01-06,1.1,4.4,-1.4,1.0
6,2016-01-07,-0.7,1.6,-2.5,11.0
7,2016-01-08,-0.8,0.7,-2.3,3.0
8,2016-01-09,-1.6,0.2,-3.7,5.0
9,2016-01-10,-0.6,2.2,-2.8,22.5
10,2016-01-11,-3.3,-1.8,-4.0,14.0
11,2016-01-12,-3.0,-1.7,-4.0,8.0
12,2016-01-13,-2.0,-0.2,-4.1,5.5
13,2016-01-14,-3.5,-0.2,-10.6,11.5
14,2016-01-15,-5.6,-0.5,-10.7,0.0
15,2016-01-16,-4.0,-1.2,-7.0,2.0
16,2016-01-17,-2.4,0.2,-4.5,5.0
17,2016-01-18,-1.2,0.7,-3.3,32.5
18,2016-01-19,-1.6,2.3,-3.8,36.5
19,2016-01-20,-2.2,1.4,-5.2,17.5
20,2016-01-21,-1.9,0.2,-3.7,12.5
21,2016-01-22,-2.8,-0.6,-4.5,16.0
22,2016-01-23,-3.2,-1.2,-4.6,2.5
23,2016-01-24,-4.6,-2.0,-6.9,11.5
24,2016-01-25,-3.4,-1.6,-5.7,10.0
25,2016-01-26,-0.7,2.3,-3.3,1.0
26,2016-01-27,0.2,2.2,-0.5,27.0
27,2016-01-28,0.9,3.7,-0.6,0.5
28,2016-01-29,-2.3,-0.4,-4.6,6.0
29,2016-01-30,-2.7,0.4,-4.6,6.5
30,2016-01-31,-1.8,0.3,-3.8,4.0
31,2016-02-01,-2.7,-0.8,-4.1,1.0
32,2016-02-02,-2.3,-0.4,-3.8,1.5
33,2016-02-03,-2.0,0.6,-4.9,0.5
34,2016-02-04,-1.0,2.6,-4.6,12.0
35,2016-02-05,-0.7,1.2,-2.0,3.5
36,2016-02-06,-2.2,0.0,-3.8,1.0
37,2016-02-07,-4.3,-2.2,-6.5,1.5
38,2016-02-08,-6.9,2.8,-15.0,0.0
39,2016-02-09,-3.1,1.2,-10.9,19.5
