,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
0,2016-01-01,-2.7,-0.9,-3.9,3.5,1.3,59.0,3.0,2.4,4.4,1014.7,87.0,1021.3
1,2016-01-02,0.3,2.8,-2.0,11.5,0.1,52.0,8.0,3.6,5.5,1005.9,88.0,1012.4
2,2016-01-03,-0.9,1.0,-2.5,0.5,3.1,50.0,,3.5,3.9,1006.7,69.0,1013.2
3,2016-01-04,-3.2,-1.1,-5.3,6.5,0.6,54.0,12.0,2.9,3.9,1005.9,82.0,1012.5
4,2016-01-05,-5.1,-2.4,-7.8,6.5,1.5,58.0,10.0,4.1,3.5,1007.4,85.0,1014.0
5,2016-01-06,-3.6,-1.3,-5.9,4.5,0.3,63.0,7.0,3.7,3.7,1006.9,80.0,1013.4
6,2016-01-07,-4.5,-3.0,-6.1,9.0,0.5,69.0,14.0,4.3,4.0,1002.8,90.0,1009.4
7,2016-01-08,-3.4,-1.2,-5.9,1.5,2.2,65.0,5.0,3.2,3.6,1003.1,75.0,1009.7
8,2016-01-09,-5.0,-2.9,-6.9,11.0,1.9,78.0,15.0,3.8,3.3,1007.7,78.0,1014.3
9,2016-01-10,-5.0,-1.4,-7.7,6.0,2.0,74.0,11.0,3.9,3.4,1005.6,81.0,1012.2
10,2016-01-11,-8.4,-6.5,-9.5,8.5,1.6,81.0,12.0,3.7,2.7,1008.5,83.0,1015.2
11,2016-01-12,-7.6,-5.4,-10.8,3.5,0.3,82.0,6.0,3.2,2.6,1005.8,74.0,1012.4
12,2016-01-13,-6.0,-2.0,-8.8,4.5,2.8,84.0,9.0,2.4,2.8,1004.0,72.0,1010.6
13,2016-01-14,-5.4,-2.0,-8.3,9.5,2.5,83.0,11.0,3.4,3.4,1002.8,85.0,1009.4
14,2016-01-15,-8.8,-6.1,-11.0,1.5,8.8,80.0,4.0,3.3,2.5,1008.9,79.0,1015.6
15,2016-01-16,-7.3,-3.3,-11.1,13.5,0.3,94.0,17.0,1.4,3.2,1010.2,91.0,1016.9
16,2016-01-17,-7.5,-4.3,-13.0,3.0,0.9,93.0,2.0,1.7,3.2,1015.6,90.0,1022.4
17,2016-01-18,-7.7,-0.9,-14.5,1.5,0.0,87.0,,3.5,2.8,1008.5,80.0,1015.2
18,2016-01-19,-1.6,-0.4,-2.8,0.5,0.0,80.0,,4.7,4.1,992.2,75.0,998.6
19,2016-01-20,-2.2,0.2,-6.1,,4.6,76.0,,4.5,3.5,1000.1,67.0,1006.6
20,2016-01-21,-5.2,-3.1,-8.9,0.0,1.9,73.0,2.0,2.1,3.5,1007.3,83.0,1014.0
21,2016-01-22,-5.5,-2.6,-10.2,1.0,0.8,73.0,2.0,1.5,3.6,1008.8,87.0,1015.4
22,2016-01-23,-4.4,-1.2,-11.3,3.0,5.9,79.0,8.0,2.0,3.2,1008.2,74.0,1014.8
23,2016-01-24,-8.4,-5.3,-11.5,1.0,6.5,74.0,,4.8,2.5,997.1,77.0,1003.7
24,2016-01-25,-9.4,-4.3,-15.8,0.5,5.7,71.0,2.0,2.7,2.4,1005.2,77.0,1011.9
25,2016-01-26,-0.8,2.9,-4.7,0.5,0.3,70.0,,4.5,4.1,1009.6,70.0,1016.2
26,2016-01-27,-2.2,0.3,-4.8,2.0,2.9,71.0,8.0,3.3,4.1,1011.8,79.0,1018.4
27,2016-01-28,-5.3,-2.4,-8.6,11.5,0.3,85.0,17.0,3.7,3.5,1016.4,85.0,1023.1
