Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall
0,2016-01-01,-9.0,-2.2,-15.8,0.0,5.2,23,2
1,2016-01-02,-7.1,1.4,-15.1,0.0,3.5,24,2
2,2016-01-03,-5.2,0.8,-15.3,0.0,4.8,24,2
3,2016-01-04,-9.9,-2.9,-16.2,0.0,3.6,23,0
4,2016-01-05,-8.8,-2.9,-16.5,0.0,3.6,24,3
5,2016-01-06,-9.0,-1.0,-19.7,0.0,6.5,24,2
6,2016-01-07,-7.7,-2.1,-13.9,0.0,6.4,24,3
7,2016-01-08,-9.4,-1.7,-16.8,0.0,4.8,24,2
8,2016-01-09,-11.1,-1.8,-17.6,0.0,7.0,23,0
9,2016-01-10,-8.5,-1.9,-17.4,0.0,5.5,24,3
10,2016-01-11,-10.9,-6.7,-17.3,0.0,5.6,25,5
11,2016-01-12,-13.1,-6.3,-19.8,0.0,5.2,25,0
12,2016-01-13,-13.2,-4.5,-20.0,0.0,6.7,25,0
13,2016-01-14,-7.4,-2.6,-13.3,5.5,3.5,45,25
14,2016-01-15,-12.2,-6.1,-20.7,0.0,7.8,45,0
15,2016-01-16,-15.6,-5.7,-23.3,0.0,7.0,38,0
16,2016-01-17,-11.8,-4.1,-19.1,0.0,5.0,37,0
17,2016-01-18,-12.8,-5.5,-21.2,3.5,1.1,41,7
18,2016-01-19,-2.1,-1.3,-6.8,1.0,0.0,46,9
19,2016-01-20,-2.4,-1.1,-4.3,1.0,0.0,45,14
20,2016-01-21,-5.0,-3.3,-10.8,3.0,0.9,56,11
21,2016-01-22,-4.7,0.3,-10.1,0.5,2.6,48,3
22,2016-01-23,-5.4,-1.7,-12.3,0.5,2.8,51,10
23,2016-01-24,-9.2,-5.0,-13.7,0.0,4.9,49,7
24,2016-01-25,-14.9,-6.7,-23.1,0.0,8.9,48,0
25,2016-01-26,-14.1,-3.5,-23.0,0.0,9.0,45,2
26,2016-01-27,-10.4,-1.6,-17.3,0.0,4.4,45,3
27,2016-01-28,-8.8,-3.1,-15.9,0.0,1.0,41,7
28,2016-01-29,-11.0,-5.6,-20.7,0.0,4.2,40,1
29,2016-01-30,-16.3,-7.1,-23.9,0.0,8.0,38,1
30,2016-01-31,-13.2,-5.8,-21.7,0.0,6.4,38,2
31,2016-02-01,-16.3,-8.2,-22.7,0.0,5.1,38,2
32,2016-02-02,-14.7,-5.0,-24.0,0.0,6.1,39,2
33,2016-02-03,-13.9,-5.7,-21.0,0.0,8.1,39,3
34,2016-02-04,-12.1,-3.2,-21.9,0.0,7.1,39,1
35,2016-02-05,-8.3,-1.4,-16.0,0.0,4.3,39,2
36,2016-02-06,-12.0,-3.4,-19.1,0.0,6.4,39,2
37,2016-02-07,-11.9,-4.3,-22.4,0.0,8.4,39,3
38,2016-02-08,-10.8,-6.0,-19.1,0.0,8.0,39,1
39,2016-02-09,-6.3,3.3,-17.9,0.0,2.3,39,3
40,2016-02-10,-4.2,0.1,-10.9,0.5,5.1,42,5
41,2016-02-11,-5.6,-1.4,-15.3,0.0,5.4,39,1
42,2016-02-12,-7.5,-0.7,-17.8,0.0,3.8,38,0
43,2016-02-13,2.6,8.4,-1.6,0.0,0.7,38,0
44,2016-02-14,-2.3,2.3,-6.2,6.5,0.0,42,7
45,2016-02-15,-9.3,-1.9,-16.4,0.0,8.5,42,0
46,2016-02-16,-11.2,-3.2,-20.5,0.0,7.9,41,1
47,2016-02-17,-9.6,-2.1,-19.8,0.0,4.6,42,4
48,2016-02-18,-5.3,1.7,-12.3,0.0,6.7,41,1
49,2016-02-19,-4.1,5.5,-13.3,0.0,7.5,40,0
50,2016-02-20,-0.5,3.7,-5.3,3.0,7.1,45,7
51,2016-02-21,-3.4,-1.4,-7.5,10.0,1.7,58,17
52,2016-02-22,-7.4,-1.2,-16.4,0.0,6.8,58,1
53,2016-02-23,-6.9,1.3,-18.5,0.0,8.4,56,0
54,2016-02-24,-12.9,-8.8,-23.2,0.0,4.2,56,3
55,2016-02-25,-14.4,-5.0,-24.4,0.0,4.8,57,5
56,2016-02-26,-11.7,-5.0,-18.5,0.0,4.2,57,4
57,2016-02-27,-12.3,-3.4,-21.0,0.0,7.2,56,1
58,2016-02-28,-12.5,-3.1,-19.9,0.0,9.6,55,0
59,2016-02-29,-9.0,-2.3,-19.1,3.5,0.0,60,7
60,2016-03-01,-5.7,-2.5,-10.2,0.0,1.6,63,8
61,2016-03-02,-9.2,-3.8,-15.1,0.0,4.9,59,5
62,2016-03-03,-12.4,-3.9,-20.6,0.0,7.2,58,2
63,2016-03-04,-10.5,-1.8,-20.7,0.0,7.5,58,5
64,2016-03-05,-10.0,-1.7,-19.0,0.0,7.1,58,4
65,2016-03-06,-2.4,4.1,-15.8,0.0,0.0,57,2
66,2016-03-07,2.6,9.1,-3.6,0.0,9.8,55,0
67,2016-03-08,1.0,6.1,-5.1,0.0,5.6,51,1
