Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,5.0,7.9,2.7,0.5,6.3
1,2016-01-02,8.1,10.6,5.3,7.5,6.0
2,2016-01-03,7.5,10.4,4.9,1.0,2.8
3,2016-01-04,5.1,8.7,2.3,8.5,3.8
4,2016-01-05,3.1,5.1,1.9,1.5,6.6
5,2016-01-06,3.9,5.5,2.0,3.5,4.5
6,2016-01-07,3.1,4.9,0.5,3.0,7.5
7,2016-01-08,2.5,4.5,0.2,6.5,4.5
8,2016-01-09,2.6,4.2,0.4,2.5,5.3
9,2016-01-10,2.7,6.2,0.5,7.5,7.3
10,2016-01-11,0.9,2.1,-1.3,0.0,9.1
11,2016-01-12,0.6,2.1,-0.6,0.5,6.9
12,2016-01-13,2.2,6.3,-0.7,3.5,5.0
13,2016-01-14,1.4,5.0,-0.9,0.0,5.6
14,2016-01-15,0.6,2.5,-1.3,0.0,3.2
15,2016-01-16,0.1,1.5,-1.7,3.0,3.9
16,2016-01-17,1.7,3.2,-0.4,0.0,4.7
17,2016-01-18,1.8,4.3,0.4,8.0,3.8
18,2016-01-19,3.7,7.2,0.9,10.5,8.3
19,2016-01-20,2.7,4.3,-0.6,18.0,6.2
20,2016-01-21,1.3,2.6,-0.2,5.5,6.0
21,2016-01-22,0.5,2.5,-1.3,5.0,6.5
22,2016-01-23,0.5,1.9,-1.6,0.0,5.6
23,2016-01-24,0.0,3.1,-2.6,1.0,4.9
24,2016-01-25,0.6,2.8,-1.4,1.5,7.8
25,2016-01-26,3.9,5.5,1.7,15.0,4.9
26,2016-01-27,4.6,8.2,2.1,6.0,6.9
27,2016-01-28,4.0,5.9,1.8,1.5,4.8
28,2016-01-29,1.0,2.1,-0.1,0.0,2.7
29,2016-01-30,1.0,2.7,-1.1,0.0,2.6
30,2016-01-31,1.5,2.9,-0.9,1.0,6.5
31,2016-02-01,0.0,1.7,-1.2,2.5,5.0
32,2016-02-02,0.7,2.2,-0.8,1.5,8.1
33,2016-02-03,0.5,3.1,-1.7,6.0,3.2
34,2016-02-04,3.2,5.8,-0.6,1.5,5.0
35,2016-02-05,3.5,4.5,1.5,0.0,6.0
36,2016-02-06,1.1,2.8,-1.4,0.0,3.2
37,2016-02-07,0.1,2.6,-2.5,2.5,5.8
38,2016-02-08,2.7,5.7,-0.3,0.5,3.7
39,2016-02-09,2.9,6.8,0.5,12.5,5.3
40,2016-02-10,1.8,3.5,-0.3,1.5,8.7
41,2016-02-11,2.3,4.9,-0.7,0.0,3.7
42,2016-02-12,5.1,12.8,-3.0,0.0,1.9
43,2016-02-13,11.6,14.2,5.2,0.0,3.9
44,2016-02-14,10.8,18.2,5.3,9.5,7.4
45,2016-02-15,0.5,5.4,-2.6,1.0,9.1
46,2016-02-16,0.0,2.7,-2.3,15.5,5.2
47,2016-02-17,1.1,3.0,-0.8,6.5,7.2
48,2016-02-18,4.7,7.0,2.0,11.0,6.5
49,2016-02-19,6.9,9.3,3.6,13.5,7.2
50,2016-02-20,7.0,10.9,4.4,11.5,1.7
51,2016-02-21,5.4,9.6,1.4,8.0,9.9
52,2016-02-22,1.6,3.8,-0.9,0.0,4.4
53,2016-02-23,3.1,6.2,0.3,17.5,3.5
54,2016-02-24,-0.2,4.5,-2.4,0.0,6.0
