Unnamed: 0,calendar_date,hours_sunlight
0,2016-01-01,0.5
1,2016-01-02,0.0
2,2016-01-03,0.0
3,2016-01-04,0.2
4,2016-01-05,1.1
5,2016-01-06,0.0
6,2016-01-07,0.0
7,2016-01-08,0.0
8,2016-01-09,0.0
9,2016-01-10,0.3
10,2016-01-11,0.0
11,2016-01-12,0.0
12,2016-01-13,0.0
13,2016-01-14,0.3
14,2016-01-15,7.8
15,2016-01-16,1.0
16,2016-01-17,3.5
17,2016-01-18,0.0
18,2016-01-19,0.0
19,2016-01-20,2.4
20,2016-01-21,4.6
21,2016-01-22,0.0
22,2016-01-23,0.1
23,2016-01-24,4.6
24,2016-01-25,4.0
25,2016-01-26,0.0
26,2016-01-27,0.5
27,2016-01-28,0.0
28,2016-01-29,2.7
29,2016-01-30,7.5
30,2016-01-31,0.0
31,2016-02-01,1.3
32,2016-02-02,0.3
33,2016-02-03,0.0
34,2016-02-04,1.8
35,2016-02-05,0.8
36,2016-02-06,1.2
37,2016-02-07,0.2
38,2016-02-08,3.0
39,2016-02-09,0.0
40,2016-02-10,0.1
41,2016-02-11,3.3
42,2016-02-12,0.0
43,2016-02-13,0.0
44,2016-02-14,0.0
45,2016-02-15,0.5
46,2016-02-16,1.7
47,2016-02-17,0.3
48,2016-02-18,0.2
49,2016-02-19,0.9
50,2016-02-20,2.3
51,2016-02-21,0.5
52,2016-02-22,0.4
53,2016-02-23,0.0
54,2016-02-24,5.4
55,2016-02-25,0.1
56,2016-02-26,0.0
57,2016-02-27,0.0
58,2016-02-28,5.3
59,2016-02-29,0.0
60,2016-03-01,3.2
61,2016-03-02,4.2
62,2016-03-03,3.2
63,2016-03-04,5.5
64,2016-03-05,7.4
65,2016-03-06,0.0
66,2016-03-07,4.0
67,2016-03-08,2.1
68,2016-03-09,2.2
69,2016-03-10,2.1
70,2016-03-11,2.8
71,2016-03-12,4.0
72,2016-03-13,8.2
73,2016-03-14,6.6
74,2016-03-15,6.8
75,2016-03-16,8.4
76,2016-03-17,10.6
77,2016-03-18,6.8
78,2016-03-19,0.0
79,2016-03-20,5.0
80,2016-03-21,2.9
81,2016-03-22,5.5
82,2016-03-23,3.7
83,2016-03-24,7.4
84,2016-03-25,4.2
85,2016-03-26,7.7
86,2016-03-27,9.3
87,2016-03-28,10.3
88,2016-03-29,9.7
89,2016-03-30,3.9
90,2016-03-31,3.3
91,2016-04-01,11.0
92,2016-04-02,5.6
93,2016-04-03,2.8
94,2016-04-04,10.8
95,2016-04-05,5.1
96,2016-04-06,10.3
97,2016-04-07,5.0
98,2016-04-08,1.9
99,2016-04-09,1.6
100,2016-04-10,6.1
101,2016-04-11,4.8
102,2016-04-12,9.4
103,2016-04-13,0.0
104,2016-04-14,0.8
105,2016-04-15,1.8
106,2016-04-16,7.8
107,2016-04-17,0.0
108,2016-04-18,0.2
109,2016-04-19,6.1
110,2016-04-20,4.8
111,2016-04-21,12.0
112,2016-04-22,11.6
113,2016-04-23,0.2
114,2016-04-24,4.9
115,2016-04-25,12.1
116,2016-04-26,2.3
117,2016-04-27,10.7
118,2016-04-28,9.1
119,2016-04-29,0.0
120,2016-04-30,1.4
121,2016-05-01,6.8
122,2016-05-02,9.4
123,2016-05-03,10.6
124,2016-05-04,0.2
125,2016-05-05,0.0
126,2016-05-06,4.6
127,2016-05-07,1.2
128,2016-05-08,9.9
129,2016-05-09,12.7
130,2016-05-10,7.9
131,2016-05-11,0.0
132,2016-05-12,0.1
133,2016-05-13,12.1
134,2016-05-14,13.3
135,2016-05-15,5.6
136,2016-05-16,3.8
137,2016-05-17,7.2
138,2016-05-18,10.8
139,2016-05-19,12.7
140,2016-05-20,13.1
141,2016-05-21,13.5
142,2016-05-22,13.8
143,2016-05-23,11.3
144,2016-05-24,8.7
145,2016-05-25,3.5
146,2016-05-26,6.8
147,2016-05-27,11.1
148,2016-05-28,9.2
149,2016-05-29,8.6
150,2016-05-30,9.4
151,2016-05-31,1.8
152,2016-06-01,0.0
153,2016-06-02,0.9
154,2016-06-03,2.8
155,2016-06-04,0.0
156,2016-06-05,9.6
157,2016-06-06,8.0
158,2016-06-07,9.7
159,2016-06-08,0.1
160,2016-06-09,0.0
161,2016-06-10,0.1
162,2016-06-11,6.0
163,2016-06-12,10.1
164,2016-06-13,0.0
165,2016-06-14,0.0
166,2016-06-15,3.4
167,2016-06-16,5.5
168,2016-06-17,0.0
169,2016-06-18,1.9
170,2016-06-19,5.5
171,2016-06-20,0.8
172,2016-06-21,2.9
173,2016-06-22,9.2
174,2016-06-23,8.9
175,2016-06-24,2.2
176,2016-06-25,0.3
177,2016-06-26,0.0
178,2016-06-27,5.8
179,2016-06-28,11.1
180,2016-06-29,12.8
181,2016-06-30,12.0
182,2016-07-01,13.0
183,2016-07-02,1.5
184,2016-07-03,0.0
185,2016-07-04,2.4
