,calendar_date,precipitation
0,2016-01-01,0.5
1,2016-01-02,8.5
2,2016-01-03,2.0
3,2016-01-04,0.5
4,2016-01-05,5.0
5,2016-01-06,2.0
6,2016-01-07,0.0
7,2016-01-08,2.5
8,2016-01-09,5.5
9,2016-01-10,4.5
10,2016-01-11,3.5
11,2016-01-12,2.0
12,2016-01-13,2.0
13,2016-01-14,0.0
14,2016-01-15,0.0
15,2016-01-16,0.0
16,2016-01-17,0.0
17,2016-01-18,0.0
18,2016-01-19,2.0
19,2016-01-20,0.5
20,2016-01-21,1.5
21,2016-01-22,5.5
22,2016-01-23,0.0
23,2016-01-24,0.0
24,2016-01-25,2.0
25,2016-01-26,0.0
26,2016-01-27,0.0
27,2016-01-28,0.0
28,2016-01-29,0.0
29,2016-01-30,0.0
30,2016-01-31,2.0
31,2016-02-01,2.0
32,2016-02-02,3.0
33,2016-02-03,1.5
34,2016-02-04,2.0
35,2016-02-05,0.0
36,2016-02-06,2.5
37,2016-02-07,2.5
38,2016-02-08,1.5
39,2016-02-09,2.0
40,2016-02-10,1.5
41,2016-02-11,0.0
42,2016-02-12,1.0
43,2016-02-13,1.5
44,2016-02-14,4.0
45,2016-02-15,5.0
46,2016-02-16,0.5
47,2016-02-17,0.5
48,2016-02-18,0.0
49,2016-02-19,0.0
50,2016-02-20,0.5
51,2016-02-21,0.0
52,2016-02-22,2.5
53,2016-02-23,3.5
54,2016-02-24,0.0
55,2016-02-25,2.5
56,2016-02-26,2.0
57,2016-02-27,2.0
58,2016-02-28,2.5
59,2016-02-29,0.5
60,2016-03-01,0.0
61,2016-03-02,0.0
62,2016-03-03,0.0
63,2016-03-04,0.5
64,2016-03-05,0.0
65,2016-03-06,15.0
66,2016-03-07,0.5
67,2016-03-08,2.5
68,2016-03-09,0.0
69,2016-03-10,0.0
70,2016-03-11,0.0
71,2016-03-12,1.5
72,2016-03-13,2.5
73,2016-03-14,1.0
74,2016-03-15,0.0
75,2016-03-16,0.0
76,2016-03-17,0.0
77,2016-03-18,0.0
78,2016-03-19,0.0
79,2016-03-20,0.0
80,2016-03-21,0.0
81,2016-03-22,0.0
82,2016-03-23,3.0
83,2016-03-24,0.5
84,2016-03-25,0.0
85,2016-03-26,0.0
86,2016-03-27,2.5
87,2016-03-28,0.5
88,2016-03-29,0.0
89,2016-03-30,2.5
90,2016-03-31,0.0
91,2016-04-01,0.0
92,2016-04-02,0.0
93,2016-04-03,2.5
94,2016-04-04,0.0
95,2016-04-05,13.5
96,2016-04-06,0.0
97,2016-04-07,0.0
98,2016-04-08,1.5
99,2016-04-09,4.0
100,2016-04-10,0.5
101,2016-04-11,0.5
102,2016-04-12,0.0
103,2016-04-13,8.5
104,2016-04-14,7.0
105,2016-04-15,0.0
106,2016-04-16,1.0
107,2016-04-17,11.5
108,2016-04-18,2.5
109,2016-04-19,0.0
110,2016-04-20,0.5
111,2016-04-21,0.0
112,2016-04-22,0.0
113,2016-04-23,6.0
114,2016-04-24,0.0
115,2016-04-25,0.0
116,2016-04-26,0.5
117,2016-04-27,0.0
118,2016-04-28,0.0
119,2016-04-29,1.5
120,2016-04-30,0.5
121,2016-05-01,0.0
122,2016-05-02,1.0
123,2016-05-03,0.5
124,2016-05-04,20.5
125,2016-05-05,8.0
126,2016-05-06,1.0
127,2016-05-07,6.0
128,2016-05-08,0.0
129,2016-05-09,0.0
130,2016-05-10,0.0
131,2016-05-11,0.0
132,2016-05-12,0.5
133,2016-05-13,0.0
134,2016-05-14,0.0
135,2016-05-15,0.0
136,2016-05-16,0.0
137,2016-05-17,1.5
138,2016-05-18,0.5
139,2016-05-19,0.0
140,2016-05-20,0.0
141,2016-05-21,0.0
142,2016-05-22,0.0
143,2016-05-23,0.0
144,2016-05-24,0.0
145,2016-05-25,3.0
146,2016-05-26,0.0
147,2016-05-27,0.0
148,2016-05-28,0.0
149,2016-05-29,0.0
150,2016-05-30,0.0
151,2016-05-31,14.5
152,2016-06-01,19.0
153,2016-06-02,1.0
154,2016-06-03,0.0
155,2016-06-04,4.0
156,2016-06-05,0.0
157,2016-06-06,0.0
158,2016-06-07,0.0
159,2016-06-08,0.0
160,2016-06-09,0.0
161,2016-06-10,0.0
162,2016-06-11,0.0
163,2016-06-12,0.5
164,2016-06-13,26.0
165,2016-06-14,12.5
166,2016-06-15,0.5
167,2016-06-16,2.0
168,2016-06-17,5.0
169,2016-06-18,0.0
170,2016-06-19,0.0
171,2016-06-20,0.5
172,2016-06-21,0.0
173,2016-06-22,0.0
174,2016-06-23,0.0
175,2016-06-24,9.5
176,2016-06-25,12.5
177,2016-06-26,7.0
178,2016-06-27,0.0
179,2016-06-28,0.0
180,2016-06-29,0.0
181,2016-06-30,0.0
182,2016-07-01,0.0
183,2016-07-02,16.5
184,2016-07-03,16.5
185,2016-07-04,2.0
186,2016-07-05,0.0
187,2016-07-06,0.0
188,2016-07-07,0.0
189,2016-07-08,0.0
190,2016-07-09,34.5
191,2016-07-10,1.0
192,2016-07-11,0.0
193,2016-07-12,0.0
194,2016-07-13,0.0
195,2016-07-14,0.0
196,2016-07-15,0.0
197,2016-07-16,0.0
198,2016-07-17,0.0
199,2016-07-18,1.0
200,2016-07-19,0.0
201,2016-07-20,0.0
202,2016-07-21,0.0
203,2016-07-22,0.0
204,2016-07-23,0.0
205,2016-07-24,0.0
206,2016-07-25,0.0
207,2016-07-26,0.0
208,2016-07-27,19.0
209,2016-07-28,16.0
210,2016-07-29,27.0
211,2016-07-30,3.0
212,2016-07-31,2.5
213,2016-08-01,0.0
214,2016-08-02,0.0
215,2016-08-03,0.0
216,2016-08-04,0.0
217,2016-08-05,11.5
218,2016-08-06,0.0
219,2016-08-07,0.0
220,2016-08-08,0.5
221,2016-08-09,0.0
222,2016-08-10,0.0
223,2016-08-11,0.0
224,2016-08-12,0.0
225,2016-08-13,0.0
226,2016-08-14,0.0
227,2016-08-15,0.0
228,2016-08-16,7.0
229,2016-08-17,29.0
230,2016-08-18,3.0
231,2016-08-19,0.5
232,2016-08-20,2.0
233,2016-08-21,0.5
234,2016-08-22,11.0
235,2016-08-23,24.0
236,2016-08-24,0.0
237,2016-08-25,0.0
238,2016-08-26,21.0
239,2016-08-27,0.0
240,2016-08-28,0.0
241,2016-08-29,2.0
242,2016-08-30,0.0
243,2016-08-31,0.0
